"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/20/2022","AQS","040128000","1","0.047","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/21/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/22/2022","AQS","040128000","1","0.047","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/23/2022","AQS","040128000","1","0.051","ppm","47","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/24/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/25/2022","AQS","040128000","1","0.044","ppm","41","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/26/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/27/2022","AQS","040128000","1","0.046","ppm","43","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/28/2022","AQS","040128000","1","0.045","ppm","42","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/29/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/30/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"03/31/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/01/2022","AQS","040128000","1","0.05","ppm","46","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/02/2022","AQS","040128000","1","0.047","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/03/2022","AQS","040128000","1","0.042","ppm","39","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/04/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/05/2022","AQS","040128000","1","0.046","ppm","43","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/06/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/07/2022","AQS","040128000","1","0.046","ppm","43","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/08/2022","AQS","040128000","1","0.042","ppm","39","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/09/2022","AQS","040128000","1","0.06","ppm","67","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/10/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/11/2022","AQS","040128000","1","0.051","ppm","47","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/12/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/13/2022","AQS","040128000","1","0.055","ppm","51","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/14/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/15/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/16/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/17/2022","AQS","040128000","1","0.053","ppm","49","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/18/2022","AQS","040128000","1","0.06","ppm","67","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/19/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/20/2022","AQS","040128000","1","0.055","ppm","51","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/21/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/22/2022","AQS","040128000","1","0.053","ppm","49","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/23/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/24/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/25/2022","AQS","040128000","1","0.062","ppm","74","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/26/2022","AQS","040128000","1","0.066","ppm","87","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/27/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/28/2022","AQS","040128000","1","0.066","ppm","87","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/29/2022","AQS","040128000","1","0.064","ppm","80","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"04/30/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/01/2022","AQS","040128000","1","0.066","ppm","87","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/02/2022","AQS","040128000","1","0.062","ppm","74","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/03/2022","AQS","040128000","1","0.063","ppm","77","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/04/2022","AQS","040128000","1","0.05","ppm","46","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/05/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/06/2022","AQS","040128000","1","0.064","ppm","80","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/07/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/08/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/09/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/10/2022","AQS","040128000","1","0.054","ppm","50","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/11/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/12/2022","AQS","040128000","1","0.054","ppm","50","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/13/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/14/2022","AQS","040128000","1","0.056","ppm","54","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/15/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/16/2022","AQS","040128000","1","0.056","ppm","54","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/17/2022","AQS","040128000","1","0.05","ppm","46","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/18/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/19/2022","AQS","040128000","1","0.051","ppm","47","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/20/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/21/2022","AQS","040128000","1","0.051","ppm","47","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/22/2022","AQS","040128000","1","0.045","ppm","42","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/23/2022","AQS","040128000","1","0.06","ppm","67","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/24/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/25/2022","AQS","040128000","1","0.059","ppm","64","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/26/2022","AQS","040128000","1","0.053","ppm","49","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/27/2022","AQS","040128000","1","0.041","ppm","38","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/28/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/29/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/30/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"05/31/2022","AQS","040128000","1","0.063","ppm","77","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/01/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/02/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/03/2022","AQS","040128000","1","0.056","ppm","54","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/04/2022","AQS","040128000","1","0.046","ppm","43","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/05/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/06/2022","AQS","040128000","1","0.047","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/07/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/08/2022","AQS","040128000","1","0.04","ppm","37","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/09/2022","AQS","040128000","1","0.046","ppm","43","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/10/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/11/2022","AQS","040128000","1","0.06","ppm","67","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/12/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/13/2022","AQS","040128000","1","0.066","ppm","87","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/14/2022","AQS","040128000","1","0.065","ppm","84","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/15/2022","AQS","040128000","1","0.064","ppm","80","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/16/2022","AQS","040128000","1","0.059","ppm","64","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/17/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/18/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/19/2022","AQS","040128000","1","0.06","ppm","67","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/20/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/21/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/22/2022","AQS","040128000","1","0.05","ppm","46","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/23/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/24/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/25/2022","AQS","040128000","1","0.045","ppm","42","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/26/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/27/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"06/30/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/01/2022","AQS","040128000","1","0.04","ppm","37","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/02/2022","AQS","040128000","1","0.034","ppm","31","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/03/2022","AQS","040128000","1","0.04","ppm","37","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/04/2022","AQS","040128000","1","0.035","ppm","32","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/05/2022","AQS","040128000","1","0.043","ppm","40","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/06/2022","AQS","040128000","1","0.051","ppm","47","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/07/2022","AQS","040128000","1","0.042","ppm","39","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/08/2022","AQS","040128000","1","0.044","ppm","41","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/09/2022","AQS","040128000","1","0.056","ppm","54","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/10/2022","AQS","040128000","1","0.054","ppm","50","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/11/2022","AQS","040128000","1","0.053","ppm","49","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/12/2022","AQS","040128000","1","0.045","ppm","42","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/13/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/14/2022","AQS","040128000","1","0.05","ppm","46","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/15/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/19/2022","AQS","040128000","1","0.051","ppm","47","ALAMO LAKE","14","82.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/20/2022","AQS","040128000","1","0.053","ppm","49","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/21/2022","AQS","040128000","1","0.055","ppm","51","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/22/2022","AQS","040128000","1","0.059","ppm","64","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/23/2022","AQS","040128000","1","0.054","ppm","50","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/24/2022","AQS","040128000","1","0.053","ppm","49","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/25/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/26/2022","AQS","040128000","1","0.042","ppm","39","ALAMO LAKE","13","76.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/27/2022","AQS","040128000","1","0.046","ppm","43","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/28/2022","AQS","040128000","1","0.048","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/29/2022","AQS","040128000","1","0.05","ppm","46","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/30/2022","AQS","040128000","1","0.05","ppm","46","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"07/31/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/01/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/02/2022","AQS","040128000","1","0.054","ppm","50","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/03/2022","AQS","040128000","1","0.054","ppm","50","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/04/2022","AQS","040128000","1","0.047","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/05/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/06/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/07/2022","AQS","040128000","1","0.05","ppm","46","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/08/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/09/2022","AQS","040128000","1","0.049","ppm","45","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/10/2022","AQS","040128000","1","0.051","ppm","47","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/11/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/16/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/17/2022","AQS","040128000","1","0.055","ppm","51","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/18/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/19/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/20/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/21/2022","AQS","040128000","1","0.053","ppm","49","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/22/2022","AQS","040128000","1","0.063","ppm","77","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/23/2022","AQS","040128000","1","0.061","ppm","71","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/24/2022","AQS","040128000","1","0.06","ppm","67","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/25/2022","AQS","040128000","1","0.06","ppm","67","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/26/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/27/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/28/2022","AQS","040128000","1","0.043","ppm","40","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/29/2022","AQS","040128000","1","0.046","ppm","43","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/30/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"08/31/2022","AQS","040128000","1","0.058","ppm","61","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/01/2022","AQS","040128000","1","0.055","ppm","51","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/02/2022","AQS","040128000","1","0.052","ppm","48","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/03/2022","AQS","040128000","1","0.056","ppm","54","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/04/2022","AQS","040128000","1","0.055","ppm","51","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/05/2022","AQS","040128000","1","0.054","ppm","50","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/06/2022","AQS","040128000","1","0.057","ppm","58","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/07/2022","AQS","040128000","1","0.046","ppm","43","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/08/2022","AQS","040128000","1","0.047","ppm","44","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/09/2022","AQS","040128000","1","0.03","ppm","28","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
"09/10/2022","AQS","040128000","1","0.034","ppm","31","ALAMO LAKE","17","100.0000","44201","Ozone","087","","","04","Arizona","012","La Paz","34.2439","-113.5586"
