,site_id,date,lat,long,max_value,elevation,adaboost_preds,adaboost_rk_preds,gb_preds,gb_rk_preds,xgrb_preds,xgrb_rk_preds,rf_preds,rf_rk_preds,mlper_preds,mlper_rk_preds
0,40130019,2019-01-01,33.48378,-112.14256,0.034,335.72565,0.032077276133082776,0.03416931556929986,0.03464546182981632,0.03367917873476016,0.03407316282391548,0.033358748852791324,0.034308571428571515,0.034052129558489116,0.036724374311227215,0.03469117620801379
1,40130019,2019-01-02,33.48378,-112.14256,0.034,335.72565,0.032077276133082776,0.031376638149029495,0.03129222502058526,0.030962771696658165,0.03159463778138161,0.030881211287907762,0.033558571428571465,0.03305445087060661,0.03722917383520996,0.031741963746055764
2,40130019,2019-01-03,33.48378,-112.14256,0.027,335.72565,0.030243845799455167,0.02984169897669936,0.028937433758154198,0.02900582197899603,0.027812691405415535,0.028106329218899707,0.028094012041598195,0.027916828449619506,0.03606692212152007,0.02986999973324931
3,40130019,2019-01-04,33.48378,-112.14256,0.022,335.72565,0.03041184347146667,0.02771061813357187,0.0252891332560178,0.024072979358663434,0.027204575017094612,0.02557694072096947,0.02420142857142861,0.023670022791020998,0.03537748270449148,0.027851076156763556
4,40130019,2019-01-05,33.48378,-112.14256,0.021,335.72565,0.03015519592428518,0.02503769183214752,0.024236564922426988,0.022876904681480743,0.025309322401881218,0.024360747886364702,0.022398571428571382,0.021776091310726928,0.03399617871161342,0.024944315898697098
5,40130019,2019-01-06,33.48378,-112.14256,0.037,335.72565,0.03015519592428518,0.03648771621110124,0.03666590499173943,0.03695534263178692,0.037013594061136246,0.036867901196722175,0.03672857142857157,0.037511876941532435,0.03319843976045922,0.03671890545129439
6,40130019,2019-01-07,33.48378,-112.14256,0.031,335.72565,0.03015519592428518,0.03455525383450844,0.031059690385369702,0.03208311332765244,0.032464124262332916,0.03438410924441843,0.03217428571428574,0.032614467868497574,0.03379153995006612,0.03490380632424357
7,40130019,2019-01-08,33.48378,-112.14256,0.019,335.72565,0.03015519592428518,0.025767167202470173,0.02414396983706466,0.022102428771801724,0.02528507076203823,0.023937357175903347,0.021542857142857186,0.020848456547522258,0.033921508105463904,0.025312109064109113
8,40130019,2019-01-09,33.48378,-112.14256,0.023,335.72565,0.03015519592428518,0.025891936669453018,0.024382355673783787,0.02412920441197156,0.02441040612757206,0.025350135473319584,0.02484571428571419,0.024599415456914905,0.03365918076976382,0.02630502078829257
9,40130019,2019-01-10,33.48378,-112.14256,0.014,335.72565,0.03015519592428518,0.016395138228900208,0.020980781718146695,0.015834791802236695,0.022932101041078568,0.017905571960073488,0.016251428571428566,0.014300414007735617,0.03374808646266614,0.016692012412055278
10,40130019,2019-01-11,33.48378,-112.14256,0.029,335.72565,0.03015519592428518,0.02847535530760276,0.028149862456185466,0.02872952070693577,0.025943627581000328,0.027175653835789886,0.028777142857142772,0.0292398660755778,0.03376451402205782,0.0285884244120266
11,40130019,2019-01-12,33.48378,-112.14256,0.035,335.72565,0.03015519592428518,0.03650816531074035,0.03403671347361854,0.03586699119509541,0.030118148773908615,0.03644430706635756,0.03547714285714297,0.036375188105185384,0.033895946684135425,0.03681967550086933
12,40130019,2019-01-13,33.48378,-112.14256,0.037,335.72565,0.03015519592428518,0.035721817343248946,0.03462478786961978,0.03544025127838963,0.03324081376194954,0.035781415280652845,0.03594000000000021,0.03652533916412819,0.03382291578237295,0.03627149912547467
13,40130019,2019-01-14,33.48378,-112.14256,0.027,335.72565,0.03015519592428518,0.027612625648806666,0.02745615506804221,0.02631073875169382,0.029569506645202637,0.027590150090494803,0.027746645859495444,0.026990903879520398,0.033914720926887854,0.02827570380990402
14,40130019,2019-01-15,33.48378,-112.14256,0.013,335.72565,0.03090835586859221,0.017665099573691542,0.0171957453102325,0.013612435524971388,0.023209502920508385,0.01797445821804992,0.015079999999999935,0.01345357257628134,0.033464396466043156,0.017495567811796724
15,40130019,2019-01-16,33.48378,-112.14256,0.022,335.72565,0.03148491003380472,0.02794281137249176,0.025467106613076027,0.0254402384154776,0.026651738211512566,0.026008524236497424,0.024211428571428592,0.023977222978690444,0.033455516498719695,0.027118576809987627
16,40130019,2019-01-17,33.48378,-112.14256,0.021,335.72565,0.031246617922260796,0.0258079733245672,0.024357252072545067,0.022870066378335923,0.027636142447590828,0.02489105794466935,0.02319428571428565,0.022338482935932158,0.033556648821504664,0.025681138400389082
17,40130019,2019-01-18,33.48378,-112.14256,0.031,335.72565,0.03168225673100908,0.030523133551292454,0.027900349852808787,0.029895632703136908,0.027356060221791267,0.030140044099320876,0.030520000000000016,0.03101543841189583,0.03359269205405335,0.030383897382152966
18,40130019,2019-01-19,33.48378,-112.14256,0.039,335.72565,0.03161937750120838,0.03845735554928687,0.0371449935393348,0.03961550424857292,0.03295321390032768,0.03785670008083108,0.037991428571428454,0.039196436506089644,0.033801404781693356,0.038256018723318706
19,40130019,2019-01-20,33.48378,-112.14256,0.03,335.72565,0.03090835586859221,0.03209492874811474,0.03115354487867413,0.030971874647306108,0.03210269659757614,0.03272959708236497,0.030545133771367503,0.0304832584158857,0.033864206764473326,0.031721356272531136
20,40130019,2019-01-21,33.48378,-112.14256,0.041,335.72565,0.03551019335645166,0.040621615997638416,0.038429499424564785,0.04031329778585744,0.0358731746673584,0.03972544225767164,0.039931527598851914,0.040847228418047554,0.03670612669139495,0.03985796432437416
