GEOID;tract;county;total_pop;total_hhunits
04013061045;Census Tract 610.45; Maricopa County;7977;2813
04013061046;Census Tract 610.46; Maricopa County;6106;2267
04013061047;Census Tract 610.47; Maricopa County;4103;1236
04013061048;Census Tract 610.48; Maricopa County;4289;1719
04013061049;Census Tract 610.49; Maricopa County;5800;1764
04013061050;Census Tract 610.50; Maricopa County;6018;1992
04013061051;Census Tract 610.51; Maricopa County;4422;1299
04013061052;Census Tract 610.52; Maricopa County;8640;2875
04013061053;Census Tract 610.53; Maricopa County;6653;2337
04013061054;Census Tract 610.54; Maricopa County;6757;3426
04013061055;Census Tract 610.55; Maricopa County;6460;1882
04013061056;Census Tract 610.56; Maricopa County;3482;1011
04013061057;Census Tract 610.57; Maricopa County;3023;989
04013061058;Census Tract 610.58; Maricopa County;2915;1156
04013061059;Census Tract 610.59; Maricopa County;5398;1625
04013061060;Census Tract 610.60; Maricopa County;3119;993
04013061061;Census Tract 610.61; Maricopa County;4926;1458
04013061062;Census Tract 610.62; Maricopa County;7677;2395
04013061063;Census Tract 610.63; Maricopa County;1294;582
04013061064;Census Tract 610.64; Maricopa County;2655;1049
04013061100;Census Tract 611; Maricopa County;2631;616
04013061200;Census Tract 612; Maricopa County;5989;2278
04013061300;Census Tract 613; Maricopa County;2081;747
04013061401;Census Tract 614.01; Maricopa County;2148;726
04013061402;Census Tract 614.02; Maricopa County;6346;2039
04013071503;Census Tract 715.03; Maricopa County;4050;3524
04013071504;Census Tract 715.04; Maricopa County;3497;2512
04013071505;Census Tract 715.05; Maricopa County;6361;4259
04013071506;Census Tract 715.06; Maricopa County;3956;2735
04013071509;Census Tract 715.09; Maricopa County;4959;2138
04013071510;Census Tract 715.10; Maricopa County;4388;1525
04013071511;Census Tract 715.11; Maricopa County;3269;1521
04013071512;Census Tract 715.12; Maricopa County;6698;2416
04013071513;Census Tract 715.13; Maricopa County;1606;655
04013071514;Census Tract 715.14; Maricopa County;4424;1936
04013071515;Census Tract 715.15; Maricopa County;3818;2128
04013071516;Census Tract 715.16; Maricopa County;4033;2663
04013071517;Census Tract 715.17; Maricopa County;3718;1355
04013071600;Census Tract 716; Maricopa County;3800;1932
04013071701;Census Tract 717.01; Maricopa County;3284;944
04013071702;Census Tract 717.02; Maricopa County;3399;2422
04013071801;Census Tract 718.01; Maricopa County;5376;3855
04013071802;Census Tract 718.02; Maricopa County;3195;2609
04013071903;Census Tract 719.03; Maricopa County;6000;2619
04013071906;Census Tract 719.06; Maricopa County;5977;2241
04013071909;Census Tract 719.09; Maricopa County;3856;1832
04013071910;Census Tract 719.10; Maricopa County;6731;2621
04013071911;Census Tract 719.11; Maricopa County;3368;1188
04013071912;Census Tract 719.12; Maricopa County;3126;1296
04013071913;Census Tract 719.13; Maricopa County;6424;2059
04013071914;Census Tract 719.14; Maricopa County;2977;965
04013071915;Census Tract 719.15; Maricopa County;3557;1565
04013082002;Census Tract 820.02; Maricopa County;6995;2541
04013082007;Census Tract 820.07; Maricopa County;4042;1258
04013082008;Census Tract 820.08; Maricopa County;5568;1597
04013082009;Census Tract 820.09; Maricopa County;5360;1385
04013082010;Census Tract 820.10; Maricopa County;5462;1379
04013082012;Census Tract 820.12; Maricopa County;7077;1933
04013082016;Census Tract 820.16; Maricopa County;2902;914
04013082017;Census Tract 820.17; Maricopa County;4813;1583
04013082018;Census Tract 820.18; Maricopa County;5429;1635
04013082019;Census Tract 820.19; Maricopa County;2571;840
04013082020;Census Tract 820.20; Maricopa County;4594;1549
04013082021;Census Tract 820.21; Maricopa County;2714;812
04013082022;Census Tract 820.22; Maricopa County;5336;1982
04013082023;Census Tract 820.23; Maricopa County;5593;1901
04013082024;Census Tract 820.24; Maricopa County;4109;1689
04013082025;Census Tract 820.25; Maricopa County;3138;1067
04013082026;Census Tract 820.26; Maricopa County;6921;2235
04013082027;Census Tract 820.27; Maricopa County;4834;1490
04013082028;Census Tract 820.28; Maricopa County;4445;1449
04013082204;Census Tract 822.04; Maricopa County;6503;1634
04013082205;Census Tract 822.05; Maricopa County;7020;1748
04013082206;Census Tract 822.06; Maricopa County;4242;1071
04013082207;Census Tract 822.07; Maricopa County;3511;949
04013082208;Census Tract 822.08; Maricopa County;3269;928
04013082209;Census Tract 822.09; Maricopa County;3269;990
04013082210;Census Tract 822.10; Maricopa County;5370;1544
04013082211;Census Tract 822.11; Maricopa County;7590;2182
04013082212;Census Tract 822.12; Maricopa County;5845;1606
04013082213;Census Tract 822.13; Maricopa County;6570;1706
04013083000;Census Tract 830; Maricopa County;7180;2629
04013092305;Census Tract 923.05; Maricopa County;5198;1542
04013092306;Census Tract 923.06; Maricopa County;5759;2134
04013092307;Census Tract 923.07; Maricopa County;5947;2370
04013092308;Census Tract 923.08; Maricopa County;7169;2785
04013092309;Census Tract 923.09; Maricopa County;6313;1973
04013092311;Census Tract 923.11; Maricopa County;2819;1414
04013092312;Census Tract 923.12; Maricopa County;6360;2609
04013092401;Census Tract 924.01; Maricopa County;4505;1795
04013092402;Census Tract 924.02; Maricopa County;3695;1857
04013092500;Census Tract 925; Maricopa County;4410;2070
04013092600;Census Tract 926; Maricopa County;3118;1250
04013092705;Census Tract 927.05; Maricopa County;4890;1613
04013092708;Census Tract 927.08; Maricopa County;2112;794
04013092709;Census Tract 927.09; Maricopa County;4627;1656
04013092710;Census Tract 927.10; Maricopa County;5640;1804
04013092711;Census Tract 927.11; Maricopa County;3880;1175
04013092712;Census Tract 927.12; Maricopa County;5239;1649
04013092713;Census Tract 927.13; Maricopa County;5131;1578
04013092715;Census Tract 927.15; Maricopa County;4509;1367
04013092716;Census Tract 927.16; Maricopa County;4101;1125
04013092717;Census Tract 927.17; Maricopa County;6064;1695
04013092718;Census Tract 927.18; Maricopa County;4308;1298
04013092719;Census Tract 927.19; Maricopa County;4861;1732
04013092720;Census Tract 927.20; Maricopa County;6284;2406
04013092721;Census Tract 927.21; Maricopa County;3734;1125
04013092723;Census Tract 927.23; Maricopa County;4055;1725
04013092724;Census Tract 927.24; Maricopa County;4497;1686
04013092801;Census Tract 928.01; Maricopa County;5511;1739
04013092802;Census Tract 928.02; Maricopa County;6718;1892
04013092900;Census Tract 929; Maricopa County;3174;1159
04013093001;Census Tract 930.01; Maricopa County;5889;2135
04013093002;Census Tract 930.02; Maricopa County;4268;1321
04013093101;Census Tract 931.01; Maricopa County;5664;1750
04013093104;Census Tract 931.04; Maricopa County;4971;1761
04013093105;Census Tract 931.05; Maricopa County;5278;2042
04013093106;Census Tract 931.06; Maricopa County;4607;1093
04013093200;Census Tract 932; Maricopa County;4113;1619
04013103205;Census Tract 1032.05; Maricopa County;2498;940
04013103206;Census Tract 1032.06; Maricopa County;2401;894
04013103207;Census Tract 1032.07; Maricopa County;2220;910
04013103208;Census Tract 1032.08; Maricopa County;3387;2578
04013103209;Census Tract 1032.09; Maricopa County;4912;2467
04013103210;Census Tract 1032.10; Maricopa County;7667;3701
04013103211;Census Tract 1032.11; Maricopa County;4774;1816
04013103212;Census Tract 1032.12; Maricopa County;4264;1637
04013103214;Census Tract 1032.14; Maricopa County;3948;1530
04013103215;Census Tract 1032.15; Maricopa County;2993;1106
04013103216;Census Tract 1032.16; Maricopa County;5093;2425
04013103217;Census Tract 1032.17; Maricopa County;5669;2758
04013103219;Census Tract 1032.19; Maricopa County;3250;1953
04013103220;Census Tract 1032.20; Maricopa County;2411;1671
04013103302;Census Tract 1033.02; Maricopa County;6424;2344
04013103303;Census Tract 1033.03; Maricopa County;3708;1708
04013103304;Census Tract 1033.04; Maricopa County;4164;1839
04013103305;Census Tract 1033.05; Maricopa County;3617;1258
04013103306;Census Tract 1033.06; Maricopa County;4597;1562
04013103400;Census Tract 1034; Maricopa County;4188;1897
04013103501;Census Tract 1035.01; Maricopa County;2937;1306
04013103502;Census Tract 1035.02; Maricopa County;6027;2554
04013103604;Census Tract 1036.04; Maricopa County;4505;1976
04013103605;Census Tract 1036.05; Maricopa County;5808;2418
04013103606;Census Tract 1036.06; Maricopa County;4877;1954
04013103607;Census Tract 1036.07; Maricopa County;4183;1715
04013103608;Census Tract 1036.08; Maricopa County;4088;1677
04013103609;Census Tract 1036.09; Maricopa County;5610;2737
04013103611;Census Tract 1036.11; Maricopa County;4964;2422
04013103612;Census Tract 1036.12; Maricopa County;5323;2712
04013103614;Census Tract 1036.14; Maricopa County;2751;1265
04013103615;Census Tract 1036.15; Maricopa County;5453;1957
04013103701;Census Tract 1037.01; Maricopa County;4453;2401
04013103702;Census Tract 1037.02; Maricopa County;3484;1799
04013103900;Census Tract 1039; Maricopa County;6193;2489
04013104000;Census Tract 1040; Maricopa County;7504;3170
04013104100;Census Tract 1041; Maricopa County;7453;2621
04013104202;Census Tract 1042.02; Maricopa County;4618;1733
04013104203;Census Tract 1042.03; Maricopa County;7617;2413
04013104204;Census Tract 1042.04; Maricopa County;3259;1063
04013104205;Census Tract 1042.05; Maricopa County;6296;2914
04013104206;Census Tract 1042.06; Maricopa County;3650;1316
04013104207;Census Tract 1042.07; Maricopa County;4527;1954
04013104212;Census Tract 1042.12; Maricopa County;6325;2381
04013104214;Census Tract 1042.14; Maricopa County;2285;954
04013104215;Census Tract 1042.15; Maricopa County;3878;1661
04013104216;Census Tract 1042.16; Maricopa County;4634;1962
04013104217;Census Tract 1042.17; Maricopa County;4985;2065
04013104218;Census Tract 1042.18; Maricopa County;3800;1567
04013104219;Census Tract 1042.19; Maricopa County;3968;1175
04013104221;Census Tract 1042.21; Maricopa County;5103;1973
04013104222;Census Tract 1042.22; Maricopa County;7304;2308
04013104223;Census Tract 1042.23; Maricopa County;2090;643
04013104224;Census Tract 1042.24; Maricopa County;6041;2483
04013104225;Census Tract 1042.25; Maricopa County;3550;1310
04013104226;Census Tract 1042.26; Maricopa County;3964;1763
04013104227;Census Tract 1042.27; Maricopa County;1971;813
04013104301;Census Tract 1043.01; Maricopa County;3748;1319
04013104302;Census Tract 1043.02; Maricopa County;3853;2250
04013104401;Census Tract 1044.01; Maricopa County;4813;2352
04013104402;Census Tract 1044.02; Maricopa County;2297;1307
04013104501;Census Tract 1045.01; Maricopa County;3809;1587
04013104502;Census Tract 1045.02; Maricopa County;5542;1972
04013104600;Census Tract 1046; Maricopa County;3772;1876
04013104701;Census Tract 1047.01; Maricopa County;2931;1736
04013104702;Census Tract 1047.02; Maricopa County;3704;1970
04013104801;Census Tract 1048.01; Maricopa County;4005;1664
04013104802;Census Tract 1048.02; Maricopa County;5543;2564
04013104900;Census Tract 1049; Maricopa County;4237;1694
04013105002;Census Tract 1050.02; Maricopa County;2635;1407
04013105003;Census Tract 1050.03; Maricopa County;3925;1670
04013105004;Census Tract 1050.04; Maricopa County;3300;1496
04013105101;Census Tract 1051.01; Maricopa County;4229;1689
04013105102;Census Tract 1051.02; Maricopa County;4291;2681
04013105103;Census Tract 1051.03; Maricopa County;3144;1539
04013105200;Census Tract 1052; Maricopa County;6344;3069
04013105300;Census Tract 1053; Maricopa County;4950;2401
04013105400;Census Tract 1054; Maricopa County;4004;1584
04013105501;Census Tract 1055.01; Maricopa County;2338;1025
04013105502;Census Tract 1055.02; Maricopa County;1896;1011
04013105503;Census Tract 1055.03; Maricopa County;4167;2297
04013105601;Census Tract 1056.01; Maricopa County;4300;1190
04013105602;Census Tract 1056.02; Maricopa County;5929;2387
04013105701;Census Tract 1057.01; Maricopa County;3604;1229
04013105702;Census Tract 1057.02; Maricopa County;4295;1442
04013105800;Census Tract 1058; Maricopa County;6509;2284
04013105900;Census Tract 1059; Maricopa County;5085;2145
04013106001;Census Tract 1060.01; Maricopa County;1885;595
04013106002;Census Tract 1060.02; Maricopa County;2339;1392
04013106003;Census Tract 1060.03; Maricopa County;3884;1347
04013106100;Census Tract 1061; Maricopa County;5504;2786
04013106200;Census Tract 1062; Maricopa County;3324;1283
04013106300;Census Tract 1063; Maricopa County;5188;2989
04013106400;Census Tract 1064; Maricopa County;3109;1378
04013106501;Census Tract 1065.01; Maricopa County;3047;1618
04013106502;Census Tract 1065.02; Maricopa County;3495;2048
04013106600;Census Tract 1066; Maricopa County;3807;1843
04013106701;Census Tract 1067.01; Maricopa County;4420;2326
04013106702;Census Tract 1067.02; Maricopa County;1196;645
04013106703;Census Tract 1067.03; Maricopa County;2424;1076
04013106801;Census Tract 1068.01; Maricopa County;4702;2070
04013106802;Census Tract 1068.02; Maricopa County;3250;1536
04013106900;Census Tract 1069; Maricopa County;8367;2296
04013107001;Census Tract 1070.01; Maricopa County;4962;1597
04013107002;Census Tract 1070.02; Maricopa County;3999;1176
04013107101;Census Tract 1071.01; Maricopa County;5164;1349
04013107102;Census Tract 1071.02; Maricopa County;5766;1807
04013107201;Census Tract 1072.01; Maricopa County;2206;356
04013107202;Census Tract 1072.02; Maricopa County;4882;1448
04013107300;Census Tract 1073; Maricopa County;6258;2353
04013107401;Census Tract 1074.01; Maricopa County;2528;1128
04013107402;Census Tract 1074.02; Maricopa County;1365;448
04013107403;Census Tract 1074.03; Maricopa County;2469;1076
04013107404;Census Tract 1074.04; Maricopa County;1257;488
04013107500;Census Tract 1075; Maricopa County;3510;1826
04013107601;Census Tract 1076.01; Maricopa County;3028;2070
04013107602;Census Tract 1076.02; Maricopa County;2838;1433
04013107700;Census Tract 1077; Maricopa County;4242;2456
04013107800;Census Tract 1078; Maricopa County;2355;1835
04013107900;Census Tract 1079; Maricopa County;3771;1948
04013108000;Census Tract 1080; Maricopa County;2807;1199
04013108100;Census Tract 1081; Maricopa County;2253;1290
04013108200;Census Tract 1082; Maricopa County;3131;1717
04013108301;Census Tract 1083.01; Maricopa County;3712;1877
04013108302;Census Tract 1083.02; Maricopa County;2746;1808
04013108400;Census Tract 1084; Maricopa County;5518;3947
04013108501;Census Tract 1085.01; Maricopa County;2616;1294
04013108502;Census Tract 1085.02; Maricopa County;3206;2472
04013108601;Census Tract 1086.01; Maricopa County;2582;1562
04013108602;Census Tract 1086.02; Maricopa County;6950;3649
04013108802;Census Tract 1088.02; Maricopa County;2075;1359
04013108901;Census Tract 1089.01; Maricopa County;2210;1267
04013108902;Census Tract 1089.02; Maricopa County;4872;2426
04013109001;Census Tract 1090.01; Maricopa County;5154;1869
04013109002;Census Tract 1090.02; Maricopa County;4118;1767
04013109003;Census Tract 1090.03; Maricopa County;6307;2160
04013109101;Census Tract 1091.01; Maricopa County;3910;978
04013109102;Census Tract 1091.02; Maricopa County;6073;1893
04013109200;Census Tract 1092; Maricopa County;4474;1659
04013109300;Census Tract 1093; Maricopa County;5036;1213
04013109401;Census Tract 1094.01; Maricopa County;3583;1318
04013109402;Census Tract 1094.02; Maricopa County;4659;1305
04013109500;Census Tract 1095; Maricopa County;5995;1504
04013109601;Census Tract 1096.01; Maricopa County;4551;1378
04013109602;Census Tract 1096.02; Maricopa County;7475;2094
04013109603;Census Tract 1096.03; Maricopa County;4200;1146
04013109604;Census Tract 1096.04; Maricopa County;4479;1205
04013109702;Census Tract 1097.02; Maricopa County;5843;1390
04013109703;Census Tract 1097.03; Maricopa County;3071;1059
04013109704;Census Tract 1097.04; Maricopa County;2723;741
04013109705;Census Tract 1097.05; Maricopa County;1917;516
04013109706;Census Tract 1097.06; Maricopa County;3281;927
04013109707;Census Tract 1097.07; Maricopa County;5203;1803
04013109801;Census Tract 1098.01; Maricopa County;4781;1350
04013109802;Census Tract 1098.02; Maricopa County;4693;1232
04013109900;Census Tract 1099; Maricopa County;8708;2029
04013110001;Census Tract 1100.01; Maricopa County;5367;1130
04013110002;Census Tract 1100.02; Maricopa County;4626;1443
04013110100;Census Tract 1101; Maricopa County;7035;1954
04013110400;Census Tract 1104; Maricopa County;5103;2449
04013110501;Census Tract 1105.01; Maricopa County;3307;2251
04013110502;Census Tract 1105.02; Maricopa County;3108;2166
04013110600;Census Tract 1106; Maricopa County;4363;2439
04013110701;Census Tract 1107.01; Maricopa County;2066;1144
04013110702;Census Tract 1107.02; Maricopa County;4468;1771
04013110801;Census Tract 1108.01; Maricopa County;5052;2699
04013110802;Census Tract 1108.02; Maricopa County;2231;1192
04013110901;Census Tract 1109.01; Maricopa County;3573;1856
04013110902;Census Tract 1109.02; Maricopa County;4535;2053
04013111000;Census Tract 1110; Maricopa County;4725;2143
04013111100;Census Tract 1111; Maricopa County;4655;1949
04013111201;Census Tract 1112.01; Maricopa County;5886;2861
04013111202;Census Tract 1112.02; Maricopa County;1932;983
04013111203;Census Tract 1112.03; Maricopa County;1882;1149
04013111204;Census Tract 1112.04; Maricopa County;3467;1768
04013111300;Census Tract 1113; Maricopa County;5764;2564
04013111401;Census Tract 1114.01; Maricopa County;4703;1436
04013111402;Census Tract 1114.02; Maricopa County;3471;1481
04013111501;Census Tract 1115.01; Maricopa County;2162;751
04013111502;Census Tract 1115.02; Maricopa County;6583;2386
04013111601;Census Tract 1116.01; Maricopa County;3454;1169
04013111602;Census Tract 1116.02; Maricopa County;4625;2009
04013111700;Census Tract 1117; Maricopa County;5548;2708
04013111800;Census Tract 1118; Maricopa County;4716;3210
04013111900;Census Tract 1119; Maricopa County;2573;1143
04013112100;Census Tract 1121; Maricopa County;3787;1136
04013112201;Census Tract 1122.01; Maricopa County;5314;1337
04013112202;Census Tract 1122.02; Maricopa County;4000;1603
04013112301;Census Tract 1123.01; Maricopa County;6067;2142
04013112302;Census Tract 1123.02; Maricopa County;6944;2232
04013112401;Census Tract 1124.01; Maricopa County;6281;1842
04013112402;Census Tract 1124.02; Maricopa County;6373;1370
04013112502;Census Tract 1125.02; Maricopa County;6139;1405
04013112504;Census Tract 1125.04; Maricopa County;4038;1275
04013112507;Census Tract 1125.07; Maricopa County;3172;1115
04013112508;Census Tract 1125.08; Maricopa County;2034;724
04013112510;Census Tract 1125.10; Maricopa County;4328;1198
04013112512;Census Tract 1125.12; Maricopa County;504;184
04013112514;Census Tract 1125.14; Maricopa County;4605;1525
04013112515;Census Tract 1125.15; Maricopa County;4214;1299
04013112516;Census Tract 1125.16; Maricopa County;4341;1312
04013112517;Census Tract 1125.17; Maricopa County;5395;1505
04013112518;Census Tract 1125.18; Maricopa County;4635;1087
04013112519;Census Tract 1125.19; Maricopa County;5232;1145
04013112520;Census Tract 1125.20; Maricopa County;3933;1222
04013112521;Census Tract 1125.21; Maricopa County;2676;1379
04013112522;Census Tract 1125.22; Maricopa County;7172;1689
04013112523;Census Tract 1125.23; Maricopa County;4480;1598
04013112524;Census Tract 1125.24; Maricopa County;6287;2200
04013112601;Census Tract 1126.01; Maricopa County;4004;1231
04013112602;Census Tract 1126.02; Maricopa County;8684;2238
04013112700;Census Tract 1127; Maricopa County;6992;2171
04013112900;Census Tract 1129; Maricopa County;4775;2322
04013113000;Census Tract 1130; Maricopa County;2789;2091
04013113100;Census Tract 1131; Maricopa County;5305;2833
04013113201;Census Tract 1132.01; Maricopa County;2547;858
04013113202;Census Tract 1132.02; Maricopa County;1922;910
04013113204;Census Tract 1132.04; Maricopa County;2579;1443
04013113301;Census Tract 1133.01; Maricopa County;4186;1556
04013113502;Census Tract 1135.02; Maricopa County;3111;798
04013113503;Census Tract 1135.03; Maricopa County;4327;1522
04013113601;Census Tract 1136.01; Maricopa County;4807;1693
04013113602;Census Tract 1136.02; Maricopa County;4345;1422
04013113701;Census Tract 1137.01; Maricopa County;5010;2686
04013113702;Census Tract 1137.02; Maricopa County;2535;762
04013113800;Census Tract 1138; Maricopa County;2219;1443
04013113900;Census Tract 1139; Maricopa County;1526;594
04013114000;Census Tract 1140; Maricopa County;1927;1460
04013114100;Census Tract 1141; Maricopa County;1478;877
04013114200;Census Tract 1142; Maricopa County;873;504
04013114301;Census Tract 1143.01; Maricopa County;826;303
04013114302;Census Tract 1143.02; Maricopa County;2797;1108
04013114401;Census Tract 1144.01; Maricopa County;1671;597
04013114402;Census Tract 1144.02; Maricopa County;1910;656
04013114500;Census Tract 1145; Maricopa County;3986;1450
04013114600;Census Tract 1146; Maricopa County;1492;487
04013114704;Census Tract 1147.04; Maricopa County;2033;413
04013114705;Census Tract 1147.05; Maricopa County;3454;0
04013114800;Census Tract 1148; Maricopa County;3192;1053
04013114900;Census Tract 1149; Maricopa County;2674;1260
04013115200;Census Tract 1152; Maricopa County;3216;980
04013115300;Census Tract 1153; Maricopa County;2922;1145
04013115400;Census Tract 1154; Maricopa County;1801;648
04013115500;Census Tract 1155; Maricopa County;4036;1132
04013115600;Census Tract 1156; Maricopa County;3979;1201
04013115700;Census Tract 1157; Maricopa County;7127;1950
04013115801;Census Tract 1158.01; Maricopa County;4032;1358
04013115802;Census Tract 1158.02; Maricopa County;3653;1402
04013115900;Census Tract 1159; Maricopa County;6374;2110
04013116000;Census Tract 1160; Maricopa County;6698;2400
04013116100;Census Tract 1161; Maricopa County;4403;1650
04013116202;Census Tract 1162.02; Maricopa County;5056;1350
04013116203;Census Tract 1162.03; Maricopa County;6272;2574
04013116204;Census Tract 1162.04; Maricopa County;4480;1302
04013116205;Census Tract 1162.05; Maricopa County;3952;1860
04013116300;Census Tract 1163; Maricopa County;6664;2055
04013116400;Census Tract 1164; Maricopa County;5849;1547
04013116500;Census Tract 1165; Maricopa County;5105;1515
04013116605;Census Tract 1166.05; Maricopa County;7266;2147
04013116606;Census Tract 1166.06; Maricopa County;6192;1798
04013116607;Census Tract 1166.07; Maricopa County;4141;1121
04013116610;Census Tract 1166.10; Maricopa County;6815;2197
04013116611;Census Tract 1166.11; Maricopa County;4111;1373
04013116612;Census Tract 1166.12; Maricopa County;6682;1992
04013116614;Census Tract 1166.14; Maricopa County;3726;1166
04013116615;Census Tract 1166.15; Maricopa County;4009;1266
04013116616;Census Tract 1166.16; Maricopa County;5264;1538
04013116617;Census Tract 1166.17; Maricopa County;3444;1326
04013116618;Census Tract 1166.18; Maricopa County;5593;1789
04013116619;Census Tract 1166.19; Maricopa County;4974;1346
04013116620;Census Tract 1166.20; Maricopa County;7530;2098
04013116621;Census Tract 1166.21; Maricopa County;5631;1494
04013116703;Census Tract 1167.03; Maricopa County;5327;1730
04013116707;Census Tract 1167.07; Maricopa County;3092;1406
04013116708;Census Tract 1167.08; Maricopa County;4957;2900
04013116709;Census Tract 1167.09; Maricopa County;2618;1411
04013116710;Census Tract 1167.10; Maricopa County;5650;1884
04013116711;Census Tract 1167.11; Maricopa County;2195;852
04013116712;Census Tract 1167.12; Maricopa County;6953;3373
04013116713;Census Tract 1167.13; Maricopa County;5558;2535
04013116714;Census Tract 1167.14; Maricopa County;3441;1297
04013116715;Census Tract 1167.15; Maricopa County;1734;903
04013116717;Census Tract 1167.17; Maricopa County;3219;1640
04013116718;Census Tract 1167.18; Maricopa County;2754;1252
04013116719;Census Tract 1167.19; Maricopa County;7101;2845
04013116720;Census Tract 1167.20; Maricopa County;4082;1726
04013116721;Census Tract 1167.21; Maricopa County;3706;1494
04013116725;Census Tract 1167.25; Maricopa County;5238;2245
04013116727;Census Tract 1167.27; Maricopa County;3636;1542
04013116728;Census Tract 1167.28; Maricopa County;5317;1714
04013116729;Census Tract 1167.29; Maricopa County;3757;1391
04013116730;Census Tract 1167.30; Maricopa County;1609;626
04013116731;Census Tract 1167.31; Maricopa County;3155;1290
