GEOID;tract;county;total_pop;total_hhunits
04013116732;Census Tract 1167.32; Maricopa County;3785;1345
04013116733;Census Tract 1167.33; Maricopa County;6;8
04013116734;Census Tract 1167.34; Maricopa County;1465;496
04013116735;Census Tract 1167.35; Maricopa County;3005;1152
04013116736;Census Tract 1167.36; Maricopa County;3197;1004
04013116737;Census Tract 1167.37; Maricopa County;3471;1220
04013116738;Census Tract 1167.38; Maricopa County;6232;2889
04013116800;Census Tract 1168; Maricopa County;2652;1108
04013116900;Census Tract 1169; Maricopa County;2599;664
04013117000;Census Tract 1170; Maricopa County;6894;2661
04013117100;Census Tract 1171; Maricopa County;2891;1553
04013117200;Census Tract 1172; Maricopa County;1155;425
04013117300;Census Tract 1173; Maricopa County;1582;515
04013216806;Census Tract 2168.06; Maricopa County;3112;1632
04013216807;Census Tract 2168.07; Maricopa County;5096;2685
04013216809;Census Tract 2168.09; Maricopa County;4973;2311
04013216810;Census Tract 2168.10; Maricopa County;1468;1350
04013216813;Census Tract 2168.13; Maricopa County;4211;2434
04013216816;Census Tract 2168.16; Maricopa County;6157;3017
04013216819;Census Tract 2168.19; Maricopa County;6497;2957
04013216820;Census Tract 2168.20; Maricopa County;4324;2560
04013216821;Census Tract 2168.21; Maricopa County;5555;3485
04013216822;Census Tract 2168.22; Maricopa County;4353;2377
04013216826;Census Tract 2168.26; Maricopa County;4675;2749
04013216829;Census Tract 2168.29; Maricopa County;5433;3534
04013216830;Census Tract 2168.30; Maricopa County;2878;1957
04013216831;Census Tract 2168.31; Maricopa County;2471;1237
04013216832;Census Tract 2168.32; Maricopa County;2301;1761
04013216833;Census Tract 2168.33; Maricopa County;4229;2201
04013216834;Census Tract 2168.34; Maricopa County;3186;1627
04013216835;Census Tract 2168.35; Maricopa County;2630;2107
04013216836;Census Tract 2168.36; Maricopa County;4037;1583
04013216837;Census Tract 2168.37; Maricopa County;4958;3094
04013216838;Census Tract 2168.38; Maricopa County;5499;2218
04013216839;Census Tract 2168.39; Maricopa County;3720;1758
04013216840;Census Tract 2168.40; Maricopa County;5313;2239
04013216841;Census Tract 2168.41; Maricopa County;3790;1725
04013216842;Census Tract 2168.42; Maricopa County;3558;1435
04013216843;Census Tract 2168.43; Maricopa County;3413;2120
04013216844;Census Tract 2168.44; Maricopa County;4288;3196
04013216845;Census Tract 2168.45; Maricopa County;1801;2254
04013216849;Census Tract 2168.49; Maricopa County;6129;2893
04013216850;Census Tract 2168.50; Maricopa County;5226;2632
04013216851;Census Tract 2168.51; Maricopa County;4455;2414
04013216852;Census Tract 2168.52; Maricopa County;2898;2102
04013216853;Census Tract 2168.53; Maricopa County;5125;2921
04013216854;Census Tract 2168.54; Maricopa County;3897;1626
04013216855;Census Tract 2168.55; Maricopa County;3423;1865
04013216856;Census Tract 2168.56; Maricopa County;2937;1534
04013216857;Census Tract 2168.57; Maricopa County;4326;2895
04013216858;Census Tract 2168.58; Maricopa County;0;0
04013216859;Census Tract 2168.59; Maricopa County;6686;2801
04013216860;Census Tract 2168.60; Maricopa County;2444;1459
04013216861;Census Tract 2168.61; Maricopa County;4005;1679
04013216901;Census Tract 2169.01; Maricopa County;3307;2538
04013216902;Census Tract 2169.02; Maricopa County;3990;1843
04013217001;Census Tract 2170.01; Maricopa County;4534;3261
04013217002;Census Tract 2170.02; Maricopa County;4820;2593
04013217101;Census Tract 2171.01; Maricopa County;2507;1410
04013217102;Census Tract 2171.02; Maricopa County;2867;1640
04013217201;Census Tract 2172.01; Maricopa County;2125;1668
04013217203;Census Tract 2172.03; Maricopa County;3807;2965
04013217204;Census Tract 2172.04; Maricopa County;3147;2078
04013217300;Census Tract 2173; Maricopa County;4672;3744
04013217400;Census Tract 2174; Maricopa County;3224;2076
04013217501;Census Tract 2175.01; Maricopa County;3362;1726
04013217502;Census Tract 2175.02; Maricopa County;3428;2224
04013217600;Census Tract 2176; Maricopa County;5244;3348
04013217700;Census Tract 2177; Maricopa County;4293;2405
04013217800;Census Tract 2178; Maricopa County;5916;3051
04013217900;Census Tract 2179; Maricopa County;3832;1930
04013218000;Census Tract 2180; Maricopa County;5958;2901
04013218100;Census Tract 2181; Maricopa County;2167;1040
04013218200;Census Tract 2182; Maricopa County;7797;3436
04013218300;Census Tract 2183; Maricopa County;4224;3079
04013318400;Census Tract 3184; Maricopa County;5039;2963
04013318501;Census Tract 3185.01; Maricopa County;3275;1703
04013318700;Census Tract 3187; Maricopa County;4919;1932
04013318800;Census Tract 3188; Maricopa County;7614;4093
04013318900;Census Tract 3189; Maricopa County;6551;2898
04013319001;Census Tract 3190.01; Maricopa County;4250;0
04013319002;Census Tract 3190.02; Maricopa County;5355;1102
04013319101;Census Tract 3191.01; Maricopa County;2944;1595
04013319103;Census Tract 3191.03; Maricopa County;4284;2197
04013319104;Census Tract 3191.04; Maricopa County;7393;4231
04013319201;Census Tract 3192.01; Maricopa County;7023;2740
04013319202;Census Tract 3192.02; Maricopa County;3597;2492
04013319300;Census Tract 3193; Maricopa County;2357;1199
04013319401;Census Tract 3194.01; Maricopa County;6219;2587
04013319402;Census Tract 3194.02; Maricopa County;4132;1751
04013319403;Census Tract 3194.03; Maricopa County;4731;2070
04013319404;Census Tract 3194.04; Maricopa County;3391;1710
04013319500;Census Tract 3195; Maricopa County;6012;2859
04013319600;Census Tract 3196; Maricopa County;6215;2571
04013319705;Census Tract 3197.05; Maricopa County;4163;1554
04013319706;Census Tract 3197.06; Maricopa County;4860;2123
04013319707;Census Tract 3197.07; Maricopa County;0;0
04013319708;Census Tract 3197.08; Maricopa County;3937;2151
04013319709;Census Tract 3197.09; Maricopa County;0;0
04013319710;Census Tract 3197.10; Maricopa County;1998;1092
04013319801;Census Tract 3198.01; Maricopa County;3000;1453
04013319802;Census Tract 3198.02; Maricopa County;3529;2069
04013319902;Census Tract 3199.02; Maricopa County;2812;1346
04013319903;Census Tract 3199.03; Maricopa County;5100;2489
04013319904;Census Tract 3199.04; Maricopa County;5081;2021
04013319905;Census Tract 3199.05; Maricopa County;4455;2003
04013319906;Census Tract 3199.06; Maricopa County;3054;1353
04013319907;Census Tract 3199.07; Maricopa County;2279;854
04013319908;Census Tract 3199.08; Maricopa County;2534;1083
04013319909;Census Tract 3199.09; Maricopa County;2463;1070
04013319910;Census Tract 3199.10; Maricopa County;4927;1889
04013320001;Census Tract 3200.01; Maricopa County;9073;4196
04013320002;Census Tract 3200.02; Maricopa County;5334;1730
04013320007;Census Tract 3200.07; Maricopa County;6212;3197
04013320100;Census Tract 3201; Maricopa County;3758;1835
04013420104;Census Tract 4201.04; Maricopa County;5183;3120
04013420105;Census Tract 4201.05; Maricopa County;6095;2558
04013420107;Census Tract 4201.07; Maricopa County;7262;3042
04013420108;Census Tract 4201.08; Maricopa County;1804;727
04013420109;Census Tract 4201.09; Maricopa County;5475;2414
04013420110;Census Tract 4201.10; Maricopa County;5798;2111
04013420111;Census Tract 4201.11; Maricopa County;4156;1435
04013420112;Census Tract 4201.12; Maricopa County;3266;1239
04013420113;Census Tract 4201.13; Maricopa County;3286;1989
04013420114;Census Tract 4201.14; Maricopa County;3858;1626
04013420115;Census Tract 4201.15; Maricopa County;3189;1446
04013420116;Census Tract 4201.16; Maricopa County;3162;2350
04013420202;Census Tract 4202.02; Maricopa County;5491;2865
04013420206;Census Tract 4202.06; Maricopa County;3782;3096
04013420207;Census Tract 4202.07; Maricopa County;2855;1347
04013420208;Census Tract 4202.08; Maricopa County;5933;2060
04013420209;Census Tract 4202.09; Maricopa County;4174;2250
04013420210;Census Tract 4202.10; Maricopa County;5244;2076
04013420211;Census Tract 4202.11; Maricopa County;4193;1681
04013420212;Census Tract 4202.12; Maricopa County;2915;1572
04013420213;Census Tract 4202.13; Maricopa County;1761;2691
04013420214;Census Tract 4202.14; Maricopa County;4662;2566
04013420215;Census Tract 4202.15; Maricopa County;3313;1141
04013420216;Census Tract 4202.16; Maricopa County;3768;2122
04013420301;Census Tract 4203.01; Maricopa County;2039;643
04013420302;Census Tract 4203.02; Maricopa County;4904;1655
04013420303;Census Tract 4203.03; Maricopa County;4570;1504
04013420304;Census Tract 4203.04; Maricopa County;953;338
04013420401;Census Tract 4204.01; Maricopa County;4638;1912
04013420402;Census Tract 4204.02; Maricopa County;4705;1484
04013420503;Census Tract 4205.03; Maricopa County;3543;1518
04013420504;Census Tract 4205.04; Maricopa County;3786;1389
04013420505;Census Tract 4205.05; Maricopa County;3380;1122
04013420506;Census Tract 4205.06; Maricopa County;3170;1438
04013420602;Census Tract 4206.02; Maricopa County;4842;1763
04013420603;Census Tract 4206.03; Maricopa County;3894;1385
04013420604;Census Tract 4206.04; Maricopa County;5262;1628
04013420704;Census Tract 4207.04; Maricopa County;5785;1837
04013420705;Census Tract 4207.05; Maricopa County;3869;996
04013420706;Census Tract 4207.06; Maricopa County;5022;1599
04013420707;Census Tract 4207.07; Maricopa County;2211;1985
04013420708;Census Tract 4207.08; Maricopa County;3426;2971
04013420709;Census Tract 4207.09; Maricopa County;3462;2671
04013420710;Census Tract 4207.10; Maricopa County;3369;1728
04013420800;Census Tract 4208; Maricopa County;5353;1819
04013420901;Census Tract 4209.01; Maricopa County;3330;1241
04013420902;Census Tract 4209.02; Maricopa County;3985;1382
04013421001;Census Tract 4210.01; Maricopa County;3897;1941
04013421002;Census Tract 4210.02; Maricopa County;3464;1936
04013421101;Census Tract 4211.01; Maricopa County;4691;1941
04013421102;Census Tract 4211.02; Maricopa County;6549;2380
04013421201;Census Tract 4212.01; Maricopa County;5142;2683
04013421202;Census Tract 4212.02; Maricopa County;3688;1609
04013421302;Census Tract 4213.02; Maricopa County;6063;2520
04013421303;Census Tract 4213.03; Maricopa County;5482;1974
04013421304;Census Tract 4213.04; Maricopa County;3660;1976
04013421400;Census Tract 4214; Maricopa County;2524;1613
04013421501;Census Tract 4215.01; Maricopa County;4336;1467
04013421502;Census Tract 4215.02; Maricopa County;3566;1160
04013421601;Census Tract 4216.01; Maricopa County;3204;1091
04013421602;Census Tract 4216.02; Maricopa County;4542;1579
04013421701;Census Tract 4217.01; Maricopa County;5540;2664
04013421702;Census Tract 4217.02; Maricopa County;4151;1758
04013421801;Census Tract 4218.01; Maricopa County;3324;1094
04013421802;Census Tract 4218.02; Maricopa County;4603;1397
04013421901;Census Tract 4219.01; Maricopa County;4504;1316
04013421902;Census Tract 4219.02; Maricopa County;6622;1840
04013422001;Census Tract 4220.01; Maricopa County;4727;1431
04013422002;Census Tract 4220.02; Maricopa County;3879;1442
04013422102;Census Tract 4221.02; Maricopa County;4558;1770
04013422103;Census Tract 4221.03; Maricopa County;5154;2791
04013422104;Census Tract 4221.04; Maricopa County;5205;2659
04013422105;Census Tract 4221.05; Maricopa County;3300;1413
04013422106;Census Tract 4221.06; Maricopa County;6475;2603
04013422107;Census Tract 4221.07; Maricopa County;4599;2256
04013422203;Census Tract 4222.03; Maricopa County;5726;3080
04013422209;Census Tract 4222.09; Maricopa County;7065;2960
04013422210;Census Tract 4222.10; Maricopa County;5896;2324
04013422211;Census Tract 4222.11; Maricopa County;2754;1192
04013422212;Census Tract 4222.12; Maricopa County;4149;1672
04013422213;Census Tract 4222.13; Maricopa County;2583;935
04013422215;Census Tract 4222.15; Maricopa County;2344;940
04013422216;Census Tract 4222.16; Maricopa County;6005;2360
04013422217;Census Tract 4222.17; Maricopa County;3486;1573
04013422218;Census Tract 4222.18; Maricopa County;3110;1292
04013422219;Census Tract 4222.19; Maricopa County;3220;1558
04013422220;Census Tract 4222.20; Maricopa County;2157;839
04013422221;Census Tract 4222.21; Maricopa County;4323;2198
04013422222;Census Tract 4222.22; Maricopa County;2293;861
04013422223;Census Tract 4222.23; Maricopa County;3006;1310
04013422224;Census Tract 4222.24; Maricopa County;0;0
04013422225;Census Tract 4222.25; Maricopa County;0;0
04013422226;Census Tract 4222.26; Maricopa County;0;0
04013422227;Census Tract 4222.27; Maricopa County;1571;690
04013422301;Census Tract 4223.01; Maricopa County;5459;1949
04013422302;Census Tract 4223.02; Maricopa County;5910;2234
04013422304;Census Tract 4223.04; Maricopa County;3000;1374
04013422305;Census Tract 4223.05; Maricopa County;6094;2507
04013422307;Census Tract 4223.07; Maricopa County;4309;1827
04013422308;Census Tract 4223.08; Maricopa County;5491;2028
04013422309;Census Tract 4223.09; Maricopa County;5117;2089
04013422401;Census Tract 4224.01; Maricopa County;3728;1713
04013422402;Census Tract 4224.02; Maricopa County;5645;2001
04013422403;Census Tract 4224.03; Maricopa County;4614;1898
04013422404;Census Tract 4224.04; Maricopa County;4552;1674
04013422501;Census Tract 4225.01; Maricopa County;6319;2188
04013422502;Census Tract 4225.02; Maricopa County;6243;2174
04013422503;Census Tract 4225.03; Maricopa County;6470;2566
04013422504;Census Tract 4225.04; Maricopa County;4876;2060
04013422506;Census Tract 4225.06; Maricopa County;5191;1957
04013422507;Census Tract 4225.07; Maricopa County;4424;1935
04013422508;Census Tract 4225.08; Maricopa County;3577;1362
04013422509;Census Tract 4225.09; Maricopa County;5013;1880
04013422510;Census Tract 4225.10; Maricopa County;2981;981
04013422511;Census Tract 4225.11; Maricopa County;2879;976
04013422512;Census Tract 4225.12; Maricopa County;5553;1896
04013422513;Census Tract 4225.13; Maricopa County;4762;1781
04013422514;Census Tract 4225.14; Maricopa County;4936;1744
04013422607;Census Tract 4226.07; Maricopa County;3817;2954
04013422609;Census Tract 4226.09; Maricopa County;4259;2016
04013422610;Census Tract 4226.10; Maricopa County;3040;2608
04013422615;Census Tract 4226.15; Maricopa County;6832;2867
04013422617;Census Tract 4226.17; Maricopa County;5618;2091
04013422618;Census Tract 4226.18; Maricopa County;2928;2382
04013422620;Census Tract 4226.20; Maricopa County;3242;988
04013422621;Census Tract 4226.21; Maricopa County;4153;1450
04013422622;Census Tract 4226.22; Maricopa County;4444;1507
04013422623;Census Tract 4226.23; Maricopa County;9003;2801
04013422624;Census Tract 4226.24; Maricopa County;2526;2972
04013422625;Census Tract 4226.25; Maricopa County;4733;2341
04013422626;Census Tract 4226.26; Maricopa County;2753;2242
04013422627;Census Tract 4226.27; Maricopa County;3317;1913
04013422628;Census Tract 4226.28; Maricopa County;3568;1789
04013422629;Census Tract 4226.29; Maricopa County;3785;1682
04013422630;Census Tract 4226.30; Maricopa County;5212;2415
04013422632;Census Tract 4226.32; Maricopa County;3893;2098
04013422633;Census Tract 4226.33; Maricopa County;2739;1581
04013422634;Census Tract 4226.34; Maricopa County;4927;2517
04013422636;Census Tract 4226.36; Maricopa County;2781;1624
04013422637;Census Tract 4226.37; Maricopa County;3334;1192
04013422638;Census Tract 4226.38; Maricopa County;4007;1762
04013422639;Census Tract 4226.39; Maricopa County;3417;3129
04013422640;Census Tract 4226.40; Maricopa County;4588;2706
04013422642;Census Tract 4226.42; Maricopa County;5268;2198
04013422643;Census Tract 4226.43; Maricopa County;6255;1918
04013422647;Census Tract 4226.47; Maricopa County;6571;2060
04013422648;Census Tract 4226.48; Maricopa County;6184;1836
04013422649;Census Tract 4226.49; Maricopa County;7184;2017
04013422650;Census Tract 4226.50; Maricopa County;2658;1159
04013422651;Census Tract 4226.51; Maricopa County;4216;1290
04013422652;Census Tract 4226.52; Maricopa County;2414;2350
04013422653;Census Tract 4226.53; Maricopa County;4739;2434
04013422654;Census Tract 4226.54; Maricopa County;5008;1681
04013422655;Census Tract 4226.55; Maricopa County;3292;1258
04013422656;Census Tract 4226.56; Maricopa County;5236;1444
04013422657;Census Tract 4226.57; Maricopa County;3420;1193
04013422658;Census Tract 4226.58; Maricopa County;3400;984
04013422659;Census Tract 4226.59; Maricopa County;1720;1753
04013422660;Census Tract 4226.60; Maricopa County;4784;2195
04013522801;Census Tract 5228.01; Maricopa County;0;0
04013522802;Census Tract 5228.02; Maricopa County;797;540
04013522901;Census Tract 5229.01; Maricopa County;5234;2258
04013522903;Census Tract 5229.03; Maricopa County;5388;1891
04013522904;Census Tract 5229.04; Maricopa County;5135;1652
04013523002;Census Tract 5230.02; Maricopa County;5696;2080
04013523005;Census Tract 5230.05; Maricopa County;5219;2106
04013523006;Census Tract 5230.06; Maricopa County;6099;2366
04013523007;Census Tract 5230.07; Maricopa County;3284;1446
04013523008;Census Tract 5230.08; Maricopa County;3106;1407
04013523102;Census Tract 5231.02; Maricopa County;5444;2112
04013523103;Census Tract 5231.03; Maricopa County;6318;3021
04013523104;Census Tract 5231.04; Maricopa County;7402;2944
04013610001;Census Tract 6100.01; Maricopa County;2257;865
04013610002;Census Tract 6100.02; Maricopa County;6085;1937
04013610100;Census Tract 6101; Maricopa County;852;351
04013610201;Census Tract 6102.01; Maricopa County;4370;2095
04013610202;Census Tract 6102.02; Maricopa County;3326;2070
04013610301;Census Tract 6103.01; Maricopa County;3059;1241
04013610302;Census Tract 6103.02; Maricopa County;6216;2149
04013610400;Census Tract 6104; Maricopa County;5779;1979
04013610500;Census Tract 6105; Maricopa County;7544;3155
04013610600;Census Tract 6106; Maricopa County;5802;2139
04013610700;Census Tract 6107; Maricopa County;7749;3158
04013610800;Census Tract 6108; Maricopa County;6513;2200
04013610901;Census Tract 6109.01; Maricopa County;5941;1651
04013610902;Census Tract 6109.02; Maricopa County;4053;1461
04013610903;Census Tract 6109.03; Maricopa County;3128;1048
04013611000;Census Tract 6110; Maricopa County;3186;1097
04013611100;Census Tract 6111; Maricopa County;3995;1190
04013611200;Census Tract 6112; Maricopa County;6954;2040
04013611300;Census Tract 6113; Maricopa County;7100;3279
04013611400;Census Tract 6114; Maricopa County;5887;2173
04013611500;Census Tract 6115; Maricopa County;7753;2591
04013611600;Census Tract 6116; Maricopa County;2865;1062
04013611700;Census Tract 6117; Maricopa County;6699;2271
04013611800;Census Tract 6118; Maricopa County;6897;2515
04013611900;Census Tract 6119; Maricopa County;3239;956
04013612000;Census Tract 6120; Maricopa County;3547;1455
04013612200;Census Tract 6122; Maricopa County;6493;2569
04013612301;Census Tract 6123.01; Maricopa County;3551;2023
04013612302;Census Tract 6123.02; Maricopa County;4930;1700
04013612401;Census Tract 6124.01; Maricopa County;4276;1518
04013612402;Census Tract 6124.02; Maricopa County;4425;1611
04013612500;Census Tract 6125; Maricopa County;4067;1823
04013612600;Census Tract 6126; Maricopa County;2325;1004
04013612700;Census Tract 6127; Maricopa County;2273;960
04013612800;Census Tract 6128; Maricopa County;2308;938
04013612900;Census Tract 6129; Maricopa County;2577;1054
04013613000;Census Tract 6130; Maricopa County;5698;2168
04013613100;Census Tract 6131; Maricopa County;2977;1806
04013613200;Census Tract 6132; Maricopa County;4019;1671
04013613300;Census Tract 6133; Maricopa County;7238;2492
04013613400;Census Tract 6134; Maricopa County;4187;1598
04013613500;Census Tract 6135; Maricopa County;4486;1768
04013613601;Census Tract 6136.01; Maricopa County;3617;1350
04013613602;Census Tract 6136.02; Maricopa County;4872;1522
04013613700;Census Tract 6137; Maricopa County;5772;1833
04013613800;Census Tract 6138; Maricopa County;4428;1555
04013613900;Census Tract 6139; Maricopa County;6706;2125
04013614000;Census Tract 6140; Maricopa County;4091;1477
04013614100;Census Tract 6141; Maricopa County;6650;2585
04013614200;Census Tract 6142; Maricopa County;4649;1911
04013614300;Census Tract 6143; Maricopa County;2824;1226
04013614400;Census Tract 6144; Maricopa County;4006;1701
04013614500;Census Tract 6145; Maricopa County;4051;1650
04013614601;Census Tract 6146.01; Maricopa County;3626;1491
04013614602;Census Tract 6146.02; Maricopa County;3582;1544
04013614700;Census Tract 6147; Maricopa County;3351;1671
04013614800;Census Tract 6148; Maricopa County;4130;1887
04013614900;Census Tract 6149; Maricopa County;3863;1808
04013615001;Census Tract 6150.01; Maricopa County;6639;2159
04013615002;Census Tract 6150.02; Maricopa County;4794;2028
04013615100;Census Tract 6151; Maricopa County;4502;1806
04013615201;Census Tract 6152.01; Maricopa County;5539;3632
04013615202;Census Tract 6152.02; Maricopa County;3422;2114
04013615300;Census Tract 6153; Maricopa County;2148;1483
04013615400;Census Tract 6154; Maricopa County;2849;1845
04013615500;Census Tract 6155; Maricopa County;2792;2158
04013615600;Census Tract 6156; Maricopa County;3322;2521
04013615700;Census Tract 6157; Maricopa County;2526;1131
04013615800;Census Tract 6158; Maricopa County;5195;2138
04013615900;Census Tract 6159; Maricopa County;4080;1885
04013616000;Census Tract 6160; Maricopa County;2362;701
04013616100;Census Tract 6161; Maricopa County;3725;1523
04013616200;Census Tract 6162; Maricopa County;3458;1313
04013616300;Census Tract 6163; Maricopa County;1979;785
04013616400;Census Tract 6164; Maricopa County;6246;3363
04013616500;Census Tract 6165; Maricopa County;3541;1706
04013616600;Census Tract 6166; Maricopa County;6216;2158
04013616700;Census Tract 6167; Maricopa County;5293;2127
04013616800;Census Tract 6168; Maricopa County;5671;2150
04013616900;Census Tract 6169; Maricopa County;3964;2078
04013617001;Census Tract 6170.01; Maricopa County;0;0
04013617002;Census Tract 6170.02; Maricopa County;5589;2486
04013617100;Census Tract 6171; Maricopa County;2319;928
04013617200;Census Tract 6172; Maricopa County;2574;958
04013617300;Census Tract 6173; Maricopa County;2953;1416
04013617400;Census Tract 6174; Maricopa County;7138;4395
04013617500;Census Tract 6175; Maricopa County;3660;2160
04013617600;Census Tract 6176; Maricopa County;5887;2985
04013617700;Census Tract 6177; Maricopa County;3398;1678
04013617800;Census Tract 6178; Maricopa County;2486;889
04013617900;Census Tract 6179; Maricopa County;2688;1085
04013618000;Census Tract 6180; Maricopa County;4365;1507
04013618100;Census Tract 6181; Maricopa County;4045;1594
04013618200;Census Tract 6182; Maricopa County;3979;1568
04013618300;Census Tract 6183; Maricopa County;2939;1052
04013618400;Census Tract 6184; Maricopa County;3851;1608
04013618500;Census Tract 6185; Maricopa County;4334;1909
04013618600;Census Tract 6186; Maricopa County;4919;1868
04013618700;Census Tract 6187; Maricopa County;2910;1036
04013618800;Census Tract 6188; Maricopa County;5182;2504
04013618900;Census Tract 6189; Maricopa County;6438;3175
04013619000;Census Tract 6190; Maricopa County;2838;1643
04013619100;Census Tract 6191; Maricopa County;3333;1655
04013619200;Census Tract 6192; Maricopa County;5490;2967
04013619300;Census Tract 6193; Maricopa County;5097;2258
04013619400;Census Tract 6194; Maricopa County;5188;2248
04013619500;Census Tract 6195; Maricopa County;5506;2242
04013619601;Census Tract 6196.01; Maricopa County;0;0
04013619602;Census Tract 6196.02; Maricopa County;1882;745
04013619700;Census Tract 6197; Maricopa County;3474;1450
04013619800;Census Tract 6198; Maricopa County;4690;2273
04013619900;Census Tract 6199; Maricopa County;6245;2353
04013723304;Census Tract 7233.04; Maricopa County;6032;2546
04013723305;Census Tract 7233.05; Maricopa County;2539;957
04013723306;Census Tract 7233.06; Maricopa County;6055;32
04013723307;Census Tract 7233.07; Maricopa County;2049;787
04013723309;Census Tract 7233.09; Maricopa County;3835;1615
04013723310;Census Tract 7233.10; Maricopa County;2357;1161
04013723311;Census Tract 7233.11; Maricopa County;4842;1858
04013810000;Census Tract 8100; Maricopa County;3193;1358
04013810100;Census Tract 8101; Maricopa County;6205;2224
04013810200;Census Tract 8102; Maricopa County;3533;1575
04013810300;Census Tract 8103; Maricopa County;6101;2703
04013810400;Census Tract 8104; Maricopa County;5324;2176
04013810500;Census Tract 8105; Maricopa County;4789;2197
04013810600;Census Tract 8106; Maricopa County;7278;2729
04013810700;Census Tract 8107; Maricopa County;7747;3164
04013810800;Census Tract 8108; Maricopa County;4538;1846
04013810900;Census Tract 8109; Maricopa County;6366;2222
04013811000;Census Tract 8110; Maricopa County;3077;1055
04013811100;Census Tract 8111; Maricopa County;3835;1670
04013811200;Census Tract 8112; Maricopa County;3410;1980
04013811300;Census Tract 8113; Maricopa County;3081;1077
04013811400;Census Tract 8114; Maricopa County;5140;1919
04013811500;Census Tract 8115; Maricopa County;2550;1018
04013811600;Census Tract 8116; Maricopa County;4636;1736
04013811700;Census Tract 8117; Maricopa County;4508;1872
04013811800;Census Tract 8118; Maricopa County;1771;564
04013811900;Census Tract 8119; Maricopa County;5961;2321
04013812000;Census Tract 8120; Maricopa County;5158;2048
04013812100;Census Tract 8121; Maricopa County;7144;2644
04013812200;Census Tract 8122; Maricopa County;7770;2984
04013812300;Census Tract 8123; Maricopa County;5022;1855
04013812400;Census Tract 8124; Maricopa County;6835;2745
04013812500;Census Tract 8125; Maricopa County;2251;653
04013812600;Census Tract 8126; Maricopa County;6267;2863
04013812700;Census Tract 8127; Maricopa County;6799;2845
04013812801;Census Tract 8128.01; Maricopa County;2911;1042
04013812802;Census Tract 8128.02; Maricopa County;5553;1758
04013812900;Census Tract 8129; Maricopa County;3181;1299
04013813000;Census Tract 8130; Maricopa County;5548;2210
04013813100;Census Tract 8131; Maricopa County;3873;1276
04013813200;Census Tract 8132; Maricopa County;4522;1411
04013813300;Census Tract 8133; Maricopa County;6068;2001
04013813400;Census Tract 8134; Maricopa County;3874;1445
04013813500;Census Tract 8135; Maricopa County;3624;1102
04013813600;Census Tract 8136; Maricopa County;4210;1483
04013813700;Census Tract 8137; Maricopa County;2448;1729
04013813800;Census Tract 8138; Maricopa County;2807;2265
04013813900;Census Tract 8139; Maricopa County;5965;1932
04013814000;Census Tract 8140; Maricopa County;2739;1630
04013814100;Census Tract 8141; Maricopa County;5349;1874
04013814200;Census Tract 8142; Maricopa County;2702;1156
04013814300;Census Tract 8143; Maricopa County;4193;1590
04013814400;Census Tract 8144; Maricopa County;4871;1970
04013814500;Census Tract 8145; Maricopa County;5134;1846
04013814600;Census Tract 8146; Maricopa County;5821;2379
04013814700;Census Tract 8147; Maricopa County;4421;1473
04013814801;Census Tract 8148.01; Maricopa County;3451;1391
04013814802;Census Tract 8148.02; Maricopa County;6167;2019
04013814900;Census Tract 8149; Maricopa County;3079;1053
04013815000;Census Tract 8150; Maricopa County;4155;1283
04013815100;Census Tract 8151; Maricopa County;5685;1825
04013815201;Census Tract 8152.01; Maricopa County;6093;1903
04013815202;Census Tract 8152.02; Maricopa County;2786;1023
04013815203;Census Tract 8152.03; Maricopa County;3814;1217
04013815300;Census Tract 8153; Maricopa County;3841;1113
04013815401;Census Tract 8154.01; Maricopa County;3155;959
04013815402;Census Tract 8154.02; Maricopa County;7524;2741
04013815501;Census Tract 8155.01; Maricopa County;4909;1662
04013815502;Census Tract 8155.02; Maricopa County;2477;1526
04013815601;Census Tract 8156.01; Maricopa County;1203;417
04013815602;Census Tract 8156.02; Maricopa County;5433;1764
04013815700;Census Tract 8157; Maricopa County;5254;1716
04013815800;Census Tract 8158; Maricopa County;6964;2430
04013815901;Census Tract 8159.01; Maricopa County;5482;1639
04013815902;Census Tract 8159.02; Maricopa County;5552;1608
04013816001;Census Tract 8160.01; Maricopa County;3301;890
04013816002;Census Tract 8160.02; Maricopa County;4730;1259
04013816003;Census Tract 8160.03; Maricopa County;2723;676
04013816004;Census Tract 8160.04; Maricopa County;6205;1812
04013816005;Census Tract 8160.05; Maricopa County;3990;1475
04013816100;Census Tract 8161; Maricopa County;7435;2218
04013816200;Census Tract 8162; Maricopa County;4314;1370
04013816301;Census Tract 8163.01; Maricopa County;2962;2074
04013816302;Census Tract 8163.02; Maricopa County;4082;1355
04013816401;Census Tract 8164.01; Maricopa County;3826;1257
04013816402;Census Tract 8164.02; Maricopa County;4552;1577
04013816501;Census Tract 8165.01; Maricopa County;2123;754
04013816502;Census Tract 8165.02; Maricopa County;2427;798
04013816600;Census Tract 8166; Maricopa County;5848;1608
04013816700;Census Tract 8167; Maricopa County;2486;735
04013816800;Census Tract 8168; Maricopa County;7541;2434
04013816901;Census Tract 8169.01; Maricopa County;3939;1306
04013816902;Census Tract 8169.02; Maricopa County;2495;774
04013816903;Census Tract 8169.03; Maricopa County;3476;1136
04013816904;Census Tract 8169.04; Maricopa County;2761;880
04013817000;Census Tract 8170; Maricopa County;3872;1149
04013817101;Census Tract 8171.01; Maricopa County;2850;921
