GEOID;tract;county;total_pop;total_hhunits
04021000604;Census Tract 6.04; Pinal County;4589;3012
04021000700;Census Tract 7; Pinal County;3688;1901
04021000802;Census Tract 8.02; Pinal County;6514;2620
04021000804;Census Tract 8.04; Pinal County;2120;1961
04021000805;Census Tract 8.05; Pinal County;6247;2922
04021000806;Census Tract 8.06; Pinal County;6851;2194
04021000807;Census Tract 8.07; Pinal County;4089;71
04021000808;Census Tract 8.08; Pinal County;6807;294
04021000902;Census Tract 9.02; Pinal County;2711;1208
04021000903;Census Tract 9.03; Pinal County;5212;0
04021000904;Census Tract 9.04; Pinal County;1220;500
04021001000;Census Tract 10; Pinal County;4268;1503
04021001100;Census Tract 11; Pinal County;8745;2538
04021001200;Census Tract 12; Pinal County;5548;2110
04021001303;Census Tract 13.03; Pinal County;1659;652
04021001305;Census Tract 13.05; Pinal County;7126;2461
04021001306;Census Tract 13.06; Pinal County;5987;2338
04021001307;Census Tract 13.07; Pinal County;4565;2433
04021001308;Census Tract 13.08; Pinal County;2437;827
04021001309;Census Tract 13.09; Pinal County;6187;2135
04021001310;Census Tract 13.10; Pinal County;4567;1584
04021001403;Census Tract 14.03; Pinal County;5999;2000
04021001404;Census Tract 14.04; Pinal County;3829;1243
04021001405;Census Tract 14.05; Pinal County;4728;2349
04021001406;Census Tract 14.06; Pinal County;5558;2044
04021001407;Census Tract 14.07; Pinal County;2354;1230
04021001408;Census Tract 14.08; Pinal County;2430;1587
04021001500;Census Tract 15; Pinal County;4100;1490
04021001600;Census Tract 16; Pinal County;6752;2373
04021001701;Census Tract 17.01; Pinal County;1067;572
04021001704;Census Tract 17.04; Pinal County;6426;2094
04021001705;Census Tract 17.05; Pinal County;8590;2903
04021001706;Census Tract 17.06; Pinal County;4675;1827
04021001707;Census Tract 17.07; Pinal County;6463;1873
04021001709;Census Tract 17.09; Pinal County;4605;1834
04021001712;Census Tract 17.12; Pinal County;3695;1493
04021001713;Census Tract 17.13; Pinal County;2220;779
04021001714;Census Tract 17.14; Pinal County;3652;937
04021001715;Census Tract 17.15; Pinal County;3850;1612
04021001716;Census Tract 17.16; Pinal County;4423;1615
04021001717;Census Tract 17.17; Pinal County;1776;1124
04021001900;Census Tract 19; Pinal County;2674;1063
04021002001;Census Tract 20.01; Pinal County;4798;2212
04021002004;Census Tract 20.04; Pinal County;4200;1396
04021002005;Census Tract 20.05; Pinal County;9031;174
04021002104;Census Tract 21.04; Pinal County;3573;2186
04021002105;Census Tract 21.05; Pinal County;6062;2701
04021002106;Census Tract 21.06; Pinal County;2037;725
04021002107;Census Tract 21.07; Pinal County;5126;1744
04021002200;Census Tract 22; Pinal County;5474;2828
04021002300;Census Tract 23; Pinal County;2911;1296
04021002400;Census Tract 24; Pinal County;2545;1070
04021941200;Census Tract 9412; Pinal County;6278;2078
04021941300;Census Tract 9413; Pinal County;2100;812
04021941401;Census Tract 9414.01; Pinal County;6196;2436
04021941402;Census Tract 9414.02; Pinal County;2557;962
