GEOID;tract;county;total_pop;total_hhunits
04013116732;Census Tract 1167.32; Maricopa County;4214;1462
04013116733;Census Tract 1167.33; Maricopa County;8;5
04013116734;Census Tract 1167.34; Maricopa County;1488;532
04013116735;Census Tract 1167.35; Maricopa County;2988;1129
04013116736;Census Tract 1167.36; Maricopa County;3387;1013
04013116737;Census Tract 1167.37; Maricopa County;3540;1278
04013116738;Census Tract 1167.38; Maricopa County;6603;3002
04013116800;Census Tract 1168; Maricopa County;2447;1100
04013116900;Census Tract 1169; Maricopa County;2763;642
04013117000;Census Tract 1170; Maricopa County;6417;2736
04013117100;Census Tract 1171; Maricopa County;3029;1692
04013117200;Census Tract 1172; Maricopa County;1125;365
04013117300;Census Tract 1173; Maricopa County;2283;553
04013216806;Census Tract 2168.06; Maricopa County;3104;1599
04013216807;Census Tract 2168.07; Maricopa County;5085;2751
04013216809;Census Tract 2168.09; Maricopa County;4601;2324
04013216810;Census Tract 2168.10; Maricopa County;1679;1385
04013216813;Census Tract 2168.13; Maricopa County;4442;2553
04013216816;Census Tract 2168.16; Maricopa County;6505;3361
04013216819;Census Tract 2168.19; Maricopa County;6546;2926
04013216820;Census Tract 2168.20; Maricopa County;4284;2503
04013216821;Census Tract 2168.21; Maricopa County;5673;3474
04013216822;Census Tract 2168.22; Maricopa County;4835;2458
04013216826;Census Tract 2168.26; Maricopa County;4999;2801
04013216829;Census Tract 2168.29; Maricopa County;5565;3652
04013216830;Census Tract 2168.30; Maricopa County;3036;1993
04013216831;Census Tract 2168.31; Maricopa County;2505;1240
04013216832;Census Tract 2168.32; Maricopa County;2551;1835
04013216833;Census Tract 2168.33; Maricopa County;3869;2223
04013216834;Census Tract 2168.34; Maricopa County;3320;1636
04013216835;Census Tract 2168.35; Maricopa County;2422;2144
04013216836;Census Tract 2168.36; Maricopa County;3763;1574
04013216837;Census Tract 2168.37; Maricopa County;4786;3045
04013216838;Census Tract 2168.38; Maricopa County;5639;2278
04013216839;Census Tract 2168.39; Maricopa County;3852;1790
04013216840;Census Tract 2168.40; Maricopa County;5598;2287
04013216841;Census Tract 2168.41; Maricopa County;4335;2054
04013216842;Census Tract 2168.42; Maricopa County;3698;1449
04013216843;Census Tract 2168.43; Maricopa County;3716;2151
04013216844;Census Tract 2168.44; Maricopa County;4030;3205
04013216845;Census Tract 2168.45; Maricopa County;3040;2587
04013216849;Census Tract 2168.49; Maricopa County;6298;2934
04013216850;Census Tract 2168.50; Maricopa County;5160;2653
04013216851;Census Tract 2168.51; Maricopa County;4261;2614
04013216852;Census Tract 2168.52; Maricopa County;3189;2127
04013216853;Census Tract 2168.53; Maricopa County;5389;3001
04013216854;Census Tract 2168.54; Maricopa County;4344;1647
04013216855;Census Tract 2168.55; Maricopa County;3903;1894
04013216856;Census Tract 2168.56; Maricopa County;2621;1520
04013216857;Census Tract 2168.57; Maricopa County;4644;2886
04013216858;Census Tract 2168.58; Maricopa County;0;0
04013216859;Census Tract 2168.59; Maricopa County;7179;2946
04013216860;Census Tract 2168.60; Maricopa County;2549;1491
04013216861;Census Tract 2168.61; Maricopa County;4307;1698
04013216901;Census Tract 2169.01; Maricopa County;3449;2641
04013216902;Census Tract 2169.02; Maricopa County;3387;1870
04013217001;Census Tract 2170.01; Maricopa County;4411;3389
04013217002;Census Tract 2170.02; Maricopa County;4409;2633
04013217101;Census Tract 2171.01; Maricopa County;2434;1455
04013217102;Census Tract 2171.02; Maricopa County;2917;1638
04013217201;Census Tract 2172.01; Maricopa County;2179;1742
04013217203;Census Tract 2172.03; Maricopa County;3927;3055
04013217204;Census Tract 2172.04; Maricopa County;2922;2094
04013217300;Census Tract 2173; Maricopa County;4669;3929
04013217400;Census Tract 2174; Maricopa County;3461;2112
04013217501;Census Tract 2175.01; Maricopa County;3273;1682
04013217502;Census Tract 2175.02; Maricopa County;3894;2458
04013217600;Census Tract 2176; Maricopa County;4553;3528
04013217700;Census Tract 2177; Maricopa County;4495;2421
04013217800;Census Tract 2178; Maricopa County;5861;3078
04013217900;Census Tract 2179; Maricopa County;3846;1995
04013218000;Census Tract 2180; Maricopa County;5134;2872
04013218100;Census Tract 2181; Maricopa County;2206;1121
04013218200;Census Tract 2182; Maricopa County;6914;3481
04013218300;Census Tract 2183; Maricopa County;4329;3183
04013318400;Census Tract 3184; Maricopa County;5608;3307
04013318501;Census Tract 3185.01; Maricopa County;3707;1775
04013318700;Census Tract 3187; Maricopa County;5644;2593
04013318800;Census Tract 3188; Maricopa County;7898;4420
04013318900;Census Tract 3189; Maricopa County;6428;2968
04013319001;Census Tract 3190.01; Maricopa County;3727;0
04013319002;Census Tract 3190.02; Maricopa County;5217;1138
04013319101;Census Tract 3191.01; Maricopa County;3644;1811
04013319103;Census Tract 3191.03; Maricopa County;5031;2349
04013319104;Census Tract 3191.04; Maricopa County;7229;4397
04013319201;Census Tract 3192.01; Maricopa County;7571;3027
04013319202;Census Tract 3192.02; Maricopa County;3773;2508
04013319300;Census Tract 3193; Maricopa County;2322;1169
04013319401;Census Tract 3194.01; Maricopa County;6767;2752
04013319402;Census Tract 3194.02; Maricopa County;4096;1794
04013319403;Census Tract 3194.03; Maricopa County;4713;2103
04013319404;Census Tract 3194.04; Maricopa County;3469;1747
04013319500;Census Tract 3195; Maricopa County;6553;2911
04013319600;Census Tract 3196; Maricopa County;5865;2605
04013319705;Census Tract 3197.05; Maricopa County;3988;1623
04013319706;Census Tract 3197.06; Maricopa County;5634;2175
04013319707;Census Tract 3197.07; Maricopa County;0;0
04013319708;Census Tract 3197.08; Maricopa County;4243;2165
04013319709;Census Tract 3197.09; Maricopa County;0;0
04013319710;Census Tract 3197.10; Maricopa County;2430;1186
04013319801;Census Tract 3198.01; Maricopa County;3023;1475
04013319802;Census Tract 3198.02; Maricopa County;3662;2109
04013319902;Census Tract 3199.02; Maricopa County;2770;1395
04013319903;Census Tract 3199.03; Maricopa County;5367;2608
04013319904;Census Tract 3199.04; Maricopa County;5060;2019
04013319905;Census Tract 3199.05; Maricopa County;4729;2062
04013319906;Census Tract 3199.06; Maricopa County;3232;1402
04013319907;Census Tract 3199.07; Maricopa County;2485;843
04013319908;Census Tract 3199.08; Maricopa County;2243;1101
04013319909;Census Tract 3199.09; Maricopa County;2539;1102
04013319910;Census Tract 3199.10; Maricopa County;4764;1959
04013320001;Census Tract 3200.01; Maricopa County;8742;4252
04013320002;Census Tract 3200.02; Maricopa County;5293;1687
04013320007;Census Tract 3200.07; Maricopa County;7026;3295
04013320100;Census Tract 3201; Maricopa County;3977;2146
04013420104;Census Tract 4201.04; Maricopa County;5495;3220
04013420105;Census Tract 4201.05; Maricopa County;6203;2632
04013420107;Census Tract 4201.07; Maricopa County;6893;3170
04013420108;Census Tract 4201.08; Maricopa County;1701;750
04013420109;Census Tract 4201.09; Maricopa County;5925;2546
04013420110;Census Tract 4201.10; Maricopa County;5937;2243
04013420111;Census Tract 4201.11; Maricopa County;4379;1479
04013420112;Census Tract 4201.12; Maricopa County;3205;1244
04013420113;Census Tract 4201.13; Maricopa County;3338;2074
04013420114;Census Tract 4201.14; Maricopa County;3742;1624
04013420115;Census Tract 4201.15; Maricopa County;2932;1491
04013420116;Census Tract 4201.16; Maricopa County;3313;2328
04013420202;Census Tract 4202.02; Maricopa County;5527;2850
04013420206;Census Tract 4202.06; Maricopa County;3754;3051
04013420207;Census Tract 4202.07; Maricopa County;2708;1321
04013420208;Census Tract 4202.08; Maricopa County;5855;2051
04013420209;Census Tract 4202.09; Maricopa County;4137;2244
04013420210;Census Tract 4202.10; Maricopa County;5324;2149
04013420211;Census Tract 4202.11; Maricopa County;4484;1685
04013420212;Census Tract 4202.12; Maricopa County;2791;1559
04013420213;Census Tract 4202.13; Maricopa County;1997;2543
04013420214;Census Tract 4202.14; Maricopa County;4667;2520
04013420215;Census Tract 4202.15; Maricopa County;3558;1220
04013420216;Census Tract 4202.16; Maricopa County;3773;2114
04013420301;Census Tract 4203.01; Maricopa County;1844;651
04013420302;Census Tract 4203.02; Maricopa County;4873;1662
04013420303;Census Tract 4203.03; Maricopa County;4631;1523
04013420304;Census Tract 4203.04; Maricopa County;838;354
04013420401;Census Tract 4204.01; Maricopa County;3982;1841
04013420402;Census Tract 4204.02; Maricopa County;4891;1600
04013420503;Census Tract 4205.03; Maricopa County;3464;1446
04013420504;Census Tract 4205.04; Maricopa County;3653;1384
04013420505;Census Tract 4205.05; Maricopa County;2962;1088
04013420506;Census Tract 4205.06; Maricopa County;3325;1397
04013420602;Census Tract 4206.02; Maricopa County;4763;1758
04013420603;Census Tract 4206.03; Maricopa County;4090;1399
04013420604;Census Tract 4206.04; Maricopa County;5175;1657
04013420704;Census Tract 4207.04; Maricopa County;5594;1839
04013420705;Census Tract 4207.05; Maricopa County;3470;1029
04013420706;Census Tract 4207.06; Maricopa County;5167;1651
04013420707;Census Tract 4207.07; Maricopa County;2078;1803
04013420708;Census Tract 4207.08; Maricopa County;3612;2932
04013420709;Census Tract 4207.09; Maricopa County;3203;2652
04013420710;Census Tract 4207.10; Maricopa County;3296;1754
04013420800;Census Tract 4208; Maricopa County;5244;1818
04013420901;Census Tract 4209.01; Maricopa County;3062;1235
04013420902;Census Tract 4209.02; Maricopa County;4042;1361
04013421001;Census Tract 4210.01; Maricopa County;4004;2017
04013421002;Census Tract 4210.02; Maricopa County;3227;1898
04013421101;Census Tract 4211.01; Maricopa County;5101;1913
04013421102;Census Tract 4211.02; Maricopa County;6568;2382
04013421201;Census Tract 4212.01; Maricopa County;5678;2797
04013421202;Census Tract 4212.02; Maricopa County;3589;1575
04013421302;Census Tract 4213.02; Maricopa County;6002;2545
04013421303;Census Tract 4213.03; Maricopa County;5341;1989
04013421304;Census Tract 4213.04; Maricopa County;3805;1971
04013421400;Census Tract 4214; Maricopa County;2750;1664
04013421501;Census Tract 4215.01; Maricopa County;4494;1461
04013421502;Census Tract 4215.02; Maricopa County;3570;1180
04013421601;Census Tract 4216.01; Maricopa County;2793;1080
04013421602;Census Tract 4216.02; Maricopa County;4528;1540
04013421701;Census Tract 4217.01; Maricopa County;5553;2655
04013421702;Census Tract 4217.02; Maricopa County;3633;1777
04013421801;Census Tract 4218.01; Maricopa County;2854;1062
04013421802;Census Tract 4218.02; Maricopa County;4484;1400
04013421901;Census Tract 4219.01; Maricopa County;4430;1369
04013421902;Census Tract 4219.02; Maricopa County;6427;1775
04013422001;Census Tract 4220.01; Maricopa County;4392;1322
04013422002;Census Tract 4220.02; Maricopa County;3821;1433
04013422102;Census Tract 4221.02; Maricopa County;4349;1723
04013422103;Census Tract 4221.03; Maricopa County;4973;2800
04013422104;Census Tract 4221.04; Maricopa County;5825;2661
04013422105;Census Tract 4221.05; Maricopa County;3150;1406
04013422106;Census Tract 4221.06; Maricopa County;6690;2596
04013422107;Census Tract 4221.07; Maricopa County;4247;2273
04013422203;Census Tract 4222.03; Maricopa County;5527;3067
04013422209;Census Tract 4222.09; Maricopa County;7665;2910
04013422210;Census Tract 4222.10; Maricopa County;5813;2300
04013422211;Census Tract 4222.11; Maricopa County;2776;1225
04013422212;Census Tract 4222.12; Maricopa County;4023;1640
04013422213;Census Tract 4222.13; Maricopa County;2482;929
04013422215;Census Tract 4222.15; Maricopa County;2281;939
04013422216;Census Tract 4222.16; Maricopa County;5532;2351
04013422217;Census Tract 4222.17; Maricopa County;3552;1553
04013422218;Census Tract 4222.18; Maricopa County;2904;1297
04013422219;Census Tract 4222.19; Maricopa County;3703;1550
04013422220;Census Tract 4222.20; Maricopa County;1967;842
04013422221;Census Tract 4222.21; Maricopa County;4061;2229
04013422222;Census Tract 4222.22; Maricopa County;2201;864
04013422223;Census Tract 4222.23; Maricopa County;3051;1335
04013422224;Census Tract 4222.24; Maricopa County;0;0
04013422225;Census Tract 4222.25; Maricopa County;0;0
04013422226;Census Tract 4222.26; Maricopa County;0;0
04013422227;Census Tract 4222.27; Maricopa County;1765;740
04013422301;Census Tract 4223.01; Maricopa County;5925;2053
04013422302;Census Tract 4223.02; Maricopa County;5332;2226
04013422304;Census Tract 4223.04; Maricopa County;2688;1343
04013422305;Census Tract 4223.05; Maricopa County;6471;2475
04013422307;Census Tract 4223.07; Maricopa County;4233;1819
04013422308;Census Tract 4223.08; Maricopa County;5164;2006
04013422309;Census Tract 4223.09; Maricopa County;5223;2101
04013422401;Census Tract 4224.01; Maricopa County;4026;1817
04013422402;Census Tract 4224.02; Maricopa County;5182;1981
04013422403;Census Tract 4224.03; Maricopa County;4536;1912
04013422404;Census Tract 4224.04; Maricopa County;4410;1676
04013422501;Census Tract 4225.01; Maricopa County;6086;2180
04013422502;Census Tract 4225.02; Maricopa County;6292;2171
04013422503;Census Tract 4225.03; Maricopa County;6067;2625
04013422504;Census Tract 4225.04; Maricopa County;5266;2043
04013422506;Census Tract 4225.06; Maricopa County;5371;1915
04013422507;Census Tract 4225.07; Maricopa County;4027;1899
04013422508;Census Tract 4225.08; Maricopa County;3784;1353
04013422509;Census Tract 4225.09; Maricopa County;4999;1874
04013422510;Census Tract 4225.10; Maricopa County;2864;972
04013422511;Census Tract 4225.11; Maricopa County;2852;1000
04013422512;Census Tract 4225.12; Maricopa County;5387;1866
04013422513;Census Tract 4225.13; Maricopa County;5085;1776
04013422514;Census Tract 4225.14; Maricopa County;4813;1803
04013422607;Census Tract 4226.07; Maricopa County;4005;2981
04013422609;Census Tract 4226.09; Maricopa County;4389;2047
04013422610;Census Tract 4226.10; Maricopa County;2963;2607
04013422615;Census Tract 4226.15; Maricopa County;7315;2857
04013422617;Census Tract 4226.17; Maricopa County;5655;2093
04013422618;Census Tract 4226.18; Maricopa County;3005;2398
04013422620;Census Tract 4226.20; Maricopa County;3163;971
04013422621;Census Tract 4226.21; Maricopa County;4511;1524
04013422622;Census Tract 4226.22; Maricopa County;4320;1487
04013422623;Census Tract 4226.23; Maricopa County;8477;2792
04013422624;Census Tract 4226.24; Maricopa County;2780;3073
04013422625;Census Tract 4226.25; Maricopa County;5015;2425
04013422626;Census Tract 4226.26; Maricopa County;2626;2174
04013422627;Census Tract 4226.27; Maricopa County;3484;1945
04013422628;Census Tract 4226.28; Maricopa County;3972;1876
04013422629;Census Tract 4226.29; Maricopa County;4049;1707
04013422630;Census Tract 4226.30; Maricopa County;5007;2445
04013422632;Census Tract 4226.32; Maricopa County;3979;2088
04013422633;Census Tract 4226.33; Maricopa County;2821;1580
04013422634;Census Tract 4226.34; Maricopa County;5432;2757
04013422636;Census Tract 4226.36; Maricopa County;3782;1890
04013422637;Census Tract 4226.37; Maricopa County;3456;1228
04013422638;Census Tract 4226.38; Maricopa County;3911;1763
04013422639;Census Tract 4226.39; Maricopa County;3721;3139
04013422640;Census Tract 4226.40; Maricopa County;4975;2702
04013422642;Census Tract 4226.42; Maricopa County;5528;2208
04013422643;Census Tract 4226.43; Maricopa County;5831;1937
04013422647;Census Tract 4226.47; Maricopa County;10041;3063
04013422648;Census Tract 4226.48; Maricopa County;6197;1830
04013422649;Census Tract 4226.49; Maricopa County;7317;2074
04013422650;Census Tract 4226.50; Maricopa County;2764;1261
04013422651;Census Tract 4226.51; Maricopa County;5054;1405
04013422652;Census Tract 4226.52; Maricopa County;2549;2385
04013422653;Census Tract 4226.53; Maricopa County;4627;2515
04013422654;Census Tract 4226.54; Maricopa County;5686;1729
04013422655;Census Tract 4226.55; Maricopa County;3612;1373
04013422656;Census Tract 4226.56; Maricopa County;5473;1551
04013422657;Census Tract 4226.57; Maricopa County;3564;1218
04013422658;Census Tract 4226.58; Maricopa County;4388;1190
04013422659;Census Tract 4226.59; Maricopa County;1701;1744
04013422660;Census Tract 4226.60; Maricopa County;5332;2206
04013522801;Census Tract 5228.01; Maricopa County;57;28
04013522802;Census Tract 5228.02; Maricopa County;1084;335
04013522901;Census Tract 5229.01; Maricopa County;5107;2384
04013522903;Census Tract 5229.03; Maricopa County;5365;1842
04013522904;Census Tract 5229.04; Maricopa County;4987;1641
04013523002;Census Tract 5230.02; Maricopa County;5778;2056
04013523005;Census Tract 5230.05; Maricopa County;5251;2100
04013523006;Census Tract 5230.06; Maricopa County;5812;2298
04013523007;Census Tract 5230.07; Maricopa County;2897;1466
04013523008;Census Tract 5230.08; Maricopa County;3502;1484
04013523102;Census Tract 5231.02; Maricopa County;6197;2107
04013523103;Census Tract 5231.03; Maricopa County;6230;2994
04013523104;Census Tract 5231.04; Maricopa County;6706;3032
04013610001;Census Tract 6100.01; Maricopa County;2437;927
04013610002;Census Tract 6100.02; Maricopa County;6753;2054
04013610100;Census Tract 6101; Maricopa County;713;305
04013610201;Census Tract 6102.01; Maricopa County;4432;2103
04013610202;Census Tract 6102.02; Maricopa County;3091;2066
04013610301;Census Tract 6103.01; Maricopa County;3369;1247
04013610302;Census Tract 6103.02; Maricopa County;5966;2120
04013610400;Census Tract 6104; Maricopa County;5764;2005
04013610500;Census Tract 6105; Maricopa County;7773;3322
04013610600;Census Tract 6106; Maricopa County;5980;2243
04013610700;Census Tract 6107; Maricopa County;8174;3237
04013610800;Census Tract 6108; Maricopa County;7208;2490
04013610901;Census Tract 6109.01; Maricopa County;6415;1947
04013610902;Census Tract 6109.02; Maricopa County;4093;1596
04013610903;Census Tract 6109.03; Maricopa County;3472;1194
04013611000;Census Tract 6110; Maricopa County;3586;1127
04013611100;Census Tract 6111; Maricopa County;4178;1214
04013611200;Census Tract 6112; Maricopa County;7283;2143
04013611300;Census Tract 6113; Maricopa County;7143;3101
04013611400;Census Tract 6114; Maricopa County;6818;2345
04013611500;Census Tract 6115; Maricopa County;7884;2556
04013611600;Census Tract 6116; Maricopa County;3100;1086
04013611700;Census Tract 6117; Maricopa County;6290;2358
04013611800;Census Tract 6118; Maricopa County;7057;2598
04013611900;Census Tract 6119; Maricopa County;3423;960
04013612000;Census Tract 6120; Maricopa County;4344;1728
04013612200;Census Tract 6122; Maricopa County;7629;3254
04013612301;Census Tract 6123.01; Maricopa County;4784;2484
04013612302;Census Tract 6123.02; Maricopa County;4900;1760
04013612401;Census Tract 6124.01; Maricopa County;4196;1559
04013612402;Census Tract 6124.02; Maricopa County;4979;1995
04013612500;Census Tract 6125; Maricopa County;4322;1875
04013612600;Census Tract 6126; Maricopa County;2151;1030
04013612700;Census Tract 6127; Maricopa County;2223;985
04013612800;Census Tract 6128; Maricopa County;2413;982
04013612900;Census Tract 6129; Maricopa County;2720;1096
04013613000;Census Tract 6130; Maricopa County;6096;2290
04013613100;Census Tract 6131; Maricopa County;2992;1780
04013613200;Census Tract 6132; Maricopa County;4060;1641
04013613300;Census Tract 6133; Maricopa County;7284;2553
04013613400;Census Tract 6134; Maricopa County;4008;1541
04013613500;Census Tract 6135; Maricopa County;4773;1845
04013613601;Census Tract 6136.01; Maricopa County;3598;1387
04013613602;Census Tract 6136.02; Maricopa County;6413;1930
04013613700;Census Tract 6137; Maricopa County;5898;1793
04013613800;Census Tract 6138; Maricopa County;4403;1572
04013613900;Census Tract 6139; Maricopa County;6170;2148
04013614000;Census Tract 6140; Maricopa County;4211;1549
04013614100;Census Tract 6141; Maricopa County;6846;2687
04013614200;Census Tract 6142; Maricopa County;4600;1953
04013614300;Census Tract 6143; Maricopa County;2960;1255
04013614400;Census Tract 6144; Maricopa County;3889;1736
04013614500;Census Tract 6145; Maricopa County;4426;1688
04013614601;Census Tract 6146.01; Maricopa County;3220;1569
04013614602;Census Tract 6146.02; Maricopa County;3786;1571
04013614700;Census Tract 6147; Maricopa County;3309;1726
04013614800;Census Tract 6148; Maricopa County;4374;1941
04013614900;Census Tract 6149; Maricopa County;3863;1835
04013615001;Census Tract 6150.01; Maricopa County;7246;2708
04013615002;Census Tract 6150.02; Maricopa County;4841;2025
04013615100;Census Tract 6151; Maricopa County;4691;1862
04013615201;Census Tract 6152.01; Maricopa County;6758;4204
04013615202;Census Tract 6152.02; Maricopa County;4071;2432
04013615300;Census Tract 6153; Maricopa County;2412;1536
04013615400;Census Tract 6154; Maricopa County;2989;1815
04013615500;Census Tract 6155; Maricopa County;2873;2177
04013615600;Census Tract 6156; Maricopa County;3389;2609
04013615700;Census Tract 6157; Maricopa County;3016;1301
04013615800;Census Tract 6158; Maricopa County;4879;2172
04013615900;Census Tract 6159; Maricopa County;4444;1950
04013616000;Census Tract 6160; Maricopa County;2359;699
04013616100;Census Tract 6161; Maricopa County;3936;1576
04013616200;Census Tract 6162; Maricopa County;3662;1367
04013616300;Census Tract 6163; Maricopa County;1892;809
04013616400;Census Tract 6164; Maricopa County;6618;3326
04013616500;Census Tract 6165; Maricopa County;3685;1784
04013616600;Census Tract 6166; Maricopa County;6000;2195
04013616700;Census Tract 6167; Maricopa County;4956;2168
04013616800;Census Tract 6168; Maricopa County;6227;2249
04013616900;Census Tract 6169; Maricopa County;4735;2206
04013617001;Census Tract 6170.01; Maricopa County;0;0
04013617002;Census Tract 6170.02; Maricopa County;6159;2500
04013617100;Census Tract 6171; Maricopa County;2245;961
04013617200;Census Tract 6172; Maricopa County;2639;996
04013617300;Census Tract 6173; Maricopa County;2950;1438
04013617400;Census Tract 6174; Maricopa County;7097;4500
04013617500;Census Tract 6175; Maricopa County;3785;2213
04013617600;Census Tract 6176; Maricopa County;5883;2966
04013617700;Census Tract 6177; Maricopa County;3276;1674
04013617800;Census Tract 6178; Maricopa County;2650;895
04013617900;Census Tract 6179; Maricopa County;2938;1139
04013618000;Census Tract 6180; Maricopa County;4187;1552
04013618100;Census Tract 6181; Maricopa County;4501;1592
04013618200;Census Tract 6182; Maricopa County;3992;1577
04013618300;Census Tract 6183; Maricopa County;2871;1075
04013618400;Census Tract 6184; Maricopa County;4049;1656
04013618500;Census Tract 6185; Maricopa County;4210;1978
04013618600;Census Tract 6186; Maricopa County;4879;1895
04013618700;Census Tract 6187; Maricopa County;2939;1059
04013618800;Census Tract 6188; Maricopa County;5919;2584
04013618900;Census Tract 6189; Maricopa County;7323;3291
04013619000;Census Tract 6190; Maricopa County;2783;1683
04013619100;Census Tract 6191; Maricopa County;3538;1909
04013619200;Census Tract 6192; Maricopa County;6347;3166
04013619300;Census Tract 6193; Maricopa County;4492;2284
04013619400;Census Tract 6194; Maricopa County;4653;2278
04013619500;Census Tract 6195; Maricopa County;5882;2303
04013619601;Census Tract 6196.01; Maricopa County;0;0
04013619602;Census Tract 6196.02; Maricopa County;1901;769
04013619700;Census Tract 6197; Maricopa County;3193;1394
04013619800;Census Tract 6198; Maricopa County;4809;2327
04013619900;Census Tract 6199; Maricopa County;6600;2422
04013723304;Census Tract 7233.04; Maricopa County;7133;2810
04013723305;Census Tract 7233.05; Maricopa County;2398;922
04013723306;Census Tract 7233.06; Maricopa County;6144;23
04013723307;Census Tract 7233.07; Maricopa County;2720;1069
04013723309;Census Tract 7233.09; Maricopa County;3686;1630
04013723310;Census Tract 7233.10; Maricopa County;2702;1217
04013723311;Census Tract 7233.11; Maricopa County;5511;2179
04013810000;Census Tract 8100; Maricopa County;3359;1413
04013810100;Census Tract 8101; Maricopa County;6557;2288
04013810200;Census Tract 8102; Maricopa County;3293;1541
04013810300;Census Tract 8103; Maricopa County;6236;2684
04013810400;Census Tract 8104; Maricopa County;5430;2381
04013810500;Census Tract 8105; Maricopa County;4856;2234
04013810600;Census Tract 8106; Maricopa County;7241;2843
04013810700;Census Tract 8107; Maricopa County;7480;3233
04013810800;Census Tract 8108; Maricopa County;4501;1835
04013810900;Census Tract 8109; Maricopa County;5894;2223
04013811000;Census Tract 8110; Maricopa County;2839;1044
04013811100;Census Tract 8111; Maricopa County;3915;1892
04013811200;Census Tract 8112; Maricopa County;3476;2181
04013811300;Census Tract 8113; Maricopa County;3065;1079
04013811400;Census Tract 8114; Maricopa County;5318;1907
04013811500;Census Tract 8115; Maricopa County;2613;1030
04013811600;Census Tract 8116; Maricopa County;4372;1825
04013811700;Census Tract 8117; Maricopa County;4764;1892
04013811800;Census Tract 8118; Maricopa County;1795;576
04013811900;Census Tract 8119; Maricopa County;5637;2360
04013812000;Census Tract 8120; Maricopa County;5016;2135
04013812100;Census Tract 8121; Maricopa County;7121;2718
04013812200;Census Tract 8122; Maricopa County;7783;3080
04013812300;Census Tract 8123; Maricopa County;5355;1950
04013812400;Census Tract 8124; Maricopa County;8309;3492
04013812500;Census Tract 8125; Maricopa County;2135;663
04013812600;Census Tract 8126; Maricopa County;6383;3043
04013812700;Census Tract 8127; Maricopa County;6739;2860
04013812801;Census Tract 8128.01; Maricopa County;3240;1073
04013812802;Census Tract 8128.02; Maricopa County;5993;1856
04013812900;Census Tract 8129; Maricopa County;3391;1327
04013813000;Census Tract 8130; Maricopa County;6007;2361
04013813100;Census Tract 8131; Maricopa County;4140;1326
04013813200;Census Tract 8132; Maricopa County;4702;1440
04013813300;Census Tract 8133; Maricopa County;6166;2059
04013813400;Census Tract 8134; Maricopa County;4755;1686
04013813500;Census Tract 8135; Maricopa County;4616;1448
04013813600;Census Tract 8136; Maricopa County;4565;1566
04013813700;Census Tract 8137; Maricopa County;2405;1724
04013813800;Census Tract 8138; Maricopa County;2882;2264
04013813900;Census Tract 8139; Maricopa County;6127;1950
04013814000;Census Tract 8140; Maricopa County;2666;1635
04013814100;Census Tract 8141; Maricopa County;6148;1890
04013814200;Census Tract 8142; Maricopa County;2633;1137
04013814300;Census Tract 8143; Maricopa County;4417;1639
04013814400;Census Tract 8144; Maricopa County;6025;2177
04013814500;Census Tract 8145; Maricopa County;5039;1813
04013814600;Census Tract 8146; Maricopa County;5967;2534
04013814700;Census Tract 8147; Maricopa County;4320;1481
04013814801;Census Tract 8148.01; Maricopa County;3772;1378
04013814802;Census Tract 8148.02; Maricopa County;6108;2076
04013814900;Census Tract 8149; Maricopa County;3140;1043
04013815000;Census Tract 8150; Maricopa County;4514;1432
04013815100;Census Tract 8151; Maricopa County;5711;1765
04013815201;Census Tract 8152.01; Maricopa County;5920;1862
04013815202;Census Tract 8152.02; Maricopa County;3404;1481
04013815203;Census Tract 8152.03; Maricopa County;4065;1297
04013815300;Census Tract 8153; Maricopa County;3732;1098
04013815401;Census Tract 8154.01; Maricopa County;3624;1132
04013815402;Census Tract 8154.02; Maricopa County;7309;2634
04013815501;Census Tract 8155.01; Maricopa County;4543;1633
04013815502;Census Tract 8155.02; Maricopa County;3219;1809
04013815601;Census Tract 8156.01; Maricopa County;1494;610
04013815602;Census Tract 8156.02; Maricopa County;5956;1727
04013815700;Census Tract 8157; Maricopa County;5519;1691
04013815800;Census Tract 8158; Maricopa County;6772;2424
04013815901;Census Tract 8159.01; Maricopa County;6264;2021
04013815902;Census Tract 8159.02; Maricopa County;6104;1655
04013816001;Census Tract 8160.01; Maricopa County;3873;1036
04013816002;Census Tract 8160.02; Maricopa County;4603;1205
04013816003;Census Tract 8160.03; Maricopa County;3139;763
04013816004;Census Tract 8160.04; Maricopa County;7055;2018
04013816005;Census Tract 8160.05; Maricopa County;4354;1565
04013816100;Census Tract 8161; Maricopa County;7238;2188
04013816200;Census Tract 8162; Maricopa County;4300;1362
04013816301;Census Tract 8163.01; Maricopa County;2840;1992
04013816302;Census Tract 8163.02; Maricopa County;4460;1343
04013816401;Census Tract 8164.01; Maricopa County;4222;1240
04013816402;Census Tract 8164.02; Maricopa County;4659;1583
04013816501;Census Tract 8165.01; Maricopa County;2547;768
04013816502;Census Tract 8165.02; Maricopa County;2459;857
04013816600;Census Tract 8166; Maricopa County;5521;1549
04013816700;Census Tract 8167; Maricopa County;3004;875
04013816800;Census Tract 8168; Maricopa County;7593;2429
04013816901;Census Tract 8169.01; Maricopa County;5577;1713
04013816902;Census Tract 8169.02; Maricopa County;3724;1105
04013816903;Census Tract 8169.03; Maricopa County;3637;1168
04013816904;Census Tract 8169.04; Maricopa County;4444;1386
04013817000;Census Tract 8170; Maricopa County;4038;1123
