GEOID;tract;county;total_pop;total_hhunits
04013104600;Census Tract 1046; Maricopa County;4009;1962
04013104701;Census Tract 1047.01; Maricopa County;2727;1665
04013104702;Census Tract 1047.02; Maricopa County;3662;1962
04013104801;Census Tract 1048.01; Maricopa County;3983;1717
04013104802;Census Tract 1048.02; Maricopa County;5632;2717
04013104900;Census Tract 1049; Maricopa County;4293;1774
04013105002;Census Tract 1050.02; Maricopa County;2450;1353
04013105003;Census Tract 1050.03; Maricopa County;4230;1655
04013105004;Census Tract 1050.04; Maricopa County;3472;1546
04013105101;Census Tract 1051.01; Maricopa County;4279;1742
04013105102;Census Tract 1051.02; Maricopa County;4682;2829
04013105103;Census Tract 1051.03; Maricopa County;2834;1480
04013105200;Census Tract 1052; Maricopa County;5887;3085
04013105300;Census Tract 1053; Maricopa County;4683;2469
04013105400;Census Tract 1054; Maricopa County;3734;1620
04013105501;Census Tract 1055.01; Maricopa County;2319;1014
04013105502;Census Tract 1055.02; Maricopa County;1867;1018
04013105503;Census Tract 1055.03; Maricopa County;4193;2390
04013105601;Census Tract 1056.01; Maricopa County;4095;1183
04013105602;Census Tract 1056.02; Maricopa County;6553;2488
04013105701;Census Tract 1057.01; Maricopa County;3500;1223
04013105702;Census Tract 1057.02; Maricopa County;4244;1419
04013105800;Census Tract 1058; Maricopa County;6751;2305
04013105900;Census Tract 1059; Maricopa County;5286;2227
04013106001;Census Tract 1060.01; Maricopa County;1853;633
04013106002;Census Tract 1060.02; Maricopa County;2864;1522
04013106003;Census Tract 1060.03; Maricopa County;3856;1374
04013106100;Census Tract 1061; Maricopa County;5803;2840
04013106200;Census Tract 1062; Maricopa County;3369;1326
04013106300;Census Tract 1063; Maricopa County;5501;3013
04013106400;Census Tract 1064; Maricopa County;3253;1429
04013106501;Census Tract 1065.01; Maricopa County;3319;1720
04013106502;Census Tract 1065.02; Maricopa County;3875;2083
04013106600;Census Tract 1066; Maricopa County;3676;1827
04013106701;Census Tract 1067.01; Maricopa County;4322;2403
04013106702;Census Tract 1067.02; Maricopa County;1323;644
04013106703;Census Tract 1067.03; Maricopa County;2432;1096
04013106801;Census Tract 1068.01; Maricopa County;4581;2084
04013106802;Census Tract 1068.02; Maricopa County;3486;1546
04013106900;Census Tract 1069; Maricopa County;7578;2262
04013107001;Census Tract 1070.01; Maricopa County;4754;1559
04013107002;Census Tract 1070.02; Maricopa County;3810;1171
04013107101;Census Tract 1071.01; Maricopa County;4950;1333
04013107102;Census Tract 1071.02; Maricopa County;4639;1799
04013107201;Census Tract 1072.01; Maricopa County;4879;245
04013107202;Census Tract 1072.02; Maricopa County;5132;1418
04013107300;Census Tract 1073; Maricopa County;6528;2409
04013107401;Census Tract 1074.01; Maricopa County;2501;1117
04013107402;Census Tract 1074.02; Maricopa County;1380;521
04013107403;Census Tract 1074.03; Maricopa County;2340;1063
04013107404;Census Tract 1074.04; Maricopa County;1478;503
04013107500;Census Tract 1075; Maricopa County;3520;1921
04013107601;Census Tract 1076.01; Maricopa County;3177;2087
04013107602;Census Tract 1076.02; Maricopa County;2831;1410
04013107700;Census Tract 1077; Maricopa County;3903;2547
04013107800;Census Tract 1078; Maricopa County;2390;1856
04013107900;Census Tract 1079; Maricopa County;3532;1986
04013108000;Census Tract 1080; Maricopa County;3129;1212
04013108100;Census Tract 1081; Maricopa County;2154;1288
04013108200;Census Tract 1082; Maricopa County;3363;1753
04013108301;Census Tract 1083.01; Maricopa County;3855;1975
04013108302;Census Tract 1083.02; Maricopa County;2688;1809
04013108400;Census Tract 1084; Maricopa County;5776;4146
04013108501;Census Tract 1085.01; Maricopa County;2723;1297
04013108502;Census Tract 1085.02; Maricopa County;3735;2496
04013108601;Census Tract 1086.01; Maricopa County;2454;1658
04013108602;Census Tract 1086.02; Maricopa County;6344;3851
04013108802;Census Tract 1088.02; Maricopa County;2203;1394
04013108901;Census Tract 1089.01; Maricopa County;2518;1223
04013108902;Census Tract 1089.02; Maricopa County;5212;2571
04013109001;Census Tract 1090.01; Maricopa County;5330;1888
04013109002;Census Tract 1090.02; Maricopa County;3906;1745
04013109003;Census Tract 1090.03; Maricopa County;6331;2135
04013109101;Census Tract 1091.01; Maricopa County;3626;975
04013109102;Census Tract 1091.02; Maricopa County;7010;1873
04013109200;Census Tract 1092; Maricopa County;4711;1679
04013109300;Census Tract 1093; Maricopa County;4473;1189
04013109401;Census Tract 1094.01; Maricopa County;3224;1319
04013109402;Census Tract 1094.02; Maricopa County;4721;1287
04013109500;Census Tract 1095; Maricopa County;5950;1475
04013109601;Census Tract 1096.01; Maricopa County;4480;1356
04013109602;Census Tract 1096.02; Maricopa County;8004;2037
04013109603;Census Tract 1096.03; Maricopa County;3892;1119
04013109604;Census Tract 1096.04; Maricopa County;4332;1178
04013109702;Census Tract 1097.02; Maricopa County;5571;1376
04013109703;Census Tract 1097.03; Maricopa County;3010;1042
04013109704;Census Tract 1097.04; Maricopa County;2530;732
04013109705;Census Tract 1097.05; Maricopa County;1840;500
04013109706;Census Tract 1097.06; Maricopa County;3324;892
04013109707;Census Tract 1097.07; Maricopa County;4833;1742
04013109801;Census Tract 1098.01; Maricopa County;4593;1324
04013109802;Census Tract 1098.02; Maricopa County;4342;1188
04013109900;Census Tract 1099; Maricopa County;7204;1991
04013110001;Census Tract 1100.01; Maricopa County;4619;1124
04013110002;Census Tract 1100.02; Maricopa County;5037;1431
04013110100;Census Tract 1101; Maricopa County;6855;1900
04013110400;Census Tract 1104; Maricopa County;5329;2572
04013110501;Census Tract 1105.01; Maricopa County;3780;2567
04013110502;Census Tract 1105.02; Maricopa County;3911;2560
04013110600;Census Tract 1106; Maricopa County;4964;2468
04013110701;Census Tract 1107.01; Maricopa County;2311;1121
04013110702;Census Tract 1107.02; Maricopa County;4367;1754
04013110801;Census Tract 1108.01; Maricopa County;4942;2681
04013110802;Census Tract 1108.02; Maricopa County;2465;1249
04013110901;Census Tract 1109.01; Maricopa County;3743;1971
04013110902;Census Tract 1109.02; Maricopa County;4635;2093
04013111000;Census Tract 1110; Maricopa County;4593;2148
04013111100;Census Tract 1111; Maricopa County;4717;1929
04013111201;Census Tract 1112.01; Maricopa County;6379;2861
04013111202;Census Tract 1112.02; Maricopa County;1782;975
04013111203;Census Tract 1112.03; Maricopa County;2180;1145
04013111204;Census Tract 1112.04; Maricopa County;3619;1788
04013111300;Census Tract 1113; Maricopa County;6026;2680
04013111401;Census Tract 1114.01; Maricopa County;4322;1450
04013111402;Census Tract 1114.02; Maricopa County;3545;1537
04013111501;Census Tract 1115.01; Maricopa County;2013;744
04013111502;Census Tract 1115.02; Maricopa County;5797;2364
04013111601;Census Tract 1116.01; Maricopa County;3241;1150
04013111602;Census Tract 1116.02; Maricopa County;4305;1898
04013111700;Census Tract 1117; Maricopa County;4760;2734
04013111800;Census Tract 1118; Maricopa County;4478;3386
04013111900;Census Tract 1119; Maricopa County;2495;1152
04013112100;Census Tract 1121; Maricopa County;3920;1131
04013112201;Census Tract 1122.01; Maricopa County;4427;1313
04013112202;Census Tract 1122.02; Maricopa County;4405;1580
04013112301;Census Tract 1123.01; Maricopa County;5674;2069
04013112302;Census Tract 1123.02; Maricopa County;6865;2226
04013112401;Census Tract 1124.01; Maricopa County;6162;1743
04013112402;Census Tract 1124.02; Maricopa County;5801;1331
04013112502;Census Tract 1125.02; Maricopa County;5499;1351
04013112504;Census Tract 1125.04; Maricopa County;3720;1260
04013112507;Census Tract 1125.07; Maricopa County;2954;1085
04013112508;Census Tract 1125.08; Maricopa County;2563;783
04013112510;Census Tract 1125.10; Maricopa County;4600;1187
04013112512;Census Tract 1125.12; Maricopa County;807;338
04013112514;Census Tract 1125.14; Maricopa County;4804;1584
04013112515;Census Tract 1125.15; Maricopa County;4765;1315
04013112516;Census Tract 1125.16; Maricopa County;4476;1317
04013112517;Census Tract 1125.17; Maricopa County;5106;1513
04013112518;Census Tract 1125.18; Maricopa County;5416;1470
04013112519;Census Tract 1125.19; Maricopa County;4611;1119
04013112520;Census Tract 1125.20; Maricopa County;4415;1180
04013112521;Census Tract 1125.21; Maricopa County;3253;1332
04013112522;Census Tract 1125.22; Maricopa County;6576;1615
04013112523;Census Tract 1125.23; Maricopa County;4192;1648
04013112524;Census Tract 1125.24; Maricopa County;5214;2285
04013112601;Census Tract 1126.01; Maricopa County;3286;1181
04013112602;Census Tract 1126.02; Maricopa County;8475;2141
04013112700;Census Tract 1127; Maricopa County;7563;2143
04013112900;Census Tract 1129; Maricopa County;4517;2272
04013113000;Census Tract 1130; Maricopa County;4262;2604
04013113100;Census Tract 1131; Maricopa County;6609;3802
04013113201;Census Tract 1132.01; Maricopa County;2106;872
04013113202;Census Tract 1132.02; Maricopa County;2087;907
04013113204;Census Tract 1132.04; Maricopa County;2383;1399
04013113301;Census Tract 1133.01; Maricopa County;3055;1674
04013113502;Census Tract 1135.02; Maricopa County;2775;784
04013113503;Census Tract 1135.03; Maricopa County;4501;1494
04013113601;Census Tract 1136.01; Maricopa County;4299;1693
04013113602;Census Tract 1136.02; Maricopa County;4200;1398
04013113701;Census Tract 1137.01; Maricopa County;6136;2711
04013113702;Census Tract 1137.02; Maricopa County;2389;771
04013113800;Census Tract 1138; Maricopa County;2610;1711
04013113900;Census Tract 1139; Maricopa County;1330;678
04013114000;Census Tract 1140; Maricopa County;1801;1439
04013114100;Census Tract 1141; Maricopa County;2605;1207
04013114200;Census Tract 1142; Maricopa County;938;590
04013114301;Census Tract 1143.01; Maricopa County;911;331
04013114302;Census Tract 1143.02; Maricopa County;2593;1106
04013114401;Census Tract 1144.01; Maricopa County;1640;567
04013114402;Census Tract 1144.02; Maricopa County;1904;615
04013114500;Census Tract 1145; Maricopa County;3840;1399
04013114600;Census Tract 1146; Maricopa County;1754;475
04013114704;Census Tract 1147.04; Maricopa County;2019;393
04013114705;Census Tract 1147.05; Maricopa County;3783;0
04013114800;Census Tract 1148; Maricopa County;3031;1027
04013114900;Census Tract 1149; Maricopa County;3008;1390
04013115200;Census Tract 1152; Maricopa County;3545;990
04013115300;Census Tract 1153; Maricopa County;2567;1104
04013115400;Census Tract 1154; Maricopa County;1706;636
04013115500;Census Tract 1155; Maricopa County;3712;1105
04013115600;Census Tract 1156; Maricopa County;5137;1290
04013115700;Census Tract 1157; Maricopa County;7697;1952
04013115801;Census Tract 1158.01; Maricopa County;3754;1357
04013115802;Census Tract 1158.02; Maricopa County;3583;1408
04013115900;Census Tract 1159; Maricopa County;5849;2120
04013116000;Census Tract 1160; Maricopa County;6454;2525
04013116100;Census Tract 1161; Maricopa County;4721;1784
04013116202;Census Tract 1162.02; Maricopa County;4898;1350
04013116203;Census Tract 1162.03; Maricopa County;6851;2765
04013116204;Census Tract 1162.04; Maricopa County;4239;1275
04013116205;Census Tract 1162.05; Maricopa County;3765;1836
04013116300;Census Tract 1163; Maricopa County;6013;2009
04013116400;Census Tract 1164; Maricopa County;5870;1608
04013116500;Census Tract 1165; Maricopa County;4807;1573
04013116605;Census Tract 1166.05; Maricopa County;7143;2156
04013116606;Census Tract 1166.06; Maricopa County;6228;1792
04013116607;Census Tract 1166.07; Maricopa County;4119;1168
04013116610;Census Tract 1166.10; Maricopa County;7271;2435
04013116611;Census Tract 1166.11; Maricopa County;4338;1352
04013116612;Census Tract 1166.12; Maricopa County;7103;2300
04013116614;Census Tract 1166.14; Maricopa County;3619;1177
04013116615;Census Tract 1166.15; Maricopa County;4005;1267
04013116616;Census Tract 1166.16; Maricopa County;5103;1585
04013116617;Census Tract 1166.17; Maricopa County;3685;1359
04013116618;Census Tract 1166.18; Maricopa County;5724;1797
04013116619;Census Tract 1166.19; Maricopa County;5575;1664
04013116620;Census Tract 1166.20; Maricopa County;8440;2130
04013116621;Census Tract 1166.21; Maricopa County;6217;1515
04013116703;Census Tract 1167.03; Maricopa County;5272;1795
04013116707;Census Tract 1167.07; Maricopa County;3157;1448
04013116708;Census Tract 1167.08; Maricopa County;5406;2997
04013116709;Census Tract 1167.09; Maricopa County;2987;1411
04013116710;Census Tract 1167.10; Maricopa County;5221;1919
04013116711;Census Tract 1167.11; Maricopa County;2004;864
04013116712;Census Tract 1167.12; Maricopa County;6922;3366
04013116713;Census Tract 1167.13; Maricopa County;5758;2601
04013116714;Census Tract 1167.14; Maricopa County;3580;1328
04013116715;Census Tract 1167.15; Maricopa County;1764;917
04013116717;Census Tract 1167.17; Maricopa County;3438;1688
04013116718;Census Tract 1167.18; Maricopa County;2634;1278
04013116719;Census Tract 1167.19; Maricopa County;6749;2901
04013116720;Census Tract 1167.20; Maricopa County;4122;1755
04013116721;Census Tract 1167.21; Maricopa County;3557;1522
04013116725;Census Tract 1167.25; Maricopa County;4999;2287
04013116727;Census Tract 1167.27; Maricopa County;3818;1668
04013116728;Census Tract 1167.28; Maricopa County;5392;1764
04013116729;Census Tract 1167.29; Maricopa County;3793;1417
04013116730;Census Tract 1167.30; Maricopa County;1827;693
04013116731;Census Tract 1167.31; Maricopa County;3497;1342
