GEOID;tract;county;total_pop;total_hhunits
04013116732;Census Tract 1167.32; Maricopa County;4001;1390
04013116733;Census Tract 1167.33; Maricopa County;8;4
04013116734;Census Tract 1167.34; Maricopa County;1740;524
04013116735;Census Tract 1167.35; Maricopa County;3137;1143
04013116736;Census Tract 1167.36; Maricopa County;3623;1025
04013116737;Census Tract 1167.37; Maricopa County;3431;1254
04013116738;Census Tract 1167.38; Maricopa County;6653;2919
04013116800;Census Tract 1168; Maricopa County;2659;1112
04013116900;Census Tract 1169; Maricopa County;2653;673
04013117000;Census Tract 1170; Maricopa County;7015;2690
04013117100;Census Tract 1171; Maricopa County;2920;1636
04013117200;Census Tract 1172; Maricopa County;1136;411
04013117300;Census Tract 1173; Maricopa County;2173;545
04013216806;Census Tract 2168.06; Maricopa County;3073;1603
04013216807;Census Tract 2168.07; Maricopa County;5016;2719
04013216809;Census Tract 2168.09; Maricopa County;4884;2319
04013216810;Census Tract 2168.10; Maricopa County;1537;1366
04013216813;Census Tract 2168.13; Maricopa County;4701;2553
04013216816;Census Tract 2168.16; Maricopa County;6416;3236
04013216819;Census Tract 2168.19; Maricopa County;6531;2928
04013216820;Census Tract 2168.20; Maricopa County;4147;2513
04013216821;Census Tract 2168.21; Maricopa County;5665;3446
04013216822;Census Tract 2168.22; Maricopa County;4653;2403
04013216826;Census Tract 2168.26; Maricopa County;4900;2802
04013216829;Census Tract 2168.29; Maricopa County;5527;3607
04013216830;Census Tract 2168.30; Maricopa County;2785;1963
04013216831;Census Tract 2168.31; Maricopa County;2488;1225
04013216832;Census Tract 2168.32; Maricopa County;2441;1808
04013216833;Census Tract 2168.33; Maricopa County;3949;2216
04013216834;Census Tract 2168.34; Maricopa County;3241;1629
04013216835;Census Tract 2168.35; Maricopa County;2549;2119
04013216836;Census Tract 2168.36; Maricopa County;3811;1547
04013216837;Census Tract 2168.37; Maricopa County;4902;3079
04013216838;Census Tract 2168.38; Maricopa County;5281;2237
04013216839;Census Tract 2168.39; Maricopa County;3718;1768
04013216840;Census Tract 2168.40; Maricopa County;5392;2275
04013216841;Census Tract 2168.41; Maricopa County;4107;1889
04013216842;Census Tract 2168.42; Maricopa County;3632;1463
04013216843;Census Tract 2168.43; Maricopa County;3462;2085
04013216844;Census Tract 2168.44; Maricopa County;4279;3223
04013216845;Census Tract 2168.45; Maricopa County;2301;2323
04013216849;Census Tract 2168.49; Maricopa County;6255;2913
04013216850;Census Tract 2168.50; Maricopa County;5101;2647
04013216851;Census Tract 2168.51; Maricopa County;4280;2483
04013216852;Census Tract 2168.52; Maricopa County;2931;2116
04013216853;Census Tract 2168.53; Maricopa County;5401;2984
04013216854;Census Tract 2168.54; Maricopa County;4108;1673
04013216855;Census Tract 2168.55; Maricopa County;3687;1886
04013216856;Census Tract 2168.56; Maricopa County;2911;1505
04013216857;Census Tract 2168.57; Maricopa County;4485;2809
04013216858;Census Tract 2168.58; Maricopa County;0;0
04013216859;Census Tract 2168.59; Maricopa County;6858;2848
04013216860;Census Tract 2168.60; Maricopa County;2464;1502
04013216861;Census Tract 2168.61; Maricopa County;4059;1683
04013216901;Census Tract 2169.01; Maricopa County;3427;2592
04013216902;Census Tract 2169.02; Maricopa County;3615;1842
04013217001;Census Tract 2170.01; Maricopa County;4219;3325
04013217002;Census Tract 2170.02; Maricopa County;4697;2622
04013217101;Census Tract 2171.01; Maricopa County;2350;1437
04013217102;Census Tract 2171.02; Maricopa County;2842;1628
04013217201;Census Tract 2172.01; Maricopa County;2127;1689
04013217203;Census Tract 2172.03; Maricopa County;3975;3022
04013217204;Census Tract 2172.04; Maricopa County;3025;2092
04013217300;Census Tract 2173; Maricopa County;4850;3842
04013217400;Census Tract 2174; Maricopa County;3434;2088
04013217501;Census Tract 2175.01; Maricopa County;3291;1719
04013217502;Census Tract 2175.02; Maricopa County;3758;2382
04013217600;Census Tract 2176; Maricopa County;5380;3474
04013217700;Census Tract 2177; Maricopa County;4264;2421
04013217800;Census Tract 2178; Maricopa County;5911;3084
04013217900;Census Tract 2179; Maricopa County;3927;1948
04013218000;Census Tract 2180; Maricopa County;5450;2839
04013218100;Census Tract 2181; Maricopa County;2183;1041
04013218200;Census Tract 2182; Maricopa County;7590;3495
04013218300;Census Tract 2183; Maricopa County;4607;3151
04013318400;Census Tract 3184; Maricopa County;5805;3129
04013318501;Census Tract 3185.01; Maricopa County;3369;1749
04013318700;Census Tract 3187; Maricopa County;5035;2364
04013318800;Census Tract 3188; Maricopa County;7740;4266
04013318900;Census Tract 3189; Maricopa County;6516;2923
04013319001;Census Tract 3190.01; Maricopa County;3308;0
04013319002;Census Tract 3190.02; Maricopa County;5062;1169
04013319101;Census Tract 3191.01; Maricopa County;3413;1753
04013319103;Census Tract 3191.03; Maricopa County;4915;2263
04013319104;Census Tract 3191.04; Maricopa County;7440;4389
04013319201;Census Tract 3192.01; Maricopa County;7093;2888
04013319202;Census Tract 3192.02; Maricopa County;3937;2501
04013319300;Census Tract 3193; Maricopa County;2371;1187
04013319401;Census Tract 3194.01; Maricopa County;6480;2728
04013319402;Census Tract 3194.02; Maricopa County;4051;1767
04013319403;Census Tract 3194.03; Maricopa County;4721;2090
04013319404;Census Tract 3194.04; Maricopa County;3368;1730
04013319500;Census Tract 3195; Maricopa County;6256;2872
04013319600;Census Tract 3196; Maricopa County;5644;2555
04013319705;Census Tract 3197.05; Maricopa County;3915;1531
04013319706;Census Tract 3197.06; Maricopa County;5185;2135
04013319707;Census Tract 3197.07; Maricopa County;0;0
04013319708;Census Tract 3197.08; Maricopa County;3887;2160
04013319709;Census Tract 3197.09; Maricopa County;0;0
04013319710;Census Tract 3197.10; Maricopa County;2337;1130
04013319801;Census Tract 3198.01; Maricopa County;3079;1453
04013319802;Census Tract 3198.02; Maricopa County;3582;2087
04013319902;Census Tract 3199.02; Maricopa County;2701;1384
04013319903;Census Tract 3199.03; Maricopa County;5212;2511
04013319904;Census Tract 3199.04; Maricopa County;5058;1988
04013319905;Census Tract 3199.05; Maricopa County;4475;2018
04013319906;Census Tract 3199.06; Maricopa County;3083;1386
04013319907;Census Tract 3199.07; Maricopa County;2425;861
04013319908;Census Tract 3199.08; Maricopa County;2424;1096
04013319909;Census Tract 3199.09; Maricopa County;2454;1073
04013319910;Census Tract 3199.10; Maricopa County;4680;1912
04013320001;Census Tract 3200.01; Maricopa County;9041;4248
04013320002;Census Tract 3200.02; Maricopa County;5335;1762
04013320007;Census Tract 3200.07; Maricopa County;6318;3217
04013320100;Census Tract 3201; Maricopa County;3883;1915
04013420104;Census Tract 4201.04; Maricopa County;5087;3143
04013420105;Census Tract 4201.05; Maricopa County;6188;2595
04013420107;Census Tract 4201.07; Maricopa County;7143;3122
04013420108;Census Tract 4201.08; Maricopa County;1748;733
04013420109;Census Tract 4201.09; Maricopa County;5434;2498
04013420110;Census Tract 4201.10; Maricopa County;5224;2163
04013420111;Census Tract 4201.11; Maricopa County;4104;1462
04013420112;Census Tract 4201.12; Maricopa County;3268;1230
04013420113;Census Tract 4201.13; Maricopa County;3498;2041
04013420114;Census Tract 4201.14; Maricopa County;3634;1600
04013420115;Census Tract 4201.15; Maricopa County;2558;1459
04013420116;Census Tract 4201.16; Maricopa County;3256;2319
04013420202;Census Tract 4202.02; Maricopa County;5130;2848
04013420206;Census Tract 4202.06; Maricopa County;3855;3126
04013420207;Census Tract 4202.07; Maricopa County;2766;1352
04013420208;Census Tract 4202.08; Maricopa County;5835;2041
04013420209;Census Tract 4202.09; Maricopa County;4238;2237
04013420210;Census Tract 4202.10; Maricopa County;5422;2133
04013420211;Census Tract 4202.11; Maricopa County;4252;1701
04013420212;Census Tract 4202.12; Maricopa County;2932;1547
04013420213;Census Tract 4202.13; Maricopa County;1825;2614
04013420214;Census Tract 4202.14; Maricopa County;4381;2525
04013420215;Census Tract 4202.15; Maricopa County;3494;1181
04013420216;Census Tract 4202.16; Maricopa County;3897;2143
04013420301;Census Tract 4203.01; Maricopa County;1957;650
04013420302;Census Tract 4203.02; Maricopa County;4837;1641
04013420303;Census Tract 4203.03; Maricopa County;4540;1519
04013420304;Census Tract 4203.04; Maricopa County;942;343
04013420401;Census Tract 4204.01; Maricopa County;4363;1884
04013420402;Census Tract 4204.02; Maricopa County;4842;1554
04013420503;Census Tract 4205.03; Maricopa County;3507;1459
04013420504;Census Tract 4205.04; Maricopa County;3764;1386
04013420505;Census Tract 4205.05; Maricopa County;3188;1118
04013420506;Census Tract 4205.06; Maricopa County;3430;1447
04013420602;Census Tract 4206.02; Maricopa County;4792;1756
04013420603;Census Tract 4206.03; Maricopa County;4028;1382
04013420604;Census Tract 4206.04; Maricopa County;4958;1634
04013420704;Census Tract 4207.04; Maricopa County;5746;1853
04013420705;Census Tract 4207.05; Maricopa County;3612;1016
04013420706;Census Tract 4207.06; Maricopa County;5046;1647
04013420707;Census Tract 4207.07; Maricopa County;2211;1989
04013420708;Census Tract 4207.08; Maricopa County;3517;2851
04013420709;Census Tract 4207.09; Maricopa County;3421;2669
04013420710;Census Tract 4207.10; Maricopa County;3411;1756
04013420800;Census Tract 4208; Maricopa County;5478;1826
04013420901;Census Tract 4209.01; Maricopa County;3273;1246
04013420902;Census Tract 4209.02; Maricopa County;4005;1371
04013421001;Census Tract 4210.01; Maricopa County;3824;1987
04013421002;Census Tract 4210.02; Maricopa County;3405;1948
04013421101;Census Tract 4211.01; Maricopa County;4920;1977
04013421102;Census Tract 4211.02; Maricopa County;5865;2367
04013421201;Census Tract 4212.01; Maricopa County;5321;2750
04013421202;Census Tract 4212.02; Maricopa County;3576;1596
04013421302;Census Tract 4213.02; Maricopa County;5809;2560
04013421303;Census Tract 4213.03; Maricopa County;5232;2023
04013421304;Census Tract 4213.04; Maricopa County;4099;1976
04013421400;Census Tract 4214; Maricopa County;2653;1649
04013421501;Census Tract 4215.01; Maricopa County;4446;1430
04013421502;Census Tract 4215.02; Maricopa County;3306;1180
04013421601;Census Tract 4216.01; Maricopa County;3077;1089
04013421602;Census Tract 4216.02; Maricopa County;4445;1582
04013421701;Census Tract 4217.01; Maricopa County;5852;2697
04013421702;Census Tract 4217.02; Maricopa County;3942;1778
04013421801;Census Tract 4218.01; Maricopa County;3080;1105
04013421802;Census Tract 4218.02; Maricopa County;4601;1407
04013421901;Census Tract 4219.01; Maricopa County;4431;1330
04013421902;Census Tract 4219.02; Maricopa County;6699;1842
04013422001;Census Tract 4220.01; Maricopa County;4606;1411
04013422002;Census Tract 4220.02; Maricopa County;4287;1493
04013422102;Census Tract 4221.02; Maricopa County;4548;1786
04013422103;Census Tract 4221.03; Maricopa County;5337;2823
04013422104;Census Tract 4221.04; Maricopa County;5657;2689
04013422105;Census Tract 4221.05; Maricopa County;3185;1427
04013422106;Census Tract 4221.06; Maricopa County;6844;2618
04013422107;Census Tract 4221.07; Maricopa County;4832;2266
04013422203;Census Tract 4222.03; Maricopa County;5726;3083
04013422209;Census Tract 4222.09; Maricopa County;7597;2946
04013422210;Census Tract 4222.10; Maricopa County;5854;2303
04013422211;Census Tract 4222.11; Maricopa County;2627;1205
04013422212;Census Tract 4222.12; Maricopa County;4089;1653
04013422213;Census Tract 4222.13; Maricopa County;2421;924
04013422215;Census Tract 4222.15; Maricopa County;2374;945
04013422216;Census Tract 4222.16; Maricopa County;5841;2313
04013422217;Census Tract 4222.17; Maricopa County;3415;1576
04013422218;Census Tract 4222.18; Maricopa County;3150;1294
04013422219;Census Tract 4222.19; Maricopa County;3396;1558
04013422220;Census Tract 4222.20; Maricopa County;2039;834
04013422221;Census Tract 4222.21; Maricopa County;4139;2224
04013422222;Census Tract 4222.22; Maricopa County;2150;862
04013422223;Census Tract 4222.23; Maricopa County;3005;1321
04013422224;Census Tract 4222.24; Maricopa County;0;0
04013422225;Census Tract 4222.25; Maricopa County;0;0
04013422226;Census Tract 4222.26; Maricopa County;0;0
04013422227;Census Tract 4222.27; Maricopa County;1522;695
04013422301;Census Tract 4223.01; Maricopa County;5971;2025
04013422302;Census Tract 4223.02; Maricopa County;5667;2239
04013422304;Census Tract 4223.04; Maricopa County;2914;1379
04013422305;Census Tract 4223.05; Maricopa County;6373;2505
04013422307;Census Tract 4223.07; Maricopa County;4365;1837
04013422308;Census Tract 4223.08; Maricopa County;5291;2011
04013422309;Census Tract 4223.09; Maricopa County;5140;2095
04013422401;Census Tract 4224.01; Maricopa County;4091;1778
04013422402;Census Tract 4224.02; Maricopa County;5292;1990
04013422403;Census Tract 4224.03; Maricopa County;4733;1900
04013422404;Census Tract 4224.04; Maricopa County;4555;1701
04013422501;Census Tract 4225.01; Maricopa County;6368;2207
04013422502;Census Tract 4225.02; Maricopa County;6213;2177
04013422503;Census Tract 4225.03; Maricopa County;6764;2601
04013422504;Census Tract 4225.04; Maricopa County;5150;2065
04013422506;Census Tract 4225.06; Maricopa County;5313;1947
04013422507;Census Tract 4225.07; Maricopa County;4147;1917
04013422508;Census Tract 4225.08; Maricopa County;3736;1338
04013422509;Census Tract 4225.09; Maricopa County;5086;1894
04013422510;Census Tract 4225.10; Maricopa County;2971;973
04013422511;Census Tract 4225.11; Maricopa County;2880;979
04013422512;Census Tract 4225.12; Maricopa County;5530;1892
04013422513;Census Tract 4225.13; Maricopa County;4891;1775
04013422514;Census Tract 4225.14; Maricopa County;4718;1782
04013422607;Census Tract 4226.07; Maricopa County;3762;3017
04013422609;Census Tract 4226.09; Maricopa County;4490;2023
04013422610;Census Tract 4226.10; Maricopa County;3064;2624
04013422615;Census Tract 4226.15; Maricopa County;6939;2828
04013422617;Census Tract 4226.17; Maricopa County;5574;2084
04013422618;Census Tract 4226.18; Maricopa County;3064;2410
04013422620;Census Tract 4226.20; Maricopa County;3349;970
04013422621;Census Tract 4226.21; Maricopa County;4319;1507
04013422622;Census Tract 4226.22; Maricopa County;4372;1493
04013422623;Census Tract 4226.23; Maricopa County;8590;2774
04013422624;Census Tract 4226.24; Maricopa County;2666;3004
04013422625;Census Tract 4226.25; Maricopa County;5160;2399
04013422626;Census Tract 4226.26; Maricopa County;2496;2179
04013422627;Census Tract 4226.27; Maricopa County;3487;1900
04013422628;Census Tract 4226.28; Maricopa County;3682;1757
04013422629;Census Tract 4226.29; Maricopa County;3804;1672
04013422630;Census Tract 4226.30; Maricopa County;5030;2476
04013422632;Census Tract 4226.32; Maricopa County;3846;2078
04013422633;Census Tract 4226.33; Maricopa County;2948;1603
04013422634;Census Tract 4226.34; Maricopa County;5186;2645
04013422636;Census Tract 4226.36; Maricopa County;3166;1768
04013422637;Census Tract 4226.37; Maricopa County;3408;1217
04013422638;Census Tract 4226.38; Maricopa County;3996;1771
04013422639;Census Tract 4226.39; Maricopa County;3579;3110
04013422640;Census Tract 4226.40; Maricopa County;4800;2702
04013422642;Census Tract 4226.42; Maricopa County;5523;2211
04013422643;Census Tract 4226.43; Maricopa County;5944;1909
04013422647;Census Tract 4226.47; Maricopa County;8076;2571
04013422648;Census Tract 4226.48; Maricopa County;6209;1825
04013422649;Census Tract 4226.49; Maricopa County;7206;2072
04013422650;Census Tract 4226.50; Maricopa County;2633;1186
04013422651;Census Tract 4226.51; Maricopa County;4713;1360
04013422652;Census Tract 4226.52; Maricopa County;2431;2426
04013422653;Census Tract 4226.53; Maricopa County;4741;2502
04013422654;Census Tract 4226.54; Maricopa County;5245;1696
04013422655;Census Tract 4226.55; Maricopa County;3302;1305
04013422656;Census Tract 4226.56; Maricopa County;5356;1509
04013422657;Census Tract 4226.57; Maricopa County;3607;1225
04013422658;Census Tract 4226.58; Maricopa County;3799;1075
04013422659;Census Tract 4226.59; Maricopa County;1995;1736
04013422660;Census Tract 4226.60; Maricopa County;5001;2219
04013522801;Census Tract 5228.01; Maricopa County;0;0
04013522802;Census Tract 5228.02; Maricopa County;716;418
04013522901;Census Tract 5229.01; Maricopa County;5133;2345
04013522903;Census Tract 5229.03; Maricopa County;5176;1883
04013522904;Census Tract 5229.04; Maricopa County;5055;1656
04013523002;Census Tract 5230.02; Maricopa County;5743;2089
04013523005;Census Tract 5230.05; Maricopa County;5139;2097
04013523006;Census Tract 5230.06; Maricopa County;5903;2349
04013523007;Census Tract 5230.07; Maricopa County;2835;1460
04013523008;Census Tract 5230.08; Maricopa County;3372;1484
04013523102;Census Tract 5231.02; Maricopa County;5973;2145
04013523103;Census Tract 5231.03; Maricopa County;6582;3040
04013523104;Census Tract 5231.04; Maricopa County;7132;3043
04013610001;Census Tract 6100.01; Maricopa County;2298;898
04013610002;Census Tract 6100.02; Maricopa County;6616;1966
04013610100;Census Tract 6101; Maricopa County;849;342
04013610201;Census Tract 6102.01; Maricopa County;4379;2067
04013610202;Census Tract 6102.02; Maricopa County;3335;2059
04013610301;Census Tract 6103.01; Maricopa County;3236;1251
04013610302;Census Tract 6103.02; Maricopa County;5941;2106
04013610400;Census Tract 6104; Maricopa County;5817;1991
04013610500;Census Tract 6105; Maricopa County;7808;3188
04013610600;Census Tract 6106; Maricopa County;6208;2185
04013610700;Census Tract 6107; Maricopa County;8137;3254
04013610800;Census Tract 6108; Maricopa County;6712;2346
04013610901;Census Tract 6109.01; Maricopa County;6395;1885
04013610902;Census Tract 6109.02; Maricopa County;4413;1581
04013610903;Census Tract 6109.03; Maricopa County;3360;1142
04013611000;Census Tract 6110; Maricopa County;3292;1106
04013611100;Census Tract 6111; Maricopa County;4157;1206
04013611200;Census Tract 6112; Maricopa County;6984;2084
04013611300;Census Tract 6113; Maricopa County;7453;3403
04013611400;Census Tract 6114; Maricopa County;5944;2215
04013611500;Census Tract 6115; Maricopa County;7540;2522
04013611600;Census Tract 6116; Maricopa County;2908;1060
04013611700;Census Tract 6117; Maricopa County;6072;2293
04013611800;Census Tract 6118; Maricopa County;7046;2546
04013611900;Census Tract 6119; Maricopa County;3311;943
04013612000;Census Tract 6120; Maricopa County;4013;1632
04013612200;Census Tract 6122; Maricopa County;6686;2647
04013612301;Census Tract 6123.01; Maricopa County;3778;2189
04013612302;Census Tract 6123.02; Maricopa County;4824;1720
04013612401;Census Tract 6124.01; Maricopa County;4254;1523
04013612402;Census Tract 6124.02; Maricopa County;4635;1771
04013612500;Census Tract 6125; Maricopa County;4101;1849
04013612600;Census Tract 6126; Maricopa County;2173;1022
04013612700;Census Tract 6127; Maricopa County;2163;955
04013612800;Census Tract 6128; Maricopa County;2373;940
04013612900;Census Tract 6129; Maricopa County;2654;1062
04013613000;Census Tract 6130; Maricopa County;5727;2226
04013613100;Census Tract 6131; Maricopa County;2822;1779
04013613200;Census Tract 6132; Maricopa County;4046;1625
04013613300;Census Tract 6133; Maricopa County;7168;2519
04013613400;Census Tract 6134; Maricopa County;4184;1541
04013613500;Census Tract 6135; Maricopa County;4347;1779
04013613601;Census Tract 6136.01; Maricopa County;3453;1362
04013613602;Census Tract 6136.02; Maricopa County;5638;1743
04013613700;Census Tract 6137; Maricopa County;5733;1795
04013613800;Census Tract 6138; Maricopa County;4243;1552
04013613900;Census Tract 6139; Maricopa County;6227;2149
04013614000;Census Tract 6140; Maricopa County;4076;1513
04013614100;Census Tract 6141; Maricopa County;6574;2645
04013614200;Census Tract 6142; Maricopa County;4518;1936
04013614300;Census Tract 6143; Maricopa County;2954;1236
04013614400;Census Tract 6144; Maricopa County;4008;1706
04013614500;Census Tract 6145; Maricopa County;4423;1669
04013614601;Census Tract 6146.01; Maricopa County;3328;1520
04013614602;Census Tract 6146.02; Maricopa County;3726;1555
04013614700;Census Tract 6147; Maricopa County;3527;1723
04013614800;Census Tract 6148; Maricopa County;4395;1916
04013614900;Census Tract 6149; Maricopa County;3763;1799
04013615001;Census Tract 6150.01; Maricopa County;6543;2381
04013615002;Census Tract 6150.02; Maricopa County;4870;2010
04013615100;Census Tract 6151; Maricopa County;4586;1824
04013615201;Census Tract 6152.01; Maricopa County;6260;3874
04013615202;Census Tract 6152.02; Maricopa County;3154;2203
04013615300;Census Tract 6153; Maricopa County;2253;1517
04013615400;Census Tract 6154; Maricopa County;2939;1812
04013615500;Census Tract 6155; Maricopa County;2748;2165
04013615600;Census Tract 6156; Maricopa County;3476;2553
04013615700;Census Tract 6157; Maricopa County;2572;1134
04013615800;Census Tract 6158; Maricopa County;4953;2179
04013615900;Census Tract 6159; Maricopa County;4267;1906
04013616000;Census Tract 6160; Maricopa County;2357;698
04013616100;Census Tract 6161; Maricopa County;3833;1537
04013616200;Census Tract 6162; Maricopa County;3553;1331
04013616300;Census Tract 6163; Maricopa County;1847;789
04013616400;Census Tract 6164; Maricopa County;6483;3360
04013616500;Census Tract 6165; Maricopa County;3548;1739
04013616600;Census Tract 6166; Maricopa County;6128;2169
04013616700;Census Tract 6167; Maricopa County;4937;2122
04013616800;Census Tract 6168; Maricopa County;5874;2191
04013616900;Census Tract 6169; Maricopa County;4120;2166
04013617001;Census Tract 6170.01; Maricopa County;0;0
04013617002;Census Tract 6170.02; Maricopa County;5947;2461
04013617100;Census Tract 6171; Maricopa County;2250;939
04013617200;Census Tract 6172; Maricopa County;2542;975
04013617300;Census Tract 6173; Maricopa County;2964;1420
04013617400;Census Tract 6174; Maricopa County;7198;4454
04013617500;Census Tract 6175; Maricopa County;3716;2218
04013617600;Census Tract 6176; Maricopa County;5828;3063
04013617700;Census Tract 6177; Maricopa County;3359;1687
04013617800;Census Tract 6178; Maricopa County;2513;893
04013617900;Census Tract 6179; Maricopa County;2845;1117
04013618000;Census Tract 6180; Maricopa County;4288;1514
04013618100;Census Tract 6181; Maricopa County;4209;1560
04013618200;Census Tract 6182; Maricopa County;4014;1567
04013618300;Census Tract 6183; Maricopa County;2789;1063
04013618400;Census Tract 6184; Maricopa County;3687;1648
04013618500;Census Tract 6185; Maricopa County;4405;1924
04013618600;Census Tract 6186; Maricopa County;4352;1884
04013618700;Census Tract 6187; Maricopa County;3060;1055
04013618800;Census Tract 6188; Maricopa County;5478;2548
04013618900;Census Tract 6189; Maricopa County;6993;3213
04013619000;Census Tract 6190; Maricopa County;2850;1651
04013619100;Census Tract 6191; Maricopa County;3530;1792
04013619200;Census Tract 6192; Maricopa County;5717;3060
04013619300;Census Tract 6193; Maricopa County;4912;2285
04013619400;Census Tract 6194; Maricopa County;5026;2222
04013619500;Census Tract 6195; Maricopa County;5440;2260
04013619601;Census Tract 6196.01; Maricopa County;0;0
04013619602;Census Tract 6196.02; Maricopa County;1895;756
04013619700;Census Tract 6197; Maricopa County;3257;1378
04013619800;Census Tract 6198; Maricopa County;4772;2297
04013619900;Census Tract 6199; Maricopa County;6270;2368
04013723304;Census Tract 7233.04; Maricopa County;6667;2658
04013723305;Census Tract 7233.05; Maricopa County;2417;942
04013723306;Census Tract 7233.06; Maricopa County;6202;31
04013723307;Census Tract 7233.07; Maricopa County;2341;929
04013723309;Census Tract 7233.09; Maricopa County;3875;1644
04013723310;Census Tract 7233.10; Maricopa County;2510;1187
04013723311;Census Tract 7233.11; Maricopa County;4965;1971
04013810000;Census Tract 8100; Maricopa County;3349;1396
04013810100;Census Tract 8101; Maricopa County;6242;2216
04013810200;Census Tract 8102; Maricopa County;3585;1548
04013810300;Census Tract 8103; Maricopa County;6218;2681
04013810400;Census Tract 8104; Maricopa County;5361;2244
04013810500;Census Tract 8105; Maricopa County;4779;2208
04013810600;Census Tract 8106; Maricopa County;7347;2802
04013810700;Census Tract 8107; Maricopa County;7611;3194
04013810800;Census Tract 8108; Maricopa County;4633;1849
04013810900;Census Tract 8109; Maricopa County;6169;2185
04013811000;Census Tract 8110; Maricopa County;3127;1045
04013811100;Census Tract 8111; Maricopa County;3711;1820
04013811200;Census Tract 8112; Maricopa County;3314;2078
04013811300;Census Tract 8113; Maricopa County;2992;1083
04013811400;Census Tract 8114; Maricopa County;5219;1902
04013811500;Census Tract 8115; Maricopa County;2559;1024
04013811600;Census Tract 8116; Maricopa County;4403;1763
04013811700;Census Tract 8117; Maricopa County;4666;1867
04013811800;Census Tract 8118; Maricopa County;1766;573
04013811900;Census Tract 8119; Maricopa County;6117;2367
04013812000;Census Tract 8120; Maricopa County;5205;2107
04013812100;Census Tract 8121; Maricopa County;7072;2750
04013812200;Census Tract 8122; Maricopa County;7618;3005
04013812300;Census Tract 8123; Maricopa County;5078;1871
04013812400;Census Tract 8124; Maricopa County;7539;3087
04013812500;Census Tract 8125; Maricopa County;2219;652
04013812600;Census Tract 8126; Maricopa County;6001;2927
04013812700;Census Tract 8127; Maricopa County;6641;2852
04013812801;Census Tract 8128.01; Maricopa County;3215;1072
04013812802;Census Tract 8128.02; Maricopa County;5649;1826
04013812900;Census Tract 8129; Maricopa County;3350;1318
04013813000;Census Tract 8130; Maricopa County;5793;2320
04013813100;Census Tract 8131; Maricopa County;3928;1287
04013813200;Census Tract 8132; Maricopa County;4720;1439
04013813300;Census Tract 8133; Maricopa County;6096;2036
04013813400;Census Tract 8134; Maricopa County;4444;1557
04013813500;Census Tract 8135; Maricopa County;4060;1270
04013813600;Census Tract 8136; Maricopa County;4586;1516
04013813700;Census Tract 8137; Maricopa County;2409;1718
04013813800;Census Tract 8138; Maricopa County;2869;2297
04013813900;Census Tract 8139; Maricopa County;5955;1929
04013814000;Census Tract 8140; Maricopa County;2742;1629
04013814100;Census Tract 8141; Maricopa County;5862;1894
04013814200;Census Tract 8142; Maricopa County;2636;1141
04013814300;Census Tract 8143; Maricopa County;4621;1659
04013814400;Census Tract 8144; Maricopa County;5232;2006
04013814500;Census Tract 8145; Maricopa County;5130;1837
04013814600;Census Tract 8146; Maricopa County;6025;2495
04013814700;Census Tract 8147; Maricopa County;4409;1449
04013814801;Census Tract 8148.01; Maricopa County;3624;1376
04013814802;Census Tract 8148.02; Maricopa County;6013;2038
04013814900;Census Tract 8149; Maricopa County;3178;1049
04013815000;Census Tract 8150; Maricopa County;4478;1449
04013815100;Census Tract 8151; Maricopa County;5704;1810
04013815201;Census Tract 8152.01; Maricopa County;6088;1910
04013815202;Census Tract 8152.02; Maricopa County;3001;1116
04013815203;Census Tract 8152.03; Maricopa County;4049;1277
04013815300;Census Tract 8153; Maricopa County;3731;1099
04013815401;Census Tract 8154.01; Maricopa County;3454;1101
04013815402;Census Tract 8154.02; Maricopa County;7709;2713
04013815501;Census Tract 8155.01; Maricopa County;5111;1643
04013815502;Census Tract 8155.02; Maricopa County;3077;1740
04013815601;Census Tract 8156.01; Maricopa County;1191;419
04013815602;Census Tract 8156.02; Maricopa County;5754;1754
04013815700;Census Tract 8157; Maricopa County;5405;1706
04013815800;Census Tract 8158; Maricopa County;6655;2423
04013815901;Census Tract 8159.01; Maricopa County;5574;1848
04013815902;Census Tract 8159.02; Maricopa County;5808;1633
04013816001;Census Tract 8160.01; Maricopa County;3495;924
04013816002;Census Tract 8160.02; Maricopa County;4647;1217
04013816003;Census Tract 8160.03; Maricopa County;2684;690
04013816004;Census Tract 8160.04; Maricopa County;6616;1921
04013816005;Census Tract 8160.05; Maricopa County;4201;1563
04013816100;Census Tract 8161; Maricopa County;7304;2200
04013816200;Census Tract 8162; Maricopa County;4205;1358
04013816301;Census Tract 8163.01; Maricopa County;2953;2029
04013816302;Census Tract 8163.02; Maricopa County;4316;1341
04013816401;Census Tract 8164.01; Maricopa County;3714;1254
04013816402;Census Tract 8164.02; Maricopa County;4513;1555
04013816501;Census Tract 8165.01; Maricopa County;2455;768
04013816502;Census Tract 8165.02; Maricopa County;2436;798
04013816600;Census Tract 8166; Maricopa County;5553;1544
04013816700;Census Tract 8167; Maricopa County;2639;736
04013816800;Census Tract 8168; Maricopa County;8015;2424
04013816901;Census Tract 8169.01; Maricopa County;4911;1510
04013816902;Census Tract 8169.02; Maricopa County;2934;865
04013816903;Census Tract 8169.03; Maricopa County;3711;1129
04013816904;Census Tract 8169.04; Maricopa County;3654;1111
04013817000;Census Tract 8170; Maricopa County;3878;1093
04013817101;Census Tract 8171.01; Maricopa County;3110;968
