GEOID;tract;county;total_pop;total_hhunits
04013216841;Census Tract 2168.41; Maricopa County;3996;1687
04013216842;Census Tract 2168.42; Maricopa County;3847;1586
04013216843;Census Tract 2168.43; Maricopa County;3438;2389
04013216844;Census Tract 2168.44; Maricopa County;4612;3458
04013216845;Census Tract 2168.45; Maricopa County;2165;1980
04013216846;Census Tract 2168.46; Maricopa County;7373;3419
04013216847;Census Tract 2168.47; Maricopa County;7943;3780
04013216848;Census Tract 2168.48; Maricopa County;6781;2904
04013216849;Census Tract 2168.49; Maricopa County;6670;3034
04013216850;Census Tract 2168.50; Maricopa County;4576;2608
04013216851;Census Tract 2168.51; Maricopa County;4293;2337
04013216852;Census Tract 2168.52; Maricopa County;3189;2156
04013216853;Census Tract 2168.53; Maricopa County;5288;2926
04013216901;Census Tract 2169.01; Maricopa County;3323;2575
04013216902;Census Tract 2169.02; Maricopa County;4252;1983
04013217001;Census Tract 2170.01; Maricopa County;4628;3291
04013217002;Census Tract 2170.02; Maricopa County;6017;2836
04013217101;Census Tract 2171.01; Maricopa County;2879;1509
04013217102;Census Tract 2171.02; Maricopa County;2926;1568
04013217201;Census Tract 2172.01; Maricopa County;2237;1643
04013217203;Census Tract 2172.03; Maricopa County;3678;2860
04013217204;Census Tract 2172.04; Maricopa County;3624;2314
04013217300;Census Tract 2173; Maricopa County;4425;3476
04013217400;Census Tract 2174; Maricopa County;3232;2037
04013217501;Census Tract 2175.01; Maricopa County;3831;1906
04013217502;Census Tract 2175.02; Maricopa County;3173;2154
04013217600;Census Tract 2176; Maricopa County;4891;3180
04013217700;Census Tract 2177; Maricopa County;5211;2550
04013217800;Census Tract 2178; Maricopa County;6345;3234
04013217900;Census Tract 2179; Maricopa County;4194;2078
04013218000;Census Tract 2180; Maricopa County;5983;2894
04013218100;Census Tract 2181; Maricopa County;2274;1029
04013218200;Census Tract 2182; Maricopa County;9097;3458
04013218300;Census Tract 2183; Maricopa County;4629;2988
04013318400;Census Tract 3184; Maricopa County;5590;2853
04013318501;Census Tract 3185.01; Maricopa County;3389;1680
04013318700;Census Tract 3187; Maricopa County;3843;1249
04013318800;Census Tract 3188; Maricopa County;7334;4216
04013318900;Census Tract 3189; Maricopa County;7018;3043
04013319000;Census Tract 3190; Maricopa County;9085;1097
04013319101;Census Tract 3191.01; Maricopa County;3291;1458
04013319103;Census Tract 3191.03; Maricopa County;5318;2333
04013319104;Census Tract 3191.04; Maricopa County;7228;3650
04013319201;Census Tract 3192.01; Maricopa County;6849;2796
04013319202;Census Tract 3192.02; Maricopa County;3539;2614
04013319300;Census Tract 3193; Maricopa County;3005;1206
04013319401;Census Tract 3194.01; Maricopa County;7236;2673
04013319402;Census Tract 3194.02; Maricopa County;4094;1693
04013319403;Census Tract 3194.03; Maricopa County;4926;2102
04013319404;Census Tract 3194.04; Maricopa County;3626;1762
04013319500;Census Tract 3195; Maricopa County;6406;2740
04013319600;Census Tract 3196; Maricopa County;6403;2676
04013319703;Census Tract 3197.03; Maricopa County;4552;2333
04013319704;Census Tract 3197.04; Maricopa County;1935;1061
04013319705;Census Tract 3197.05; Maricopa County;3713;1519
04013319706;Census Tract 3197.06; Maricopa County;5873;2414
04013319800;Census Tract 3198; Maricopa County;6761;3339
04013319902;Census Tract 3199.02; Maricopa County;2983;1311
04013319903;Census Tract 3199.03; Maricopa County;6049;2883
04013319904;Census Tract 3199.04; Maricopa County;5234;2094
04013319905;Census Tract 3199.05; Maricopa County;5362;2278
04013319906;Census Tract 3199.06; Maricopa County;3596;1460
04013319907;Census Tract 3199.07; Maricopa County;2266;875
04013319908;Census Tract 3199.08; Maricopa County;2699;1072
04013319909;Census Tract 3199.09; Maricopa County;2495;1039
04013319910;Census Tract 3199.10; Maricopa County;5635;1993
04013320001;Census Tract 3200.01; Maricopa County;8801;3875
04013320002;Census Tract 3200.02; Maricopa County;6482;1882
04013320007;Census Tract 3200.07; Maricopa County;7235;3282
04013320100;Census Tract 3201; Maricopa County;3409;1899
04013420104;Census Tract 4201.04; Maricopa County;5887;3097
04013420105;Census Tract 4201.05; Maricopa County;6102;2545
04013420107;Census Tract 4201.07; Maricopa County;6743;2846
04013420108;Census Tract 4201.08; Maricopa County;1758;626
04013420109;Census Tract 4201.09; Maricopa County;4874;2036
04013420110;Census Tract 4201.10; Maricopa County;5552;2036
04013420111;Census Tract 4201.11; Maricopa County;3865;1361
04013420112;Census Tract 4201.12; Maricopa County;3299;1226
04013420113;Census Tract 4201.13; Maricopa County;3807;1981
04013420114;Census Tract 4201.14; Maricopa County;4003;1474
04013420115;Census Tract 4201.15; Maricopa County;3288;1504
04013420116;Census Tract 4201.16; Maricopa County;2876;2162
04013420202;Census Tract 4202.02; Maricopa County;5605;2734
04013420206;Census Tract 4202.06; Maricopa County;3634;3090
04013420207;Census Tract 4202.07; Maricopa County;2881;1360
04013420208;Census Tract 4202.08; Maricopa County;5770;1968
04013420209;Census Tract 4202.09; Maricopa County;4022;2213
04013420210;Census Tract 4202.10; Maricopa County;5590;2092
04013420211;Census Tract 4202.11; Maricopa County;4238;1778
04013420212;Census Tract 4202.12; Maricopa County;3240;1650
04013420213;Census Tract 4202.13; Maricopa County;1947;2792
04013420214;Census Tract 4202.14; Maricopa County;4128;2516
04013420215;Census Tract 4202.15; Maricopa County;2335;864
04013420216;Census Tract 4202.16; Maricopa County;4319;2255
04013420301;Census Tract 4203.01; Maricopa County;2386;721
04013420302;Census Tract 4203.02; Maricopa County;4761;1679
04013420303;Census Tract 4203.03; Maricopa County;4775;1424
04013420304;Census Tract 4203.04; Maricopa County;1131;337
04013420401;Census Tract 4204.01; Maricopa County;4766;1914
04013420402;Census Tract 4204.02; Maricopa County;4161;1188
04013420501;Census Tract 4205.01; Maricopa County;7585;2689
04013420503;Census Tract 4205.03; Maricopa County;3917;1443
04013420504;Census Tract 4205.04; Maricopa County;3653;1301
04013420602;Census Tract 4206.02; Maricopa County;5364;1732
04013420603;Census Tract 4206.03; Maricopa County;4059;1372
04013420604;Census Tract 4206.04; Maricopa County;4762;1644
04013420704;Census Tract 4207.04; Maricopa County;4968;1767
04013420705;Census Tract 4207.05; Maricopa County;3946;1057
04013420706;Census Tract 4207.06; Maricopa County;5048;1605
04013420707;Census Tract 4207.07; Maricopa County;2373;2265
04013420708;Census Tract 4207.08; Maricopa County;3679;3123
04013420709;Census Tract 4207.09; Maricopa County;3472;2733
04013420710;Census Tract 4207.10; Maricopa County;3845;1726
04013420800;Census Tract 4208; Maricopa County;5429;1860
04013420901;Census Tract 4209.01; Maricopa County;4126;1314
04013420902;Census Tract 4209.02; Maricopa County;3761;1299
04013421001;Census Tract 4210.01; Maricopa County;3991;1924
04013421002;Census Tract 4210.02; Maricopa County;3445;1717
04013421101;Census Tract 4211.01; Maricopa County;4987;1878
04013421102;Census Tract 4211.02; Maricopa County;7069;2379
04013421201;Census Tract 4212.01; Maricopa County;4976;2710
04013421202;Census Tract 4212.02; Maricopa County;3997;1653
04013421302;Census Tract 4213.02; Maricopa County;5504;2450
04013421303;Census Tract 4213.03; Maricopa County;6196;2002
04013421304;Census Tract 4213.04; Maricopa County;3237;1584
04013421400;Census Tract 4214; Maricopa County;2452;1608
04013421501;Census Tract 4215.01; Maricopa County;3911;1461
04013421502;Census Tract 4215.02; Maricopa County;3340;1187
04013421601;Census Tract 4216.01; Maricopa County;3767;1200
04013421602;Census Tract 4216.02; Maricopa County;4622;1506
04013421701;Census Tract 4217.01; Maricopa County;5185;2396
04013421702;Census Tract 4217.02; Maricopa County;4678;1798
04013421801;Census Tract 4218.01; Maricopa County;3029;832
04013421802;Census Tract 4218.02; Maricopa County;5205;1465
04013421901;Census Tract 4219.01; Maricopa County;3944;1221
04013421902;Census Tract 4219.02; Maricopa County;6686;1924
04013422001;Census Tract 4220.01; Maricopa County;4452;1385
04013422002;Census Tract 4220.02; Maricopa County;4330;1513
04013422102;Census Tract 4221.02; Maricopa County;4825;1858
04013422103;Census Tract 4221.03; Maricopa County;5308;2629
04013422104;Census Tract 4221.04; Maricopa County;6508;2823
04013422105;Census Tract 4221.05; Maricopa County;3384;1394
04013422106;Census Tract 4221.06; Maricopa County;6200;2552
04013422107;Census Tract 4221.07; Maricopa County;4365;2000
04013422203;Census Tract 4222.03; Maricopa County;5493;2624
04013422204;Census Tract 4222.04; Maricopa County;3049;1425
04013422205;Census Tract 4222.05; Maricopa County;1612;624
04013422209;Census Tract 4222.09; Maricopa County;6660;2895
04013422210;Census Tract 4222.10; Maricopa County;5292;1990
04013422211;Census Tract 4222.11; Maricopa County;2633;1168
04013422212;Census Tract 4222.12; Maricopa County;4434;1795
04013422213;Census Tract 4222.13; Maricopa County;2765;965
04013422215;Census Tract 4222.15; Maricopa County;2254;823
04013422216;Census Tract 4222.16; Maricopa County;6512;2243
04013422217;Census Tract 4222.17; Maricopa County;3618;1576
04013422218;Census Tract 4222.18; Maricopa County;2765;1119
04013422219;Census Tract 4222.19; Maricopa County;2922;1298
04013422220;Census Tract 4222.20; Maricopa County;2008;760
04013422221;Census Tract 4222.21; Maricopa County;4051;2055
04013422222;Census Tract 4222.22; Maricopa County;2365;851
04013422301;Census Tract 4223.01; Maricopa County;5667;1853
04013422302;Census Tract 4223.02; Maricopa County;5512;1978
04013422304;Census Tract 4223.04; Maricopa County;2843;1299
04013422305;Census Tract 4223.05; Maricopa County;5275;2226
04013422307;Census Tract 4223.07; Maricopa County;4070;1628
04013422308;Census Tract 4223.08; Maricopa County;5554;1935
04013422309;Census Tract 4223.09; Maricopa County;4815;1893
04013422401;Census Tract 4224.01; Maricopa County;2969;1410
04013422402;Census Tract 4224.02; Maricopa County;5240;1732
04013422403;Census Tract 4224.03; Maricopa County;4863;1760
04013422404;Census Tract 4224.04; Maricopa County;4403;1461
04013422501;Census Tract 4225.01; Maricopa County;6305;2067
04013422502;Census Tract 4225.02; Maricopa County;6503;2144
04013422503;Census Tract 4225.03; Maricopa County;6946;2511
04013422504;Census Tract 4225.04; Maricopa County;5144;1971
04013422506;Census Tract 4225.06; Maricopa County;4854;1787
04013422507;Census Tract 4225.07; Maricopa County;4473;1659
04013422508;Census Tract 4225.08; Maricopa County;3002;1240
04013422509;Census Tract 4225.09; Maricopa County;5023;1738
04013422510;Census Tract 4225.10; Maricopa County;3086;964
04013422511;Census Tract 4225.11; Maricopa County;2722;960
04013422512;Census Tract 4225.12; Maricopa County;4891;1590
04013422513;Census Tract 4225.13; Maricopa County;4408;1773
04013422514;Census Tract 4225.14; Maricopa County;5795;1877
04013422606;Census Tract 4226.06; Maricopa County;11064;3138
04013422607;Census Tract 4226.07; Maricopa County;4198;3032
04013422609;Census Tract 4226.09; Maricopa County;4556;1914
04013422610;Census Tract 4226.10; Maricopa County;3138;2572
04013422615;Census Tract 4226.15; Maricopa County;7098;2752
04013422616;Census Tract 4226.16; Maricopa County;4779;2526
04013422617;Census Tract 4226.17; Maricopa County;5846;2040
04013422618;Census Tract 4226.18; Maricopa County;2632;2383
04013422620;Census Tract 4226.20; Maricopa County;3262;948
04013422621;Census Tract 4226.21; Maricopa County;4476;1368
04013422622;Census Tract 4226.22; Maricopa County;4091;1371
04013422623;Census Tract 4226.23; Maricopa County;7425;2389
04013422624;Census Tract 4226.24; Maricopa County;2589;3064
04013422625;Census Tract 4226.25; Maricopa County;4541;2268
04013422626;Census Tract 4226.26; Maricopa County;2664;2268
04013422627;Census Tract 4226.27; Maricopa County;3723;1933
04013422628;Census Tract 4226.28; Maricopa County;3472;1833
04013422629;Census Tract 4226.29; Maricopa County;3103;1647
04013422630;Census Tract 4226.30; Maricopa County;4999;2573
04013422631;Census Tract 4226.31; Maricopa County;4512;2051
04013422632;Census Tract 4226.32; Maricopa County;3992;2035
04013422633;Census Tract 4226.33; Maricopa County;2966;1549
04013422634;Census Tract 4226.34; Maricopa County;5069;2443
04013422635;Census Tract 4226.35; Maricopa County;1791;1570
04013422636;Census Tract 4226.36; Maricopa County;2661;1333
04013422637;Census Tract 4226.37; Maricopa County;3487;1179
04013422638;Census Tract 4226.38; Maricopa County;4390;1731
04013422639;Census Tract 4226.39; Maricopa County;3603;3190
04013422640;Census Tract 4226.40; Maricopa County;4563;2660
04013422641;Census Tract 4226.41; Maricopa County;7881;2703
04013422642;Census Tract 4226.42; Maricopa County;5533;2184
04013422643;Census Tract 4226.43; Maricopa County;6065;1941
04013422644;Census Tract 4226.44; Maricopa County;9764;4569
04013422646;Census Tract 4226.46; Maricopa County;13026;3596
04013522800;Census Tract 5228; Maricopa County;981;692
04013522901;Census Tract 5229.01; Maricopa County;4387;1967
04013522903;Census Tract 5229.03; Maricopa County;4765;1637
04013522904;Census Tract 5229.04; Maricopa County;4795;1563
04013523002;Census Tract 5230.02; Maricopa County;5676;1901
04013523003;Census Tract 5230.03; Maricopa County;6678;2606
04013523005;Census Tract 5230.05; Maricopa County;4741;1946
04013523006;Census Tract 5230.06; Maricopa County;5910;2297
04013523102;Census Tract 5231.02; Maricopa County;5540;1917
04013523103;Census Tract 5231.03; Maricopa County;5751;2700
04013523104;Census Tract 5231.04; Maricopa County;6136;2562
04013610000;Census Tract 6100; Maricopa County;8147;2668
04013610100;Census Tract 6101; Maricopa County;630;313
04013610200;Census Tract 6102; Maricopa County;7313;4049
04013610300;Census Tract 6103; Maricopa County;9538;3458
04013610400;Census Tract 6104; Maricopa County;5617;1992
04013610500;Census Tract 6105; Maricopa County;7271;2842
04013610600;Census Tract 6106; Maricopa County;6069;2318
04013610700;Census Tract 6107; Maricopa County;7048;3066
04013610800;Census Tract 6108; Maricopa County;5472;1756
04013610900;Census Tract 6109; Maricopa County;10472;3593
04013611000;Census Tract 6110; Maricopa County;2768;874
04013611100;Census Tract 6111; Maricopa County;3757;1127
04013611200;Census Tract 6112; Maricopa County;6325;1925
04013611300;Census Tract 6113; Maricopa County;6568;2925
04013611400;Census Tract 6114; Maricopa County;6419;2169
04013611500;Census Tract 6115; Maricopa County;7645;2583
04013611600;Census Tract 6116; Maricopa County;2910;1138
04013611700;Census Tract 6117; Maricopa County;7181;2337
04013611800;Census Tract 6118; Maricopa County;7094;2459
04013611900;Census Tract 6119; Maricopa County;2949;992
04013612000;Census Tract 6120; Maricopa County;3423;1286
04013612200;Census Tract 6122; Maricopa County;5975;2371
04013612300;Census Tract 6123; Maricopa County;8309;3485
04013612400;Census Tract 6124; Maricopa County;8161;2994
04013612500;Census Tract 6125; Maricopa County;4303;1894
04013612600;Census Tract 6126; Maricopa County;2444;1063
04013612700;Census Tract 6127; Maricopa County;2276;958
04013612800;Census Tract 6128; Maricopa County;2335;948
04013612900;Census Tract 6129; Maricopa County;2769;1038
04013613000;Census Tract 6130; Maricopa County;5393;2044
04013613100;Census Tract 6131; Maricopa County;3215;1876
04013613200;Census Tract 6132; Maricopa County;4246;1535
04013613300;Census Tract 6133; Maricopa County;7507;2677
04013613400;Census Tract 6134; Maricopa County;3654;1438
04013613500;Census Tract 6135; Maricopa County;4449;1698
04013613600;Census Tract 6136; Maricopa County;6292;2252
04013613700;Census Tract 6137; Maricopa County;4911;1638
04013613800;Census Tract 6138; Maricopa County;4333;1436
04013613900;Census Tract 6139; Maricopa County;6276;1973
04013614000;Census Tract 6140; Maricopa County;4352;1536
04013614100;Census Tract 6141; Maricopa County;6643;2443
04013614200;Census Tract 6142; Maricopa County;4754;2026
04013614300;Census Tract 6143; Maricopa County;3112;1334
04013614400;Census Tract 6144; Maricopa County;4025;1526
04013614500;Census Tract 6145; Maricopa County;4283;1708
04013614600;Census Tract 6146; Maricopa County;6515;3108
04013614700;Census Tract 6147; Maricopa County;2977;1523
04013614800;Census Tract 6148; Maricopa County;3933;1856
04013614900;Census Tract 6149; Maricopa County;4273;1881
04013615000;Census Tract 6150; Maricopa County;10113;4108
04013615100;Census Tract 6151; Maricopa County;4495;1674
04013615200;Census Tract 6152; Maricopa County;7785;5446
04013615300;Census Tract 6153; Maricopa County;1983;1356
04013615400;Census Tract 6154; Maricopa County;2835;1889
04013615500;Census Tract 6155; Maricopa County;2553;2064
04013615600;Census Tract 6156; Maricopa County;2958;2238
04013615700;Census Tract 6157; Maricopa County;3159;1202
04013615800;Census Tract 6158; Maricopa County;4908;2162
04013615900;Census Tract 6159; Maricopa County;4252;1847
04013616000;Census Tract 6160; Maricopa County;2192;716
04013616100;Census Tract 6161; Maricopa County;3669;1552
04013616200;Census Tract 6162; Maricopa County;3557;1285
04013616300;Census Tract 6163; Maricopa County;2216;777
04013616400;Census Tract 6164; Maricopa County;5932;3122
04013616500;Census Tract 6165; Maricopa County;3591;1726
04013616600;Census Tract 6166; Maricopa County;6025;2259
04013616700;Census Tract 6167; Maricopa County;5231;2167
04013616800;Census Tract 6168; Maricopa County;5214;2356
04013616900;Census Tract 6169; Maricopa County;3991;2131
04013617000;Census Tract 6170; Maricopa County;6344;2820
04013617100;Census Tract 6171; Maricopa County;2403;946
04013617200;Census Tract 6172; Maricopa County;2628;1058
04013617300;Census Tract 6173; Maricopa County;3419;1448
04013617400;Census Tract 6174; Maricopa County;7063;4323
04013617500;Census Tract 6175; Maricopa County;3605;2220
04013617600;Census Tract 6176; Maricopa County;5660;2790
04013617700;Census Tract 6177; Maricopa County;3540;1737
04013617800;Census Tract 6178; Maricopa County;2350;902
04013617900;Census Tract 6179; Maricopa County;2828;1074
04013618000;Census Tract 6180; Maricopa County;4605;1620
04013618100;Census Tract 6181; Maricopa County;4483;1723
04013618200;Census Tract 6182; Maricopa County;4143;1620
04013618300;Census Tract 6183; Maricopa County;3136;1140
04013618400;Census Tract 6184; Maricopa County;3858;1538
04013618500;Census Tract 6185; Maricopa County;4286;1715
04013618600;Census Tract 6186; Maricopa County;5247;1995
04013618700;Census Tract 6187; Maricopa County;2982;1048
04013618800;Census Tract 6188; Maricopa County;4922;2389
04013618900;Census Tract 6189; Maricopa County;6934;3041
04013619000;Census Tract 6190; Maricopa County;3061;1539
04013619100;Census Tract 6191; Maricopa County;3334;1551
04013619200;Census Tract 6192; Maricopa County;5692;2613
04013619300;Census Tract 6193; Maricopa County;5282;2184
04013619400;Census Tract 6194; Maricopa County;5737;2326
04013619500;Census Tract 6195; Maricopa County;6077;2255
04013619600;Census Tract 6196; Maricopa County;1877;795
04013619700;Census Tract 6197; Maricopa County;4005;1468
04013619800;Census Tract 6198; Maricopa County;4731;2268
04013619900;Census Tract 6199; Maricopa County;6397;2375
04013723303;Census Tract 7233.03; Maricopa County;106;19
04013723304;Census Tract 7233.04; Maricopa County;5200;2220
04013723305;Census Tract 7233.05; Maricopa County;2611;960
04013723306;Census Tract 7233.06; Maricopa County;6413;45
04013723307;Census Tract 7233.07; Maricopa County;2022;782
04013723308;Census Tract 7233.08; Maricopa County;9969;3770
04013810000;Census Tract 8100; Maricopa County;2949;1219
04013810100;Census Tract 8101; Maricopa County;6609;2577
04013810200;Census Tract 8102; Maricopa County;3905;1378
04013810300;Census Tract 8103; Maricopa County;6097;2422
04013810400;Census Tract 8104; Maricopa County;4891;1973
04013810500;Census Tract 8105; Maricopa County;4557;2000
04013810600;Census Tract 8106; Maricopa County;6635;2556
04013810700;Census Tract 8107; Maricopa County;7068;2901
04013810800;Census Tract 8108; Maricopa County;4330;1676
04013810900;Census Tract 8109; Maricopa County;6128;2178
04013811000;Census Tract 8110; Maricopa County;2898;950
04013811100;Census Tract 8111; Maricopa County;2977;1183
04013811200;Census Tract 8112; Maricopa County;2871;1449
04013811300;Census Tract 8113; Maricopa County;3045;1017
04013811400;Census Tract 8114; Maricopa County;5067;1836
04013811500;Census Tract 8115; Maricopa County;2606;962
04013811600;Census Tract 8116; Maricopa County;4451;1613
04013811700;Census Tract 8117; Maricopa County;4438;1829
04013811800;Census Tract 8118; Maricopa County;2203;812
04013811900;Census Tract 8119; Maricopa County;5970;2210
04013812000;Census Tract 8120; Maricopa County;4989;1851
04013812100;Census Tract 8121; Maricopa County;6662;2308
04013812200;Census Tract 8122; Maricopa County;7472;2808
04013812300;Census Tract 8123; Maricopa County;4909;1775
04013812400;Census Tract 8124; Maricopa County;5207;1812
04013812500;Census Tract 8125; Maricopa County;2246;682
04013812600;Census Tract 8126; Maricopa County;5273;2567
04013812700;Census Tract 8127; Maricopa County;6544;2553
04013812800;Census Tract 8128; Maricopa County;7052;2248
04013812900;Census Tract 8129; Maricopa County;2840;1261
04013813000;Census Tract 8130; Maricopa County;5168;2095
04013813100;Census Tract 8131; Maricopa County;3563;1124
04013813200;Census Tract 8132; Maricopa County;3958;1306
04013813300;Census Tract 8133; Maricopa County;5824;1921
04013813400;Census Tract 8134; Maricopa County;3570;1369
04013813500;Census Tract 8135; Maricopa County;3302;962
04013813600;Census Tract 8136; Maricopa County;3877;1351
04013813700;Census Tract 8137; Maricopa County;2478;1787
04013813800;Census Tract 8138; Maricopa County;2629;2243
04013813900;Census Tract 8139; Maricopa County;5662;1926
04013814000;Census Tract 8140; Maricopa County;2573;1427
04013814100;Census Tract 8141; Maricopa County;5222;1767
04013814200;Census Tract 8142; Maricopa County;2642;946
04013814300;Census Tract 8143; Maricopa County;4000;1422
04013814400;Census Tract 8144; Maricopa County;4522;1758
04013814500;Census Tract 8145; Maricopa County;5060;1687
04013814600;Census Tract 8146; Maricopa County;5088;2027
04013814700;Census Tract 8147; Maricopa County;4034;1398
04013814800;Census Tract 8148; Maricopa County;9087;2995
04013814900;Census Tract 8149; Maricopa County;2979;966
04013815000;Census Tract 8150; Maricopa County;3969;1190
04013815100;Census Tract 8151; Maricopa County;5541;1699
04013815200;Census Tract 8152; Maricopa County;10771;3553
04013815300;Census Tract 8153; Maricopa County;3772;1081
04013815400;Census Tract 8154; Maricopa County;9601;3130
04013815500;Census Tract 8155; Maricopa County;7471;2638
04013815600;Census Tract 8156; Maricopa County;6381;1836
04013815700;Census Tract 8157; Maricopa County;5179;1687
04013815800;Census Tract 8158; Maricopa County;6486;2176
04013815900;Census Tract 8159; Maricopa County;10513;3022
04013816000;Census Tract 8160; Maricopa County;18328;5131
04013816100;Census Tract 8161; Maricopa County;6801;1975
04013816200;Census Tract 8162; Maricopa County;3729;1177
04013816300;Census Tract 8163; Maricopa County;6318;3226
04013816400;Census Tract 8164; Maricopa County;7707;2685
04013816500;Census Tract 8165; Maricopa County;4164;1338
04013816600;Census Tract 8166; Maricopa County;5675;1405
04013816700;Census Tract 8167; Maricopa County;2174;673
04013816800;Census Tract 8168; Maricopa County;6148;1989
04013816900;Census Tract 8169; Maricopa County;8390;2887
04013817000;Census Tract 8170; Maricopa County;3551;1193
04013817100;Census Tract 8171; Maricopa County;10074;3910
04013817200;Census Tract 8172; Maricopa County;7141;2331
04013817300;Census Tract 8173; Maricopa County;5485;3746
04013817400;Census Tract 8174; Maricopa County;2790;2208
04013817500;Census Tract 8175; Maricopa County;2911;2069
04013817600;Census Tract 8176; Maricopa County;2527;968
04013940700;Census Tract 9407; Maricopa County;123;47
04013941000;Census Tract 9410; Maricopa County;3191;877
04013941100;Census Tract 9411; Maricopa County;25;10
04013941200;Census Tract 9412; Maricopa County;1053;333
04013941300;Census Tract 9413; Maricopa County;7727;2598
04013980100;Census Tract 9801; Maricopa County;0;0
04013980400;Census Tract 9804; Maricopa County;13;0
04013980500;Census Tract 9805; Maricopa County;0;0
04013980600;Census Tract 9806; Maricopa County;4291;1313
04013980700;Census Tract 9807; Maricopa County;0;0
04019000100;Census Tract 1; Pima County;896;699
04019000200;Census Tract 2; Pima County;4751;2363
04019000300;Census Tract 3; Pima County;1432;909
04019000400;Census Tract 4; Pima County;3149;2004
04019000500;Census Tract 5; Pima County;12176;1772
04019000600;Census Tract 6; Pima County;5248;2486
04019000700;Census Tract 7; Pima County;5493;2616
04019000800;Census Tract 8; Pima County;1705;915
04019000900;Census Tract 9; Pima County;2589;1597
04019001000;Census Tract 10; Pima County;1165;438
04019001100;Census Tract 11; Pima County;2892;1079
04019001200;Census Tract 12; Pima County;3934;1375
04019001302;Census Tract 13.02; Pima County;1758;1090
04019001303;Census Tract 13.03; Pima County;2709;1557
04019001304;Census Tract 13.04; Pima County;5474;2694
04019001400;Census Tract 14; Pima County;6410;2921
04019001500;Census Tract 15; Pima County;5309;2429
04019001600;Census Tract 16; Pima County;3446;1924
04019001700;Census Tract 17; Pima County;2807;1659
04019001801;Census Tract 18.01; Pima County;4755;3001
04019001802;Census Tract 18.02; Pima County;2245;1521
04019001900;Census Tract 19; Pima County;3648;2163
04019002000;Census Tract 20; Pima County;6333;2905
04019002100;Census Tract 21; Pima County;6106;2100
04019002201;Census Tract 22.01; Pima County;3562;1310
04019002202;Census Tract 22.02; Pima County;3213;1271
04019002300;Census Tract 23; Pima County;5667;2228
04019002400;Census Tract 24; Pima County;5565;2158
04019002501;Census Tract 25.01; Pima County;5993;1820
04019002503;Census Tract 25.03; Pima County;4323;1735
04019002504;Census Tract 25.04; Pima County;5945;2550
04019002505;Census Tract 25.05; Pima County;6608;2528
04019002506;Census Tract 25.06; Pima County;8274;2920
04019002602;Census Tract 26.02; Pima County;4703;2775
04019002603;Census Tract 26.03; Pima County;3451;1488
04019002604;Census Tract 26.04; Pima County;3537;1986
04019002702;Census Tract 27.02; Pima County;4530;2970
04019002703;Census Tract 27.03; Pima County;3944;2122
04019002704;Census Tract 27.04; Pima County;2174;1217
04019002801;Census Tract 28.01; Pima County;2032;1152
04019002802;Census Tract 28.02; Pima County;4020;2200
04019002803;Census Tract 28.03; Pima County;2322;1175
04019002901;Census Tract 29.01; Pima County;6327;3119
04019002904;Census Tract 29.04; Pima County;3213;1959
04019002905;Census Tract 29.05; Pima County;3786;2409
04019002906;Census Tract 29.06; Pima County;2547;1509
04019003002;Census Tract 30.02; Pima County;4855;2266
04019003003;Census Tract 30.03; Pima County;4339;2490
04019003004;Census Tract 30.04; Pima County;1618;896
04019003101;Census Tract 31.01; Pima County;5424;3320
04019003102;Census Tract 31.02; Pima County;3728;1981
04019003200;Census Tract 32; Pima County;5604;3139
04019003302;Census Tract 33.02; Pima County;4138;1742
04019003303;Census Tract 33.03; Pima County;3805;2041
04019003304;Census Tract 33.04; Pima County;3196;1991
04019003400;Census Tract 34; Pima County;6055;2567
04019003501;Census Tract 35.01; Pima County;7761;3320
04019003502;Census Tract 35.02; Pima County;4115;2063
04019003503;Census Tract 35.03; Pima County;4288;1775
04019003504;Census Tract 35.04; Pima County;2869;1110
04019003600;Census Tract 36; Pima County;5557;1659
04019003702;Census Tract 37.02; Pima County;6997;2519
04019003704;Census Tract 37.04; Pima County;5001;1713
04019003705;Census Tract 37.05; Pima County;6377;2119
04019003706;Census Tract 37.06; Pima County;5267;2257
04019003707;Census Tract 37.07; Pima County;3321;1248
04019003801;Census Tract 38.01; Pima County;3312;1382
04019003802;Census Tract 38.02; Pima County;5337;1877
04019003901;Census Tract 39.01; Pima County;2041;663
04019003902;Census Tract 39.02; Pima County;2843;939
04019003903;Census Tract 39.03; Pima County;3472;1003
04019004008;Census Tract 40.08; Pima County;4233;2047
04019004010;Census Tract 40.10; Pima County;2974;1563
04019004011;Census Tract 40.11; Pima County;8024;3489
04019004022;Census Tract 40.22; Pima County;7021;2779
04019004025;Census Tract 40.25; Pima County;6874;3044
04019004026;Census Tract 40.26; Pima County;5749;2364
04019004029;Census Tract 40.29; Pima County;4395;1682
04019004030;Census Tract 40.30; Pima County;1879;718
04019004031;Census Tract 40.31; Pima County;3802;2322
04019004032;Census Tract 40.32; Pima County;3564;2035
04019004033;Census Tract 40.33; Pima County;4306;1861
04019004034;Census Tract 40.34; Pima County;3904;1464
04019004035;Census Tract 40.35; Pima County;3718;1893
04019004036;Census Tract 40.36; Pima County;2737;1214
04019004037;Census Tract 40.37; Pima County;2923;1273
04019004038;Census Tract 40.38; Pima County;3069;1122
04019004039;Census Tract 40.39; Pima County;2379;1814
