GEOID;tract;county;hh_count;median_hh_inc;mean_hh_inc
04019003601;Census Tract 36.01; Pima County;1348;58019;64752
04019003702;Census Tract 37.02; Pima County;2376;34837;51509
04019003704;Census Tract 37.04; Pima County;1479;45578;57677
04019003705;Census Tract 37.05; Pima County;1760;47649;60177
04019003706;Census Tract 37.06; Pima County;2342;46591;72367
04019003707;Census Tract 37.07; Pima County;1251;52917;72834
04019003801;Census Tract 38.01; Pima County;1160;31867;43140
04019003802;Census Tract 38.02; Pima County;1738;42500;54748
04019003901;Census Tract 39.01; Pima County;601;43646;58019
04019003902;Census Tract 39.02; Pima County;863;53932;69490
04019003903;Census Tract 39.03; Pima County;1020;51250;60528
04019004008;Census Tract 40.08; Pima County;2051;64583;73031
04019004010;Census Tract 40.10; Pima County;1466;55545;66606
04019004026;Census Tract 40.26; Pima County;2120;93750;118416
04019004029;Census Tract 40.29; Pima County;1732;54228;60987
04019004030;Census Tract 40.30; Pima County;698;149250;245175
04019004031;Census Tract 40.31; Pima County;2105;71672;78819
04019004032;Census Tract 40.32; Pima County;1930;70686;87068
04019004033;Census Tract 40.33; Pima County;1885;40550;67174
04019004034;Census Tract 40.34; Pima County;1258;50927;64516
04019004035;Census Tract 40.35; Pima County;1693;50945;65044
04019004036;Census Tract 40.36; Pima County;1117;63867;75763
04019004037;Census Tract 40.37; Pima County;1116;52708;82992
04019004038;Census Tract 40.38; Pima County;1036;60976;70497
04019004039;Census Tract 40.39; Pima County;1651;35635;47433
04019004042;Census Tract 40.42; Pima County;2473;71875;109371
04019004043;Census Tract 40.43; Pima County;1490;95500;95659
04019004044;Census Tract 40.44; Pima County;1624;110294;141079
04019004046;Census Tract 40.46; Pima County;2076;80878;104069
04019004047;Census Tract 40.47; Pima County;1166;94688;115742
04019004048;Census Tract 40.48; Pima County;1678;73914;82031
04019004049;Census Tract 40.49; Pima County;1514;55928;70930
04019004050;Census Tract 40.50; Pima County;705;100139;117261
04019004051;Census Tract 40.51; Pima County;2091;130938;162474
04019004052;Census Tract 40.52; Pima County;894;116154;141674
04019004053;Census Tract 40.53; Pima County;1280;103083;124636
04019004054;Census Tract 40.54; Pima County;564;102500;132525
04019004055;Census Tract 40.55; Pima County;1541;81406;118436
04019004056;Census Tract 40.56; Pima County;829;67670;87166
04019004057;Census Tract 40.57; Pima County;1648;82733;99224
04019004058;Census Tract 40.58; Pima County;1999;61094;77757
04019004061;Census Tract 40.61; Pima County;1901;100813;107484
04019004062;Census Tract 40.62; Pima County;2571;114924;124017
04019004063;Census Tract 40.63; Pima County;2495;108314;112432
04019004065;Census Tract 40.65; Pima County;1310;103077;127713
04019004066;Census Tract 40.66; Pima County;894;134500;135323
04019004067;Census Tract 40.67; Pima County;1615;48885;62868
04019004068;Census Tract 40.68; Pima County;2203;52788;74187
04019004069;Census Tract 40.69; Pima County;1701;46601;54358
04019004070;Census Tract 40.70; Pima County;1393;42847;55359
04019004071;Census Tract 40.71; Pima County;2371;41189;62900
04019004072;Census Tract 40.72; Pima County;1134;70385;77343
04019004073;Census Tract 40.73; Pima County;1973;81927;96155
04019004074;Census Tract 40.74; Pima County;667;80938;94687
04019004075;Census Tract 40.75; Pima County;1061;50139;65525
04019004076;Census Tract 40.76; Pima County;1910;48349;79783
04019004077;Census Tract 40.77; Pima County;1216;95547;103833
04019004078;Census Tract 40.78; Pima County;1517;59663;77883
04019004079;Census Tract 40.79; Pima County;1297;104659;138976
04019004080;Census Tract 40.80; Pima County;1523;169028;194411
04019004081;Census Tract 40.81; Pima County;1776;146528;150038
04019004082;Census Tract 40.82; Pima County;1834;144674;141088
04019004109;Census Tract 41.09; Pima County;2182;92083;100524
04019004110;Census Tract 41.10; Pima County;918;54286;59106
04019004112;Census Tract 41.12; Pima County;956;58636;70329
04019004114;Census Tract 41.14; Pima County;1573;45850;62238
04019004115;Census Tract 41.15; Pima County;2527;45330;50620
04019004116;Census Tract 41.16; Pima County;903;51058;60819
04019004117;Census Tract 41.17; Pima County;1934;53870;60424
04019004118;Census Tract 41.18; Pima County;1765;73281;75781
04019004122;Census Tract 41.22; Pima County;1264;53864;73649
04019004126;Census Tract 41.26; Pima County;2082;99605;104169
04019004127;Census Tract 41.27; Pima County;2038;118828;135480
04019004128;Census Tract 41.28; Pima County;1542;102411;106660
04019004129;Census Tract 41.29; Pima County;1742;94400;117507
04019004130;Census Tract 41.30; Pima County;1038;102500;145559
04019004131;Census Tract 41.31; Pima County;1965;96823;103319
04019004132;Census Tract 41.32; Pima County;1480;80473;117659
04019004133;Census Tract 41.33; Pima County;1338;50519;75919
04019004307;Census Tract 43.07; Pima County;1867;52676;68934
04019004310;Census Tract 43.10; Pima County;987;91775;99201
04019004311;Census Tract 43.11; Pima County;1487;74178;83239
04019004312;Census Tract 43.12; Pima County;2112;66852;76592
04019004313;Census Tract 43.13; Pima County;1791;58346;66356
04019004316;Census Tract 43.16; Pima County;1195;55402;66881
04019004317;Census Tract 43.17; Pima County;1864;43936;66749
04019004320;Census Tract 43.20; Pima County;943;53051;77203
04019004321;Census Tract 43.21; Pima County;1623;73427;80071
04019004322;Census Tract 43.22; Pima County;1960;65833;78688
04019004323;Census Tract 43.23; Pima County;1135;120144;122043
04019004324;Census Tract 43.24; Pima County;1714;61269;72667
04019004325;Census Tract 43.25; Pima County;849;80365;95712
04019004326;Census Tract 43.26; Pima County;1116;72075;84252
04019004327;Census Tract 43.27; Pima County;2172;61167;82873
04019004328;Census Tract 43.28; Pima County;2084;69671;102359
04019004330;Census Tract 43.30; Pima County;1108;49479;68658
04019004332;Census Tract 43.32; Pima County;1173;70039;82835
04019004333;Census Tract 43.33; Pima County;1181;71183;85662
04019004335;Census Tract 43.35; Pima County;2454;110082;122353
04019004336;Census Tract 43.36; Pima County;1152;106714;114953
04019004337;Census Tract 43.37; Pima County;1322;53056;60437
04019004338;Census Tract 43.38; Pima County;706;52656;57992
04019004339;Census Tract 43.39; Pima County;2211;101458;109029
04019004340;Census Tract 43.40; Pima County;1948;65682;87960
04019004404;Census Tract 44.04; Pima County;2049;48199;65086
04019004407;Census Tract 44.07; Pima County;2385;44053;55659
04019004412;Census Tract 44.12; Pima County;1387;87305;108455
04019004413;Census Tract 44.13; Pima County;1480;58558;79591
04019004414;Census Tract 44.14; Pima County;1240;71667;84158
04019004415;Census Tract 44.15; Pima County;697;66528;76530
04019004418;Census Tract 44.18; Pima County;1510;104769;120736
04019004419;Census Tract 44.19; Pima County;2492;51760;74759
04019004422;Census Tract 44.22; Pima County;2522;82431;98414
04019004423;Census Tract 44.23; Pima County;1654;61282;73419
04019004424;Census Tract 44.24; Pima County;1339;50116;73680
04019004425;Census Tract 44.25; Pima County;2254;54869;65730
04019004426;Census Tract 44.26; Pima County;1101;92159;106991
04019004428;Census Tract 44.28; Pima County;1477;149010;172978
04019004430;Census Tract 44.30; Pima County;1015;78359;107456
04019004431;Census Tract 44.31; Pima County;2349;101740;114812
04019004432;Census Tract 44.32; Pima County;1625;40028;46749
04019004433;Census Tract 44.33; Pima County;1520;129464;127257
04019004434;Census Tract 44.34; Pima County;1242;58487;75015
04019004435;Census Tract 44.35; Pima County;1533;78010;89251
04019004436;Census Tract 44.36; Pima County;1878;86453;96472
04019004437;Census Tract 44.37; Pima County;1272;105379;108451
04019004438;Census Tract 44.38; Pima County;1267;104485;113845
04019004439;Census Tract 44.39; Pima County;1116;116346;121106
04019004440;Census Tract 44.40; Pima County;1692;131174;164710
04019004505;Census Tract 45.05; Pima County;1714;35300;48521
04019004506;Census Tract 45.06; Pima County;2090;36230;52270
04019004508;Census Tract 45.08; Pima County;2059;36738;44380
04019004510;Census Tract 45.10; Pima County;1706;29106;38763
04019004511;Census Tract 45.11; Pima County;2060;44902;60173
04019004512;Census Tract 45.12; Pima County;1850;36695;56551
04019004513;Census Tract 45.13; Pima County;1464;33153;44157
04019004514;Census Tract 45.14; Pima County;1331;30114;41935
04019004515;Census Tract 45.15; Pima County;1446;44097;59564
04019004610;Census Tract 46.10; Pima County;2670;79187;105259
04019004613;Census Tract 46.13; Pima County;1680;51434;67486
04019004614;Census Tract 46.14; Pima County;1401;88098;118914
04019004615;Census Tract 46.15; Pima County;1175;90125;117739
04019004616;Census Tract 46.16; Pima County;1852;75811;98856
04019004617;Census Tract 46.17; Pima County;1396;58588;82898
04019004618;Census Tract 46.18; Pima County;1499;62091;76306
04019004619;Census Tract 46.19; Pima County;1932;91354;127894
04019004620;Census Tract 46.20; Pima County;923;57992;71988
04019004621;Census Tract 46.21; Pima County;1241;69603;89966
04019004622;Census Tract 46.22; Pima County;1613;55554;84366
04019004623;Census Tract 46.23; Pima County;2798;85871;119048
04019004624;Census Tract 46.24; Pima County;2334;80764;85588
04019004625;Census Tract 46.25; Pima County;1228;59889;77801
04019004626;Census Tract 46.26; Pima County;1757;47311;54916
04019004627;Census Tract 46.27; Pima County;1036;69706;83061
04019004628;Census Tract 46.28; Pima County;513;88250;107471
04019004630;Census Tract 46.30; Pima County;858;72572;97220
04019004631;Census Tract 46.31; Pima County;1567;88731;98711
04019004632;Census Tract 46.32; Pima County;1090;92093;110807
04019004633;Census Tract 46.33; Pima County;1307;101583;108300
04019004634;Census Tract 46.34; Pima County;651;160179;190681
04019004635;Census Tract 46.35; Pima County;2288;105459;125681
04019004636;Census Tract 46.36; Pima County;2634;113913;142525
04019004639;Census Tract 46.39; Pima County;1833;142250;169828
04019004640;Census Tract 46.40; Pima County;2540;121221;177228
04019004641;Census Tract 46.41; Pima County;1590;118333;148182
04019004642;Census Tract 46.42; Pima County;2053;115875;148596
04019004643;Census Tract 46.43; Pima County;2103;82422;99162
04019004644;Census Tract 46.44; Pima County;979;89583;90108
04019004645;Census Tract 46.45; Pima County;1940;86997;100499
04019004646;Census Tract 46.46; Pima County;1791;87092;106799
04019004647;Census Tract 46.47; Pima County;1382;77926;86168
04019004648;Census Tract 46.48; Pima County;2680;96639;110200
04019004649;Census Tract 46.49; Pima County;925;118542;187391
04019004650;Census Tract 46.50; Pima County;2730;117755;140766
04019004710;Census Tract 47.10; Pima County;2138;50948;72949
04019004711;Census Tract 47.11; Pima County;1932;128500;184168
04019004712;Census Tract 47.12; Pima County;1617;89489;164061
04019004713;Census Tract 47.13; Pima County;2011;139205;190019
04019004714;Census Tract 47.14; Pima County;2602;129406;178036
04019004715;Census Tract 47.15; Pima County;1683;56211;73758
04019004717;Census Tract 47.17; Pima County;1022;151705;204582
04019004718;Census Tract 47.18; Pima County;992;85114;143130
04019004720;Census Tract 47.20; Pima County;650;106875;146409
04019004721;Census Tract 47.21; Pima County;2283;84095;120679
04019004722;Census Tract 47.22; Pima County;1239;91510;131857
04019004723;Census Tract 47.23; Pima County;2322;79323;125651
04019004724;Census Tract 47.24; Pima County;1008;108793;141095
04019004725;Census Tract 47.25; Pima County;1771;53682;86756
04019004726;Census Tract 47.26; Pima County;1709;135725;191435
04019004727;Census Tract 47.27; Pima County;1094;81419;125159
04019004728;Census Tract 47.28; Pima County;2002;102722;116188
04019004729;Census Tract 47.29; Pima County;1222;107679;179031
04019004730;Census Tract 47.30; Pima County;1295;151797;210989
04019005200;Census Tract 52; Pima County;1610;44412;59187
04019005300;Census Tract 53; Pima County;1449;109189;136318
04019005400;Census Tract 54; Pima County;1680;54625;84859
04019940800;Census Tract 9408; Pima County;1144;30490;48481
04019940900;Census Tract 9409; Pima County;853;49350;68229
04019941000;Census Tract 9410; Pima County;1065;45439;52813
04019941100;Census Tract 9411; Pima County;604;33500;49023
04019980001;Census Tract 9800.01; Pima County;0;-;-
04019980002;Census Tract 9800.02; Pima County;0;-;-
04019980100;Census Tract 9801; Pima County;0;-;-
04019980200;Census Tract 9802; Pima County;0;-;-
04019980300;Census Tract 9803; Pima County;0;-;-
04019980400;Census Tract 9804; Pima County;0;-;-
04021000201;Census Tract 2.01; Pinal County;3124;71588;89845
04021000204;Census Tract 2.04; Pinal County;4297;105130;123952
04021000206;Census Tract 2.06; Pinal County;3291;103683;115446
04021000208;Census Tract 2.08; Pinal County;1360;78050;127912
04021000211;Census Tract 2.11; Pinal County;1559;87813;87117
04021000212;Census Tract 2.12; Pinal County;2487;77398;97320
04021000215;Census Tract 2.15; Pinal County;1028;104435;154645
04021000216;Census Tract 2.16; Pinal County;1371;106422;108170
04021000217;Census Tract 2.17; Pinal County;2196;77234;122831
04021000218;Census Tract 2.18; Pinal County;2114;77222;114853
04021000219;Census Tract 2.19; Pinal County;1258;87935;102840
04021000220;Census Tract 2.20; Pinal County;1237;88631;93190
04021000221;Census Tract 2.21; Pinal County;1765;91422;95523
04021000222;Census Tract 2.22; Pinal County;2088;102500;94701
04021000223;Census Tract 2.23; Pinal County;1568;106429;111182
04021000224;Census Tract 2.24; Pinal County;2231;84346;96978
04021000225;Census Tract 2.25; Pinal County;881;85851;98753
04021000226;Census Tract 2.26; Pinal County;2151;82961;97634
04021000227;Census Tract 2.27; Pinal County;1724;120750;107994
04021000228;Census Tract 2.28; Pinal County;742;87089;79946
04021000229;Census Tract 2.29; Pinal County;1978;69615;83019
04021000307;Census Tract 3.07; Pinal County;898;111346;131012
04021000309;Census Tract 3.09; Pinal County;1473;43284;59209
04021000310;Census Tract 3.10; Pinal County;1260;46447;63775
04021000311;Census Tract 3.11; Pinal County;1343;83915;122175
04021000312;Census Tract 3.12; Pinal County;1741;56525;69798
04021000313;Census Tract 3.13; Pinal County;1984;55459;69688
04021000315;Census Tract 3.15; Pinal County;2274;65942;87825
04021000316;Census Tract 3.16; Pinal County;3446;103816;129052
04021000317;Census Tract 3.17; Pinal County;1256;49385;87784
04021000319;Census Tract 3.19; Pinal County;1074;61638;68820
04021000320;Census Tract 3.20; Pinal County;1191;47718;50502
04021000321;Census Tract 3.21; Pinal County;1529;54005;53020
04021000322;Census Tract 3.22; Pinal County;972;77610;80248
04021000323;Census Tract 3.23; Pinal County;1389;78931;94371
04021000324;Census Tract 3.24; Pinal County;2326;58729;76660
04021000325;Census Tract 3.25; Pinal County;1276;52312;62504
04021000400;Census Tract 4; Pinal County;1324;39600;52666
04021000603;Census Tract 6.03; Pinal County;2931;115347;129488
04021000604;Census Tract 6.04; Pinal County;2431;83822;106932
04021000700;Census Tract 7; Pinal County;1626;45625;54354
04021000802;Census Tract 8.02; Pinal County;2533;63507;76721
04021000804;Census Tract 8.04; Pinal County;845;39025;46665
04021000805;Census Tract 8.05; Pinal County;2759;74025;95977
04021000806;Census Tract 8.06; Pinal County;2272;105188;128657
04021000807;Census Tract 8.07; Pinal County;72;46842;68489
04021000808;Census Tract 8.08; Pinal County;248;76563;84833
04021000902;Census Tract 9.02; Pinal County;1133;71719;78958
04021000903;Census Tract 9.03; Pinal County;0;-;-
04021000904;Census Tract 9.04; Pinal County;428;39737;52424
04021001000;Census Tract 10; Pinal County;1524;42943;55329
04021001100;Census Tract 11; Pinal County;2734;70533;95044
04021001200;Census Tract 12; Pinal County;1623;61458;76259
04021001303;Census Tract 13.03; Pinal County;567;79750;96149
04021001305;Census Tract 13.05; Pinal County;2424;60045;74121
04021001306;Census Tract 13.06; Pinal County;2152;56544;71923
04021001307;Census Tract 13.07; Pinal County;2080;65457;72136
04021001308;Census Tract 13.08; Pinal County;618;41000;56639
04021001309;Census Tract 13.09; Pinal County;2015;80984;84345
04021001310;Census Tract 13.10; Pinal County;1362;85000;94644
04021001403;Census Tract 14.03; Pinal County;1911;60125;95811
04021001404;Census Tract 14.04; Pinal County;1209;74652;97545
04021001405;Census Tract 14.05; Pinal County;1801;61236;84931
04021001406;Census Tract 14.06; Pinal County;1764;47202;162002
04021001407;Census Tract 14.07; Pinal County;656;57045;61291
04021001408;Census Tract 14.08; Pinal County;1204;78026;94337
04021001500;Census Tract 15; Pinal County;1191;43892;88016
04021001600;Census Tract 16; Pinal County;2137;72723;83350
04021001701;Census Tract 17.01; Pinal County;449;96544;96653
04021001704;Census Tract 17.04; Pinal County;2243;88432;96713
04021001705;Census Tract 17.05; Pinal County;2721;104952;111493
04021001706;Census Tract 17.06; Pinal County;1697;91185;99962
04021001707;Census Tract 17.07; Pinal County;1718;94493;110709
04021001709;Census Tract 17.09; Pinal County;2228;86080;112143
04021001712;Census Tract 17.12; Pinal County;1577;79018;85740
04021001713;Census Tract 17.13; Pinal County;992;83221;94060
04021001714;Census Tract 17.14; Pinal County;1428;86582;97506
04021001715;Census Tract 17.15; Pinal County;1615;85609;101914
04021001716;Census Tract 17.16; Pinal County;1649;96536;110809
04021001717;Census Tract 17.17; Pinal County;1001;76490;85724
04021001900;Census Tract 19; Pinal County;848;43500;53496
04021002001;Census Tract 20.01; Pinal County;1855;71948;85080
04021002004;Census Tract 20.04; Pinal County;1355;56181;61202
04021002005;Census Tract 20.05; Pinal County;147;71250;83395
04021002104;Census Tract 21.04; Pinal County;1603;47453;58957
04021002105;Census Tract 21.05; Pinal County;1933;55844;67227
04021002106;Census Tract 21.06; Pinal County;513;-;74461
04021002107;Census Tract 21.07; Pinal County;1367;76034;88161
04021002200;Census Tract 22; Pinal County;2046;63706;97315
04021002300;Census Tract 23; Pinal County;1038;62722;72526
04021002400;Census Tract 24; Pinal County;719;44967;52067
04021941200;Census Tract 9412; Pinal County;1937;34564;59484
04021941300;Census Tract 9413; Pinal County;713;34125;47616
04021941401;Census Tract 9414.01; Pinal County;1933;57112;78947
04021941402;Census Tract 9414.02; Pinal County;709;48201;82225
