GEOID;tract;county;hh_count;median_hh_inc;mean_hh_inc
04013060902;Census Tract 609.02; Maricopa County;944;42377;49717
04013060903;Census Tract 609.03; Maricopa County;1548;54356;62784
04013060904;Census Tract 609.04; Maricopa County;1071;53264;62855
04013061009;Census Tract 610.09; Maricopa County;3993;86030;101774
04013061010;Census Tract 610.10; Maricopa County;2368;79769;96101
04013061011;Census Tract 610.11; Maricopa County;1907;92697;100708
04013061012;Census Tract 610.12; Maricopa County;2706;76348;98588
04013061013;Census Tract 610.13; Maricopa County;1830;84483;109881
04013061014;Census Tract 610.14; Maricopa County;2580;56090;73081
04013061015;Census Tract 610.15; Maricopa County;1812;81484;102177
04013061016;Census Tract 610.16; Maricopa County;2219;115292;130695
04013061017;Census Tract 610.17; Maricopa County;0;-;-
04013061018;Census Tract 610.18; Maricopa County;2491;64255;83623
04013061019;Census Tract 610.19; Maricopa County;1591;77804;86553
04013061020;Census Tract 610.20; Maricopa County;1149;112658;107328
04013061021;Census Tract 610.21; Maricopa County;553;112228;128450
04013061022;Census Tract 610.22; Maricopa County;3204;69696;91210
04013061023;Census Tract 610.23; Maricopa County;3334;79061;91286
04013061024;Census Tract 610.24; Maricopa County;610;62361;74734
04013061025;Census Tract 610.25; Maricopa County;3171;81701;91843
04013061026;Census Tract 610.26; Maricopa County;1754;69355;84314
04013061027;Census Tract 610.27; Maricopa County;2015;73138;75303
04013061028;Census Tract 610.28; Maricopa County;1173;61625;78119
04013061029;Census Tract 610.29; Maricopa County;2047;57147;70755
04013061030;Census Tract 610.30; Maricopa County;2341;89311;106881
04013061031;Census Tract 610.31; Maricopa County;1705;80979;90503
04013061032;Census Tract 610.32; Maricopa County;1944;78350;83306
04013061033;Census Tract 610.33; Maricopa County;2099;69458;75368
04013061034;Census Tract 610.34; Maricopa County;2151;84957;108726
04013061035;Census Tract 610.35; Maricopa County;2358;63011;75719
04013061036;Census Tract 610.36; Maricopa County;1222;94300;107778
04013061037;Census Tract 610.37; Maricopa County;1686;99322;100653
04013061038;Census Tract 610.38; Maricopa County;1391;75579;83010
04013061039;Census Tract 610.39; Maricopa County;1332;104464;110275
04013061040;Census Tract 610.40; Maricopa County;1514;57827;66606
04013061041;Census Tract 610.41; Maricopa County;1365;70375;70973
04013061042;Census Tract 610.42; Maricopa County;915;59233;68200
04013061043;Census Tract 610.43; Maricopa County;772;63828;83476
04013061044;Census Tract 610.44; Maricopa County;2510;87188;101196
04013061045;Census Tract 610.45; Maricopa County;2167;109107;122163
04013061046;Census Tract 610.46; Maricopa County;2232;52664;65564
04013061047;Census Tract 610.47; Maricopa County;1079;123598;142860
04013061100;Census Tract 611; Maricopa County;506;54853;64659
04013061200;Census Tract 612; Maricopa County;1918;30224;39263
04013061300;Census Tract 613; Maricopa County;646;42378;50426
04013061401;Census Tract 614.01; Maricopa County;689;30809;36034
04013061402;Census Tract 614.02; Maricopa County;1764;32180;49739
04013071503;Census Tract 715.03; Maricopa County;2916;37081;50748
04013071504;Census Tract 715.04; Maricopa County;2109;45453;54611
04013071505;Census Tract 715.05; Maricopa County;3827;40840;53055
04013071506;Census Tract 715.06; Maricopa County;2352;47326;57827
04013071509;Census Tract 715.09; Maricopa County;2000;89500;96666
04013071510;Census Tract 715.10; Maricopa County;1202;118889;131903
04013071511;Census Tract 715.11; Maricopa County;1383;60598;74304
04013071512;Census Tract 715.12; Maricopa County;1963;84681;99818
04013071513;Census Tract 715.13; Maricopa County;522;111250;158205
04013071514;Census Tract 715.14; Maricopa County;1463;82411;92195
04013071515;Census Tract 715.15; Maricopa County;1478;68900;83552
04013071516;Census Tract 715.16; Maricopa County;1948;40099;49801
04013071517;Census Tract 715.17; Maricopa County;1313;75984;80962
04013071600;Census Tract 716; Maricopa County;1692;31192;45275
04013071701;Census Tract 717.01; Maricopa County;905;62481;67307
04013071702;Census Tract 717.02; Maricopa County;1937;37483;43847
04013071801;Census Tract 718.01; Maricopa County;2848;36786;45113
04013071802;Census Tract 718.02; Maricopa County;2149;34267;50892
04013071903;Census Tract 719.03; Maricopa County;2080;58824;68816
04013071906;Census Tract 719.06; Maricopa County;1771;58206;68183
04013071909;Census Tract 719.09; Maricopa County;1614;57557;64876
04013071910;Census Tract 719.10; Maricopa County;2246;46728;56010
04013071911;Census Tract 719.11; Maricopa County;944;75300;88616
04013071912;Census Tract 719.12; Maricopa County;1098;36818;47556
04013071913;Census Tract 719.13; Maricopa County;1789;54235;58912
04013071914;Census Tract 719.14; Maricopa County;889;57981;60653
04013071915;Census Tract 719.15; Maricopa County;1174;60679;65855
04013082002;Census Tract 820.02; Maricopa County;2356;60924;62166
04013082007;Census Tract 820.07; Maricopa County;1263;51169;57074
04013082008;Census Tract 820.08; Maricopa County;1490;48663;62148
04013082009;Census Tract 820.09; Maricopa County;1393;56168;65242
04013082010;Census Tract 820.10; Maricopa County;1201;47472;59735
04013082012;Census Tract 820.12; Maricopa County;1983;67582;74195
04013082016;Census Tract 820.16; Maricopa County;773;73021;83416
04013082017;Census Tract 820.17; Maricopa County;1307;65196;74065
04013082018;Census Tract 820.18; Maricopa County;1487;58258;66784
04013082019;Census Tract 820.19; Maricopa County;857;93490;95888
04013082020;Census Tract 820.20; Maricopa County;1283;86172;89451
04013082021;Census Tract 820.21; Maricopa County;692;67188;77424
04013082022;Census Tract 820.22; Maricopa County;1611;53162;69680
04013082023;Census Tract 820.23; Maricopa County;1727;77199;90142
04013082024;Census Tract 820.24; Maricopa County;1546;56629;64584
04013082025;Census Tract 820.25; Maricopa County;842;80000;79445
04013082026;Census Tract 820.26; Maricopa County;1942;68182;80780
04013082027;Census Tract 820.27; Maricopa County;1434;60976;80371
04013082028;Census Tract 820.28; Maricopa County;1387;54273;61826
04013082203;Census Tract 822.03; Maricopa County;3060;81553;85195
04013082204;Census Tract 822.04; Maricopa County;1530;69444;78261
04013082205;Census Tract 822.05; Maricopa County;1671;65572;72446
04013082206;Census Tract 822.06; Maricopa County;1161;83828;97206
04013082207;Census Tract 822.07; Maricopa County;922;56774;68789
04013082208;Census Tract 822.08; Maricopa County;777;59362;63539
04013082209;Census Tract 822.09; Maricopa County;847;49564;54777
04013082210;Census Tract 822.10; Maricopa County;1420;65286;74935
04013082211;Census Tract 822.11; Maricopa County;1617;78566;84979
04013083000;Census Tract 830; Maricopa County;2046;45952;58170
04013092305;Census Tract 923.05; Maricopa County;1429;52363;60889
04013092306;Census Tract 923.06; Maricopa County;2110;57341;70889
04013092307;Census Tract 923.07; Maricopa County;2133;62619;81270
04013092308;Census Tract 923.08; Maricopa County;2352;55202;61377
04013092309;Census Tract 923.09; Maricopa County;1928;62522;72579
04013092311;Census Tract 923.11; Maricopa County;1292;31389;43992
04013092312;Census Tract 923.12; Maricopa County;2443;34271;45517
04013092401;Census Tract 924.01; Maricopa County;1741;39363;66585
04013092402;Census Tract 924.02; Maricopa County;1443;39449;52645
04013092500;Census Tract 925; Maricopa County;1924;40000;54198
04013092600;Census Tract 926; Maricopa County;1022;20081;27885
04013092705;Census Tract 927.05; Maricopa County;1535;44904;51087
04013092708;Census Tract 927.08; Maricopa County;734;54286;65754
04013092709;Census Tract 927.09; Maricopa County;1364;70243;80895
04013092710;Census Tract 927.10; Maricopa County;1543;81125;93341
04013092711;Census Tract 927.11; Maricopa County;1068;51413;77570
04013092712;Census Tract 927.12; Maricopa County;1630;76591;96646
04013092713;Census Tract 927.13; Maricopa County;1461;65655;75116
04013092715;Census Tract 927.15; Maricopa County;1247;53583;72843
04013092716;Census Tract 927.16; Maricopa County;1181;60996;63674
04013092717;Census Tract 927.17; Maricopa County;1604;42929;55656
04013092718;Census Tract 927.18; Maricopa County;1210;34202;47826
04013092719;Census Tract 927.19; Maricopa County;1582;62182;73114
04013092720;Census Tract 927.20; Maricopa County;2119;72639;86016
04013092721;Census Tract 927.21; Maricopa County;1038;106471;117824
04013092723;Census Tract 927.23; Maricopa County;1525;60134;73631
04013092724;Census Tract 927.24; Maricopa County;1457;47707;51996
04013092801;Census Tract 928.01; Maricopa County;1637;27960;36531
04013092802;Census Tract 928.02; Maricopa County;1664;35106;41199
04013092900;Census Tract 929; Maricopa County;1047;31299;37849
04013093001;Census Tract 930.01; Maricopa County;1981;35558;46075
04013093002;Census Tract 930.02; Maricopa County;1278;37500;47933
04013093101;Census Tract 931.01; Maricopa County;1715;32991;54986
04013093104;Census Tract 931.04; Maricopa County;1595;31321;33411
04013093105;Census Tract 931.05; Maricopa County;1992;23441;37863
04013093106;Census Tract 931.06; Maricopa County;1169;46464;55698
04013093200;Census Tract 932; Maricopa County;1333;44784;51465
04013103205;Census Tract 1032.05; Maricopa County;1016;89712;114157
04013103206;Census Tract 1032.06; Maricopa County;924;109519;136888
04013103207;Census Tract 1032.07; Maricopa County;887;121953;157025
04013103208;Census Tract 1032.08; Maricopa County;2136;63538;88865
04013103209;Census Tract 1032.09; Maricopa County;2297;74426;141093
04013103210;Census Tract 1032.10; Maricopa County;3409;48523;61076
04013103211;Census Tract 1032.11; Maricopa County;1666;87833;111973
04013103212;Census Tract 1032.12; Maricopa County;1644;105870;131105
04013103214;Census Tract 1032.14; Maricopa County;1534;107230;133255
04013103215;Census Tract 1032.15; Maricopa County;1090;108707;125645
04013103216;Census Tract 1032.16; Maricopa County;1949;79523;108377
04013103217;Census Tract 1032.17; Maricopa County;2594;75915;95515
04013103219;Census Tract 1032.19; Maricopa County;1511;99246;138898
04013103220;Census Tract 1032.20; Maricopa County;1358;84688;106217
04013103302;Census Tract 1033.02; Maricopa County;2361;59414;70744
04013103303;Census Tract 1033.03; Maricopa County;1665;51663;67986
04013103304;Census Tract 1033.04; Maricopa County;1724;34056;42379
04013103305;Census Tract 1033.05; Maricopa County;1086;33906;52510
04013103306;Census Tract 1033.06; Maricopa County;1444;36185;46393
04013103400;Census Tract 1034; Maricopa County;1644;71964;79245
04013103501;Census Tract 1035.01; Maricopa County;1206;86029;88967
04013103502;Census Tract 1035.02; Maricopa County;2561;72951;78806
04013103604;Census Tract 1036.04; Maricopa County;1783;56319;74935
04013103605;Census Tract 1036.05; Maricopa County;2357;102906;145827
04013103606;Census Tract 1036.06; Maricopa County;1891;61360;89996
04013103607;Census Tract 1036.07; Maricopa County;1883;90125;109697
04013103608;Census Tract 1036.08; Maricopa County;1567;70950;83985
04013103609;Census Tract 1036.09; Maricopa County;2425;46285;55754
04013103611;Census Tract 1036.11; Maricopa County;2293;103047;149556
04013103612;Census Tract 1036.12; Maricopa County;2520;57386;83884
04013103614;Census Tract 1036.14; Maricopa County;1171;82452;102104
04013103615;Census Tract 1036.15; Maricopa County;1821;33853;41269
04013103701;Census Tract 1037.01; Maricopa County;2370;44430;65795
04013103702;Census Tract 1037.02; Maricopa County;1553;72366;90002
04013103900;Census Tract 1039; Maricopa County;2322;44295;54845
04013104000;Census Tract 1040; Maricopa County;2665;44152;56165
04013104100;Census Tract 1041; Maricopa County;2429;51074;65659
04013104202;Census Tract 1042.02; Maricopa County;1816;64609;85223
04013104203;Census Tract 1042.03; Maricopa County;2298;66198;69970
04013104204;Census Tract 1042.04; Maricopa County;1080;70500;79206
04013104205;Census Tract 1042.05; Maricopa County;2366;43464;61664
04013104206;Census Tract 1042.06; Maricopa County;1385;56328;64203
04013104207;Census Tract 1042.07; Maricopa County;1772;66341;72142
04013104212;Census Tract 1042.12; Maricopa County;2110;56436;72934
04013104214;Census Tract 1042.14; Maricopa County;724;76667;94936
04013104215;Census Tract 1042.15; Maricopa County;1582;50865;65003
04013104216;Census Tract 1042.16; Maricopa County;1877;66277;72324
04013104217;Census Tract 1042.17; Maricopa County;1876;65345;74340
04013104218;Census Tract 1042.18; Maricopa County;1501;58231;65695
04013104219;Census Tract 1042.19; Maricopa County;998;71017;76095
04013104221;Census Tract 1042.21; Maricopa County;1984;66591;71594
04013104222;Census Tract 1042.22; Maricopa County;2282;59348;68326
04013104223;Census Tract 1042.23; Maricopa County;604;119464;130922
04013104224;Census Tract 1042.24; Maricopa County;2352;47364;62942
04013104225;Census Tract 1042.25; Maricopa County;1263;70365;83507
04013104226;Census Tract 1042.26; Maricopa County;1725;53750;71093
04013104227;Census Tract 1042.27; Maricopa County;794;53243;70711
04013104301;Census Tract 1043.01; Maricopa County;1214;70500;83477
04013104302;Census Tract 1043.02; Maricopa County;1824;40941;41458
04013104401;Census Tract 1044.01; Maricopa County;2224;36515;39413
04013104402;Census Tract 1044.02; Maricopa County;1117;50026;52409
04013104501;Census Tract 1045.01; Maricopa County;1374;31770;43307
04013104502;Census Tract 1045.02; Maricopa County;1603;37250;41987
04013104600;Census Tract 1046; Maricopa County;1694;44537;61649
04013104701;Census Tract 1047.01; Maricopa County;1419;36946;43894
04013104702;Census Tract 1047.02; Maricopa County;1850;33448;47298
04013104801;Census Tract 1048.01; Maricopa County;1471;88568;128163
04013104802;Census Tract 1048.02; Maricopa County;2390;83962;92441
04013104900;Census Tract 1049; Maricopa County;1621;90129;98974
04013105002;Census Tract 1050.02; Maricopa County;1200;199186;378512
04013105003;Census Tract 1050.03; Maricopa County;1631;250,000+;350896
04013105004;Census Tract 1050.04; Maricopa County;1360;236848;376853
04013105101;Census Tract 1051.01; Maricopa County;1761;133194;172205
04013105102;Census Tract 1051.02; Maricopa County;2522;95971;152709
04013105103;Census Tract 1051.03; Maricopa County;1337;172837;277462
04013105200;Census Tract 1052; Maricopa County;2731;58810;81586
04013105300;Census Tract 1053; Maricopa County;2246;64017;85189
04013105400;Census Tract 1054; Maricopa County;1458;97969;129135
04013105501;Census Tract 1055.01; Maricopa County;1024;36500;51289
04013105502;Census Tract 1055.02; Maricopa County;892;35330;39679
04013105503;Census Tract 1055.03; Maricopa County;1828;33458;44587
04013105601;Census Tract 1056.01; Maricopa County;1224;37407;54814
04013105602;Census Tract 1056.02; Maricopa County;2253;31865;41294
04013105701;Census Tract 1057.01; Maricopa County;1186;53060;65018
04013105702;Census Tract 1057.02; Maricopa County;1440;58006;63756
04013105800;Census Tract 1058; Maricopa County;2080;58750;74733
04013105900;Census Tract 1059; Maricopa County;2093;36713;48182
04013106001;Census Tract 1060.01; Maricopa County;591;37625;38773
04013106002;Census Tract 1060.02; Maricopa County;1174;32857;49133
04013106003;Census Tract 1060.03; Maricopa County;1375;41094;52384
04013106100;Census Tract 1061; Maricopa County;2712;60362;90884
04013106200;Census Tract 1062; Maricopa County;1189;168059;227853
04013106300;Census Tract 1063; Maricopa County;2386;67449;95943
04013106400;Census Tract 1064; Maricopa County;1413;66496;98980
04013106501;Census Tract 1065.01; Maricopa County;1483;65467;93292
04013106502;Census Tract 1065.02; Maricopa County;1915;50318;69470
04013106600;Census Tract 1066; Maricopa County;1738;91889;150311
04013106701;Census Tract 1067.01; Maricopa County;1795;35807;45246
04013106702;Census Tract 1067.02; Maricopa County;553;67537;86484
04013106703;Census Tract 1067.03; Maricopa County;975;70489;102483
04013106801;Census Tract 1068.01; Maricopa County;1809;23801;44790
04013106802;Census Tract 1068.02; Maricopa County;1327;43616;68077
04013106900;Census Tract 1069; Maricopa County;2170;54430;60454
04013107000;Census Tract 1070; Maricopa County;2639;38777;52453
04013107101;Census Tract 1071.01; Maricopa County;1184;43818;55603
04013107102;Census Tract 1071.02; Maricopa County;1730;34464;42586
04013107201;Census Tract 1072.01; Maricopa County;359;27656;33280
04013107202;Census Tract 1072.02; Maricopa County;1392;41071;53014
04013107300;Census Tract 1073; Maricopa County;2095;35583;43861
04013107400;Census Tract 1074; Maricopa County;3103;38664;57804
04013107500;Census Tract 1075; Maricopa County;1670;108000;144934
04013107601;Census Tract 1076.01; Maricopa County;1950;49924;68930
04013107602;Census Tract 1076.02; Maricopa County;1356;67766;95094
04013107700;Census Tract 1077; Maricopa County;2178;69056;102205
04013107800;Census Tract 1078; Maricopa County;1421;96536;180899
04013107900;Census Tract 1079; Maricopa County;1711;90551;180922
04013108000;Census Tract 1080; Maricopa County;938;189545;321542
04013108100;Census Tract 1081; Maricopa County;989;102583;158759
04013108200;Census Tract 1082; Maricopa County;1553;72583;105405
04013108301;Census Tract 1083.01; Maricopa County;1686;98468;158520
04013108302;Census Tract 1083.02; Maricopa County;1656;56481;82776
04013108400;Census Tract 1084; Maricopa County;2988;57870;108096
04013108501;Census Tract 1085.01; Maricopa County;1060;63750;72354
04013108502;Census Tract 1085.02; Maricopa County;1996;53167;79381
04013108601;Census Tract 1086.01; Maricopa County;1282;32333;46672
04013108602;Census Tract 1086.02; Maricopa County;2796;47017;57897
04013108802;Census Tract 1088.02; Maricopa County;1066;53462;73403
04013108901;Census Tract 1089.01; Maricopa County;1104;47200;64452
04013108902;Census Tract 1089.02; Maricopa County;2173;34928;49161
04013109001;Census Tract 1090.01; Maricopa County;1549;29241;35282
04013109002;Census Tract 1090.02; Maricopa County;1553;29477;42463
04013109003;Census Tract 1090.03; Maricopa County;1998;26462;34849
04013109101;Census Tract 1091.01; Maricopa County;878;47692;57242
04013109102;Census Tract 1091.02; Maricopa County;1660;43633;51228
04013109200;Census Tract 1092; Maricopa County;1454;24349;35383
04013109300;Census Tract 1093; Maricopa County;1100;56685;59301
04013109400;Census Tract 1094; Maricopa County;2465;36522;46048
04013109500;Census Tract 1095; Maricopa County;1494;54610;83546
04013109601;Census Tract 1096.01; Maricopa County;1395;46931;55011
04013109602;Census Tract 1096.02; Maricopa County;1728;36733;45947
04013109603;Census Tract 1096.03; Maricopa County;1342;50134;59957
04013109604;Census Tract 1096.04; Maricopa County;1012;38857;55111
04013109701;Census Tract 1097.01; Maricopa County;2730;32788;38487
04013109702;Census Tract 1097.02; Maricopa County;1342;44958;55633
04013109703;Census Tract 1097.03; Maricopa County;900;41591;50072
04013109704;Census Tract 1097.04; Maricopa County;557;46838;46701
04013109705;Census Tract 1097.05; Maricopa County;531;54353;65303
04013109801;Census Tract 1098.01; Maricopa County;1186;41522;50687
04013109802;Census Tract 1098.02; Maricopa County;1232;52419;62800
04013109900;Census Tract 1099; Maricopa County;1825;40817;48637
04013110001;Census Tract 1100.01; Maricopa County;1064;46524;53300
04013110002;Census Tract 1100.02; Maricopa County;1050;42569;50349
04013110100;Census Tract 1101; Maricopa County;1936;37593;44400
04013110400;Census Tract 1104; Maricopa County;2276;54167;76807
04013110501;Census Tract 1105.01; Maricopa County;1863;44700;55403
04013110502;Census Tract 1105.02; Maricopa County;1612;57750;72945
04013110600;Census Tract 1106; Maricopa County;2164;60637;89165
04013110701;Census Tract 1107.01; Maricopa County;1200;45147;49239
04013110702;Census Tract 1107.02; Maricopa County;1543;64018;76633
04013110801;Census Tract 1108.01; Maricopa County;2023;42028;52778
04013110802;Census Tract 1108.02; Maricopa County;990;50875;73715
04013110901;Census Tract 1109.01; Maricopa County;1520;32364;62076
04013110902;Census Tract 1109.02; Maricopa County;1986;40972;64340
04013111000;Census Tract 1110; Maricopa County;1953;94436;113080
04013111100;Census Tract 1111; Maricopa County;1764;87941;139644
04013111201;Census Tract 1112.01; Maricopa County;2716;44345;70648
04013111202;Census Tract 1112.02; Maricopa County;899;38563;46356
04013111203;Census Tract 1112.03; Maricopa County;876;38000;39150
04013111204;Census Tract 1112.04; Maricopa County;1397;48438;54161
04013111300;Census Tract 1113; Maricopa County;2509;56634;68438
04013111401;Census Tract 1114.01; Maricopa County;1373;43363;55128
04013111402;Census Tract 1114.02; Maricopa County;1509;37171;55339
04013111501;Census Tract 1115.01; Maricopa County;617;36775;47735
04013111502;Census Tract 1115.02; Maricopa County;2132;39599;46848
04013111601;Census Tract 1116.01; Maricopa County;1063;44561;62008
04013111602;Census Tract 1116.02; Maricopa County;1689;36055;44880
04013111700;Census Tract 1117; Maricopa County;2524;64660;72592
04013111800;Census Tract 1118; Maricopa County;2060;89412;127166
04013111900;Census Tract 1119; Maricopa County;1164;85278;130984
04013112100;Census Tract 1121; Maricopa County;913;35774;47212
04013112201;Census Tract 1122.01; Maricopa County;1064;37000;56618
04013112202;Census Tract 1122.02; Maricopa County;1461;31599;78103
04013112301;Census Tract 1123.01; Maricopa County;1815;40844;45130
04013112302;Census Tract 1123.02; Maricopa County;2147;35276;46397
04013112401;Census Tract 1124.01; Maricopa County;1608;40259;47061
04013112402;Census Tract 1124.02; Maricopa County;1359;65392;66286
04013112502;Census Tract 1125.02; Maricopa County;1379;48480;65604
04013112503;Census Tract 1125.03; Maricopa County;2300;55254;60020
04013112504;Census Tract 1125.04; Maricopa County;1124;37770;46840
04013112505;Census Tract 1125.05; Maricopa County;2705;40874;43996
04013112507;Census Tract 1125.07; Maricopa County;847;31979;33289
04013112508;Census Tract 1125.08; Maricopa County;642;40000;41829
04013112509;Census Tract 1125.09; Maricopa County;3229;46237;56080
04013112510;Census Tract 1125.10; Maricopa County;1260;62946;79711
04013112511;Census Tract 1125.11; Maricopa County;2321;72173;76764
04013112512;Census Tract 1125.12; Maricopa County;286;49444;44632
04013112513;Census Tract 1125.13; Maricopa County;2487;51207;62906
04013112514;Census Tract 1125.14; Maricopa County;1462;68204;72842
04013112601;Census Tract 1126.01; Maricopa County;994;26779;39475
04013112602;Census Tract 1126.02; Maricopa County;2075;36298;40978
04013112700;Census Tract 1127; Maricopa County;1798;32314;47792
04013112900;Census Tract 1129; Maricopa County;1991;34289;49274
04013113000;Census Tract 1130; Maricopa County;1478;45238;77267
04013113100;Census Tract 1131; Maricopa County;1925;27936;46238
04013113201;Census Tract 1132.01; Maricopa County;778;30847;42078
04013113202;Census Tract 1132.02; Maricopa County;699;30417;46370
04013113203;Census Tract 1132.03; Maricopa County;992;31636;44310
04013113300;Census Tract 1133; Maricopa County;1672;17579;35558
04013113400;Census Tract 1134; Maricopa County;0;-;-
04013113501;Census Tract 1135.01; Maricopa County;1545;33327;42221
04013113502;Census Tract 1135.02; Maricopa County;803;35430;42759
04013113601;Census Tract 1136.01; Maricopa County;1555;47283;55024
04013113602;Census Tract 1136.02; Maricopa County;1238;29271;43674
04013113700;Census Tract 1137; Maricopa County;3170;41695;50763
04013113801;Census Tract 1138.01; Maricopa County;1142;52115;60808
04013113802;Census Tract 1138.02; Maricopa County;0;-;-
04013113900;Census Tract 1139; Maricopa County;442;19265;24182
04013114000;Census Tract 1140; Maricopa County;1263;32865;48300
04013114100;Census Tract 1141; Maricopa County;728;64464;104073
04013114200;Census Tract 1142; Maricopa County;316;30114;37370
04013114301;Census Tract 1143.01; Maricopa County;252;31290;47862
04013114302;Census Tract 1143.02; Maricopa County;1012;21389;30646
04013114401;Census Tract 1144.01; Maricopa County;458;37778;48628
04013114402;Census Tract 1144.02; Maricopa County;622;36900;41221
04013114500;Census Tract 1145; Maricopa County;1173;40019;54745
04013114600;Census Tract 1146; Maricopa County;471;30389;39904
04013114703;Census Tract 1147.03; Maricopa County;335;24436;29648
04013114800;Census Tract 1148; Maricopa County;824;33182;48572
04013114900;Census Tract 1149; Maricopa County;925;17161;27197
04013115200;Census Tract 1152; Maricopa County;908;36569;50891
04013115300;Census Tract 1153; Maricopa County;1064;22398;33739
04013115400;Census Tract 1154; Maricopa County;565;32527;41187
04013115500;Census Tract 1155; Maricopa County;1069;39360;51539
04013115600;Census Tract 1156; Maricopa County;1142;39457;48820
04013115700;Census Tract 1157; Maricopa County;1894;50417;63952
04013115801;Census Tract 1158.01; Maricopa County;1382;30372;38916
04013115802;Census Tract 1158.02; Maricopa County;1082;32736;46011
04013115900;Census Tract 1159; Maricopa County;1710;48833;57592
04013116000;Census Tract 1160; Maricopa County;2140;43804;54089
04013116100;Census Tract 1161; Maricopa County;1276;41750;50218
04013116202;Census Tract 1162.02; Maricopa County;1419;59120;66905
04013116203;Census Tract 1162.03; Maricopa County;2048;69896;82524
04013116204;Census Tract 1162.04; Maricopa County;1207;49676;55551
04013116205;Census Tract 1162.05; Maricopa County;1743;50726;56689
04013116300;Census Tract 1163; Maricopa County;2000;56422;72403
04013116400;Census Tract 1164; Maricopa County;1596;43333;59737
04013116500;Census Tract 1165; Maricopa County;1427;32367;46938
04013116602;Census Tract 1166.02; Maricopa County;2298;43152;52551
04013116603;Census Tract 1166.03; Maricopa County;1911;76011;86655
04013116604;Census Tract 1166.04; Maricopa County;1448;69153;86720
04013116605;Census Tract 1166.05; Maricopa County;1953;78917;88042
04013116606;Census Tract 1166.06; Maricopa County;1666;62454;67539
04013116607;Census Tract 1166.07; Maricopa County;983;69536;74446
04013116608;Census Tract 1166.08; Maricopa County;1474;56567;80685
04013116609;Census Tract 1166.09; Maricopa County;1404;88989;99769
04013116610;Census Tract 1166.10; Maricopa County;1762;89702;90956
04013116611;Census Tract 1166.11; Maricopa County;1078;100417;127752
04013116612;Census Tract 1166.12; Maricopa County;1837;86766;101580
04013116613;Census Tract 1166.13; Maricopa County;2497;79105;89014
04013116702;Census Tract 1167.02; Maricopa County;2656;50395;57292
04013116703;Census Tract 1167.03; Maricopa County;1523;78477;90383
04013116704;Census Tract 1167.04; Maricopa County;3476;75580;98645
04013116707;Census Tract 1167.07; Maricopa County;1188;105606;114762
04013116708;Census Tract 1167.08; Maricopa County;2593;58551;82404
04013116709;Census Tract 1167.09; Maricopa County;1210;68333;84119
04013116710;Census Tract 1167.10; Maricopa County;1731;138681;205188
04013116711;Census Tract 1167.11; Maricopa County;805;72250;89535
